Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.8e-05,17.549063,[33 69] ; [22  7],[42.82442748 59.17557252] ; [12.17557252 16.82442748],1
a6,1,0.323165,0.976094,[63 44] ; [20  9],[65.30147059 41.69852941] ; [17.69852941 11.30147059],0
s7,1,0.329964,0.94904,[22 77] ; [ 9 20],[23.9765625 75.0234375] ; [ 7.0234375 21.9765625],0
p9,1,0.335221,0.928625,[68 36] ; [21  7],[70.12121212 33.87878788] ; [18.87878788  9.12121212],0
r4,1,0.374012,0.79029,[76 31] ; [23  6],[77.88970588 29.11029412] ; [21.11029412  7.88970588],0
a3,1,0.397962,0.714477,[64 42] ; [20  9],[65.95555556 40.04444444] ; [18.04444444 10.95555556],0
p11,1,0.398123,0.713989,[57 50] ; [18 11],[59.00735294 47.99264706] ; [15.99264706 13.00735294],0
p4,1,0.410132,0.678419,[34 72] ; [ 7 22],[32.19259259 73.80740741] ; [ 8.80740741 20.19259259],0
s5,1,0.496205,0.463044,[28 76] ; [ 6 23],[26.58646617 77.41353383] ; [ 7.41353383 21.58646617],0
p3,1,0.530372,0.393679,[24 82] ; [ 5 24],[22.77037037 83.22962963] ; [ 6.22962963 22.77037037],0
n6,1,0.588397,0.292854,[68 39] ; [20  9],[69.23529412 37.76470588] ; [18.76470588 10.23529412],0
p5,1,0.607562,0.26374,[  2 105] ; [ 1 28],[  2.36029412 104.63970588] ; [ 0.63970588 28.36029412],0
a8,1,0.613859,0.254594,[ 6 97] ; [ 1 28],[ 5.46212121 97.53787879] ; [ 1.53787879 27.46212121],0
n2,1,0.614257,0.254022,[35 18] ; [7 5],[34.24615385 18.75384615] ; [7.75384615 4.24615385],0
d2,1,0.639204,0.219785,[42 65] ; [10 19],[40.91176471 66.08823529] ; [11.08823529 17.91176471],0
a5,1,0.652936,0.202218,[53 54] ; [13 16],[51.92647059 55.07352941] ; [14.07352941 14.92647059],0
s3,1,0.707751,0.140534,[48 58] ; [12 17],[47.11111111 58.88888889] ; [12.88888889 16.11111111],0
s4,1,0.716897,0.131486,[26 81] ; [ 8 21],[26.75 80.25] ; [ 7.25 21.75],0
n5,1,0.742787,0.107692,[36 69] ; [ 9 20],[35.26119403 69.73880597] ; [ 9.73880597 19.26119403],0
a1,1,0.77576,0.081139,[  5 102] ; [ 1 28],[  4.72058824 102.27941176] ; [ 1.27941176 27.72058824],0
a2,1,0.781852,0.076677,[17 90] ; [ 4 25],[16.52205882 90.47794118] ; [ 4.47794118 24.52205882],0
u3,1,0.788592,0.071898,[26 16] ; [6 3],[26.35294118 15.64705882] ; [5.64705882 3.35294118],0
r3,1,0.78904,0.071587,[94 13] ; [26  3],[94.41176471 12.58823529] ; [25.58823529  3.41176471],0
b5,1,0.835507,0.043116,[65 42] ; [17 12],[64.51470588 42.48529412] ; [17.48529412 11.51470588],0
p2,1,0.84493,0.038256,[68 39] ; [19 10],[68.44852941 38.55147059] ; [18.55147059 10.44852941],0
d1,1,0.876326,0.02422,[46 61] ; [12 17],[45.63235294 61.36764706] ; [12.36764706 16.63235294],0
s8,1,0.906724,0.013729,[23 83] ; [ 6 23],[22.77037037 83.22962963] ; [ 6.22962963 22.77037037],0
b2,1,0.939654,0.005731,[13 41] ; [ 3 10],[12.89552239 41.10447761] ; [3.10447761 9.89552239],0
b3,1,0.939654,0.005731,[13 41] ; [ 3 10],[12.89552239 41.10447761] ; [3.10447761 9.89552239],0
s1,1,0.941312,0.00542,[  4 103] ; [ 1 28],[  3.93382353 103.06617647] ; [ 1.06617647 27.93382353],0
p7,1,0.958564,0.002699,[40 64] ; [11 18],[39.87969925 64.12030075] ; [11.12030075 17.87969925],0
u1,1,0.991917,0.000103,[11 96] ; [ 3 26],[11.01470588 95.98529412] ; [ 2.98529412 26.01470588],0
