Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.397899,[45  3] ; [11 18],[34.90909091 13.09090909] ; [21.09090909  7.90909091],1
p1,1,0.478502,0.502275,[14 36] ; [11 20],[15.43209877 34.56790123] ; [ 9.56790123 21.43209877],0
d5,1,0.52337,0.407246,[43  7] ; [25  6],[41.97530864  8.02469136] ; [26.02469136  4.97530864],0
p12,1,0.552953,0.352054,[16 34] ; [ 8 23],[14.81481481 35.18518519] ; [ 9.18518519 21.81481481],0
p11,1,0.565422,0.330403,[43  7] ; [28  3],[43.82716049  6.17283951] ; [27.17283951  3.82716049],0
n6,1,0.596242,0.280702,[47  3] ; [29  1],[47.5  2.5] ; [28.5  1.5],0
u2,1,0.596701,0.28,[4 1] ; [6 3],[3.57142857 1.42857143] ; [6.42857143 2.57142857],0
p4,1,0.620616,0.245002,[48  2] ; [29  2],[47.5308642  2.4691358] ; [29.4691358  1.5308642],0
a7,1,0.683331,0.166401,[36 14] ; [21 10],[35.18518519 14.81481481] ; [21.81481481  9.18518519],0
a1,1,0.697919,0.150646,[ 8 42] ; [ 6 25],[ 8.64197531 41.35802469] ; [ 5.35802469 25.64197531],0
n2,1,0.711531,0.136752,[10  3] ; [2 1],[9.75 3.25] ; [2.25 0.75],0
b2,1,0.751696,0.100111,[18 18] ; [11 13],[17.4 18.6] ; [11.6 12.4],0
b3,1,0.751696,0.100111,[18 18] ; [11 13],[17.4 18.6] ; [11.6 12.4],0
b1,1,0.769573,0.08581,[21 29] ; [12 19],[20.37037037 29.62962963] ; [12.62962963 18.37037037],0
s5,1,0.91615,0.011085,[30 15] ; [19  9],[30.20547945 14.79452055] ; [18.79452055  9.20547945],0
a4,1,0.918572,0.010452,[22 28] ; [14 17],[22.22222222 27.77777778] ; [13.77777778 17.22222222],0
u3,1,0.92265,0.009428,[4 1] ; [7 2],[3.92857143 1.07142857] ; [7.07142857 1.92857143],0
d2,1,0.941286,0.005425,[27 23] ; [17 14],[27.16049383 22.83950617] ; [16.83950617 14.16049383],0
a2,1,0.943489,0.005025,[10 40] ; [ 6 25],[ 9.87654321 40.12345679] ; [ 6.12345679 24.87654321],0
