Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,6.2e-05,16.045781,[33 20] ; [ 5 25],[24.26506024 28.73493976] ; [13.73493976 16.26506024],1
p3,1,0.215885,1.531515,[31 23] ; [13 17],[28.28571429 25.71428571] ; [15.71428571 14.28571429],0
n3,1,0.233887,1.417064,[11  8] ; [8 2],[12.44827586  6.55172414] ; [6.55172414 3.44827586],0
v1,1,0.2548,1.296795,[23 31] ; [ 9 21],[20.57142857 33.42857143] ; [11.42857143 18.57142857],0
a5,1,0.277373,1.179918,[37 17] ; [17 13],[34.71428571 19.28571429] ; [19.28571429 10.71428571],0
v4,1,0.31514,1.009009,[49  5] ; [25  5],[47.57142857  6.42857143] ; [26.42857143  3.57142857],0
a8,1,0.358646,0.842628,[ 7 41] ; [ 2 25],[ 5.76 42.24] ; [ 3.24 23.76],0
n4,1,0.362782,0.828241,[36 18] ; [17 13],[34.07142857 19.92857143] ; [18.92857143 11.07142857],0
a2,1,0.419727,0.651079,[11 43] ; [ 4 26],[ 9.64285714 44.35714286] ; [ 5.35714286 24.64285714],0
d3,1,0.471474,0.518519,[40 14] ; [20 10],[38.57142857 15.42857143] ; [21.42857143  8.57142857],0
n2,1,0.48338,0.491228,[15  4] ; [6 3],[14.25  4.75] ; [6.75 2.25],0
p9,1,0.502944,0.448718,[22 32] ; [10 20],[20.57142857 33.42857143] ; [11.42857143 18.57142857],0
p1,1,0.506108,0.442105,[ 6 48] ; [ 2 28],[ 5.14285714 48.85714286] ; [ 2.85714286 27.14285714],0
a7,1,0.515699,0.422487,[34 20] ; [21  9],[35.35714286 18.64285714] ; [19.64285714 10.35714286],0
b1,1,0.536414,0.382227,[29 25] ; [14 16],[27.64285714 26.35714286] ; [15.35714286 14.64285714],0
d2,1,0.536414,0.382227,[29 25] ; [14 16],[27.64285714 26.35714286] ; [15.35714286 14.64285714],0
u1,1,0.543689,0.368745,[12 42] ; [ 5 25],[10.92857143 43.07142857] ; [ 6.07142857 23.92857143],0
v3,1,0.568063,0.325934,[17 35] ; [ 8 22],[15.85365854 36.14634146] ; [ 9.14634146 20.85365854],0
b4,1,0.571284,0.320539,[34 20] ; [17 13],[32.78571429 21.21428571] ; [18.21428571 11.78571429],0
a6,1,0.577547,0.310217,[29 25] ; [18 12],[30.21428571 23.78571429] ; [16.78571429 13.21428571],0
v2,1,0.596309,0.280599,[27 26] ; [13 16],[25.85365854 27.14634146] ; [14.14634146 14.85365854],0
p2,1,0.657098,0.197067,[39 15] ; [23  7],[39.85714286 14.14285714] ; [22.14285714  7.85714286],0
b2,1,0.662791,0.190151,[12 25] ; [ 8 13],[12.75862069 24.24137931] ; [ 7.24137931 13.75862069],0
b3,1,0.662791,0.190151,[12 25] ; [ 8 13],[12.75862069 24.24137931] ; [ 7.24137931 13.75862069],0
s1,1,0.680381,0.169697,[ 4 50] ; [ 3 27],[ 4.5 49.5] ; [ 2.5 27.5],0
a3,1,0.693282,0.155556,[30 24] ; [18 12],[30.85714286 23.14285714] ; [17.14285714 12.85714286],0
n6,1,0.755026,0.097356,[39 15] ; [20  9],[38.38554217 15.61445783] ; [20.61445783  8.38554217],0
p7,1,0.793762,0.068345,[29 25] ; [17 13],[29.57142857 24.42857143] ; [16.42857143 13.57142857],0
a4,1,0.844554,0.038444,[24 30] ; [14 16],[24.42857143 29.57142857] ; [13.57142857 16.42857143],0
b5,1,0.864184,0.029258,[35 19] ; [20 10],[35.35714286 18.64285714] ; [19.64285714 10.35714286],0
p11,1,0.870758,0.02647,[26 28] ; [15 15],[26.35714286 27.64285714] ; [14.64285714 15.35714286],0
n1,1,0.892772,0.01817,[10  9] ; [5 5],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
p6,1,0.973111,0.001136,[20 34] ; [11 19],[19.92857143 34.07142857] ; [11.07142857 18.92857143],0
