Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004999,7.879671,[16 29] ; [20  9],[21.89189189 23.10810811] ; [14.10810811 14.89189189],0
n1,1,0.515339,0.423212,[ 8 11] ; [4 9],[ 7.125 11.875] ; [4.875 8.125],0
d5,1,0.54483,0.366661,[31 14] ; [18 11],[29.7972973 15.2027027] ; [19.2027027  9.7972973],0
v4,1,0.557298,0.344405,[31 12] ; [17  9],[29.91304348 13.08695652] ; [18.08695652  7.91304348],0
u1,1,0.571478,0.320216,[ 3 42] ; [ 3 26],[ 3.64864865 41.35135135] ; [ 2.35135135 26.64864865],0
p8,1,0.580578,0.305302,[18 26] ; [10 19],[16.87671233 27.12328767] ; [11.12328767 17.87671233],0
n2,1,0.59933,0.276008,[13  6] ; [10  3],[13.65625  5.34375] ; [9.34375 3.65625],0
r1,1,0.605562,0.266688,[15 30] ; [11 17],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
b4,1,0.614069,0.254292,[29 16] ; [17 12],[27.97297297 17.02702703] ; [18.02702703 10.97297297],0
n5,1,0.624364,0.239782,[29 15] ; [20  8],[29.94444444 14.05555556] ; [19.05555556  8.94444444],0
p6,1,0.637417,0.222137,[10 34] ; [ 8 21],[10.84931507 33.15068493] ; [ 7.15068493 21.84931507],0
s6,1,0.644725,0.212615,[18 26] ; [13 15],[18.94444444 25.05555556] ; [12.05555556 15.94444444],0
p4,1,0.668709,0.183115,[19 25] ; [14 15],[19.89041096 24.10958904] ; [13.10958904 15.89041096],0
s7,1,0.682891,0.16689,[19 24] ; [11 17],[18.16901408 24.83098592] ; [11.83098592 16.16901408],0
b2,1,0.702899,0.145474,[ 9 18] ; [ 7 11],[ 9.6 17.4] ; [ 6.4 11.6],0
b3,1,0.702899,0.145474,[ 9 18] ; [ 7 11],[ 9.6 17.4] ; [ 6.4 11.6],0
s2,1,0.799152,0.064742,[18 26] ; [11 18],[17.47945205 26.52054795] ; [11.52054795 17.47945205],0
u2,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p3,1,0.91615,0.011085,[15 30] ; [ 9 19],[14.79452055 30.20547945] ; [ 9.20547945 18.79452055],0
a2,1,0.917461,0.01074,[ 5 40] ; [ 3 26],[ 4.86486486 40.13513514] ; [ 3.13513514 25.86486486],0
n3,1,0.924813,0.008906,[10  8] ; [7 6],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
n4,1,0.942805,0.005147,[26 19] ; [17 12],[26.14864865 18.85135135] ; [16.85135135 12.14864865],0
b5,1,0.958922,0.002653,[22 23] ; [14 15],[21.89189189 23.10810811] ; [14.10810811 14.89189189],0
a5,1,0.974178,0.001048,[25 20] ; [16 13],[24.93243243 20.06756757] ; [16.06756757 12.93243243],0
v3,1,0.976066,0.0009,[11 34] ; [ 7 22],[10.94594595 34.05405405] ; [ 7.05405405 21.94594595],0
p11,1,0.994452,4.8e-05,[31 14] ; [20  9],[31.01351351 13.98648649] ; [19.98648649  9.01351351],0
