Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000177,14.065711,[13 40] ; [15  6],[20.05405405 32.94594595] ; [ 7.94594595 13.05405405],1
d5,1,0.390537,0.737269,[39 15] ; [15  9],[37.38461538 16.61538462] ; [16.61538462  7.38461538],0
u1,1,0.392242,0.731982,[ 2 52] ; [ 2 22],[ 2.76923077 51.23076923] ; [ 1.23076923 22.76923077],0
v2,1,0.397692,0.715295,[20 31] ; [ 7 17],[18.36 32.64] ; [ 8.64 15.36],0
r3,1,0.425125,0.636105,[27 26] ; [14  9],[28.59210526 24.40789474] ; [12.40789474 10.59210526],0
a6,1,0.543796,0.368549,[31 23] ; [12 12],[29.76923077 24.23076923] ; [13.23076923 10.76923077],0
n6,1,0.616285,0.251123,[31 23] ; [14  8],[31.97368421 22.02631579] ; [13.02631579  8.97368421],0
s3,1,0.617661,0.249169,[24 30] ; [ 8 13],[23.04 30.96] ; [ 8.96 12.04],0
r1,1,0.635951,0.224077,[17 37] ; [ 6 17],[16.12987013 37.87012987] ; [ 6.87012987 16.12987013],0
d4,1,0.641067,0.217349,[36 17] ; [15  9],[35.1038961 17.8961039] ; [15.8961039  8.1038961],0
a5,1,0.649644,0.206349,[30 24] ; [12 12],[29.07692308 24.92307692] ; [12.92307692 11.07692308],0
a2,1,0.664461,0.18815,[ 7 47] ; [ 4 20],[ 7.61538462 46.38461538] ; [ 3.38461538 20.61538462],0
s6,1,0.666372,0.185875,[20 34] ; [ 7 15],[19.18421053 34.81578947] ; [ 7.81578947 14.18421053],0
b4,1,0.673009,0.178102,[31 23] ; [15  9],[31.84615385 22.15384615] ; [14.15384615  9.84615385],0
p9,1,0.739673,0.110414,[31 22] ; [15  9],[31.66233766 21.33766234] ; [14.33766234  9.66233766],0
s5,1,0.79979,0.064322,[11 42] ; [ 4 18],[10.6 42.4] ; [ 4.4 17.6],0
d3,1,0.887041,0.020178,[30 23] ; [14 10],[30.28571429 22.71428571] ; [13.71428571 10.28571429],0
n1,1,1.0,0.0,[10 16] ; [5 8],[10. 16.] ; [5. 8.],0
