Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.366126,[ 8 26] ; [82 34],[20.4 13.6] ; [69.6 46.4],1
u1,1,0.175371,1.836424,[ 4 30] ; [  6 110],[ 2.26666667 31.73333333] ; [  7.73333333 108.26666667],0
b1,1,0.194988,1.679523,[13 21] ; [59 57],[16.32 17.68] ; [55.68 60.32],0
b5,1,0.262457,1.25575,[13 21] ; [57 59],[15.86666667 18.13333333] ; [54.13333333 61.86666667],0
v2,1,0.269001,1.221835,[12 21] ; [52 58],[14.76923077 18.23076923] ; [49.23076923 60.76923077],0
n1,1,0.298232,1.082085,[3 5] ; [18 13],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
d2,1,0.338449,0.916297,[19 15] ; [54 62],[16.54666667 17.45333333] ; [56.45333333 59.54666667],0
a3,1,0.350219,0.872664,[23 10] ; [90 26],[25.02684564  7.97315436] ; [87.97315436 28.02684564],0
a2,1,0.362775,0.828262,[ 2 32] ; [ 13 103],[ 3.4 30.6] ; [ 11.6 104.4],0
d1,1,0.413561,0.668541,[14 20] ; [57 59],[16.09333333 17.90666667] ; [54.90666667 61.09333333],0
a8,1,0.459336,0.547512,[ 3 29] ; [16 95],[ 4.25174825 27.74825175] ; [14.74825175 96.25174825],0
r2,1,0.474631,0.511174,[30  4] ; [106   9],[31.03355705  2.96644295] ; [104.96644295  10.03355705],0
d3,1,0.476881,0.505987,[17 17] ; [50 66],[15.18666667 18.81333333] ; [51.81333333 64.18666667],0
s1,1,0.537964,0.379327,[ 2 32] ; [  4 110],[ 1.37837838 32.62162162] ; [  4.62162162 109.37837838],0
b2,1,0.576807,0.311426,[ 9 14] ; [37 44],[10.17307692 12.82692308] ; [35.82692308 45.17307692],0
b3,1,0.576807,0.311426,[ 9 14] ; [37 44],[10.17307692 12.82692308] ; [35.82692308 45.17307692],0
u2,1,0.640654,0.217887,[5 6] ; [14 12],[5.64864865 5.35135135] ; [13.35135135 12.64864865],0
b4,1,0.641573,0.216691,[20 14] ; [63 53],[18.81333333 15.18666667] ; [64.18666667 51.81333333],0
n2,1,0.671918,0.179367,[7 2] ; [26  5],[7.425 1.575] ; [25.575  5.425],0
a1,1,0.704657,0.143673,[ 3 31] ; [  8 108],[ 2.49333333 31.50666667] ; [  8.50666667 107.49333333],0
p7,1,0.791803,0.06968,[23 10] ; [76 37],[22.37671233 10.62328767] ; [76.62328767 36.37671233],0
u3,1,0.800391,0.063929,[5 6] ; [13 13],[5.35135135 5.64864865] ; [12.64864865 13.35135135],0
a6,1,0.802446,0.062592,[14 20] ; [45 71],[13.37333333 20.62666667] ; [45.62666667 70.37333333],0
a4,1,0.991622,0.00011,[16 18] ; [54 61],[15.97315436 18.02684564] ; [54.02684564 60.97315436],0
