Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.039874,4.223252,[ 5 17] ; [31 34],[ 9.10344828 12.89655172] ; [26.89655172 38.10344828],0
n5,1,0.642307,0.215737,[13  9] ; [42 23],[13.90804598  8.09195402] ; [41.09195402 23.90804598],0
p3,1,0.656622,0.197653,[ 5 16] ; [19 47],[ 5.79310345 15.20689655] ; [18.20689655 47.79310345],0
p8,1,0.659045,0.194685,[ 6 16] ; [21 44],[ 6.82758621 15.17241379] ; [20.17241379 44.82758621],0
p2,1,0.66311,0.189768,[11 10] ; [37 27],[11.85882353  9.14117647] ; [36.14117647 27.85882353],0
n4,1,0.71013,0.138148,[13  9] ; [36 30],[12.25  9.75] ; [36.75 29.25],0
v1,1,0.717933,0.130482,[ 6 16] ; [15 49],[ 5.37209302 16.62790698] ; [15.62790698 48.37209302],0
s8,1,0.736467,0.113256,[ 4 18] ; [10 56],[ 3.5 18.5] ; [10.5 55.5],0
d2,1,0.760973,0.09254,[ 7 15] ; [23 42],[ 7.5862069 14.4137931] ; [22.4137931 42.5862069],0
s2,1,0.776205,0.080808,[ 5 17] ; [17 49],[ 5.5 16.5] ; [16.5 49.5],0
s6,1,0.776205,0.080808,[ 6 16] ; [16 50],[ 5.5 16.5] ; [16.5 49.5],0
p4,1,0.795112,0.067433,[ 7 15] ; [23 43],[ 7.5 14.5] ; [22.5 43.5],0
u3,1,0.803728,0.061765,[2 6] ; [10 24],[2.28571429 5.71428571] ; [ 9.71428571 24.28571429],0
d5,1,0.805343,0.060732,[12 10] ; [34 32],[11.5 10.5] ; [34.5 31.5],0
p1,1,0.823204,0.049919,[ 2 20] ; [ 7 58],[ 2.27586207 19.72413793] ; [ 6.72413793 58.27586207],0
r2,1,0.83246,0.044753,[12 10] ; [36 27],[12.42352941  9.57647059] ; [35.57647059 27.42352941],0
a8,1,0.83661,0.042532,[ 1 19] ; [ 4 60],[ 1.19047619 18.80952381] ; [ 3.80952381 60.19047619],0
n3,1,0.857136,0.032407,[ 8 10] ; [10 14],[ 7.71428571 10.28571429] ; [10.28571429 13.71428571],0
s4,1,0.876117,0.024303,[ 4 18] ; [13 53],[ 4.25 17.75] ; [12.75 53.25],0
u2,1,0.896187,0.017025,[3 5] ; [14 21],[3.1627907 4.8372093] ; [13.8372093 21.1627907],0
b5,1,0.902009,0.015159,[11 11] ; [32 34],[10.75 11.25] ; [32.25 33.75],0
v4,1,0.945459,0.00468,[12 10] ; [36 29],[12.13793103  9.86206897] ; [35.86206897 29.13793103],0
p6,1,0.960313,0.002476,[ 3 19] ; [ 9 55],[ 3.06976744 18.93023256] ; [ 8.93023256 55.06976744],0
s3,1,0.971353,0.00129,[ 8 14] ; [23 41],[ 7.93023256 14.06976744] ; [23.06976744 40.93023256],0
s5,1,0.980322,0.000608,[ 3 19] ; [ 9 56],[ 3.03448276 18.96551724] ; [ 8.96551724 56.03448276],0
a7,1,1.0,0.0,[10 12] ; [30 36],[10. 12.] ; [30. 36.],0
