Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.008891,6.844662,[ 2 14] ; [41 45],[6.74509804 9.25490196] ; [36.25490196 49.74509804],0
p4,1,0.696938,0.151677,[9 7] ; [51 32],[9.6969697 6.3030303] ; [50.3030303 32.6969697],0
a6,1,0.744865,0.105897,[ 6 10] ; [36 50],[6.58823529 9.41176471] ; [35.41176471 50.58823529],0
r1,1,0.765296,0.089122,[13  3] ; [67 19],[12.54901961  3.45098039] ; [67.45098039 18.54901961],0
n3,1,0.771671,0.084211,[5 1] ; [14  4],[4.75 1.25] ; [14.25  3.75],0
s1,1,0.785635,0.073975,[ 1 15] ; [ 4 82],[ 0.78431373 15.21568627] ; [ 4.21568627 81.78431373],0
a2,1,0.785635,0.073975,[ 1 15] ; [ 4 82],[ 0.78431373 15.21568627] ; [ 4.21568627 81.78431373],0
b4,1,0.797416,0.065891,[8 8] ; [46 40],[8.47058824 7.52941176] ; [45.52941176 40.47058824],0
p2,1,0.809485,0.058125,[13  3] ; [66 18],[12.64  3.36] ; [66.36 17.64],0
n4,1,0.809592,0.058058,[14  2] ; [77  9],[14.2745098  1.7254902] ; [76.7254902  9.2745098],0
a1,1,0.809592,0.058058,[ 2 14] ; [ 9 77],[ 1.7254902 14.2745098] ; [ 9.2745098 76.7254902],0
s8,1,0.878334,0.023434,[10  6] ; [52 34],[9.7254902 6.2745098] ; [52.2745098 33.7254902],0
a5,1,0.879956,0.022809,[12  4] ; [66 20],[12.23529412  3.76470588] ; [65.76470588 20.23529412],0
p8,1,0.88104,0.022395,[8 7] ; [46 37],[8.26530612 6.73469388] ; [45.73469388 37.26530612],0
p10,1,0.891516,0.018601,[13  3] ; [67 17],[12.8  3.2] ; [67.2 16.8],0
p1,1,0.915916,0.011147,[ 1 15] ; [ 6 80],[ 1.09803922 14.90196078] ; [ 5.90196078 80.09803922],0
v4,1,0.915916,0.011147,[15  1] ; [80  6],[14.90196078  1.09803922] ; [80.09803922  5.90196078],0
p9,1,0.994491,4.8e-05,[13  3] ; [69 16],[12.99009901  3.00990099] ; [69.00990099 15.99009901],0
