Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,2.1e-05,18.079918,[10 20] ; [34  7],[18.5915493 11.4084507] ; [25.4084507 15.5915493],1
b3,1,0.342666,0.900433,[ 8 14] ; [13 13],[ 9.625 12.375] ; [11.375 14.625],0
p1,1,0.353686,0.860188,[ 4 26] ; [ 9 32],[ 5.49295775 24.50704225] ; [ 7.50704225 33.49295775],0
p4,1,0.375207,0.786348,[ 6 24] ; [12 29],[ 7.6056338 22.3943662] ; [10.3943662 30.6056338],0
s5,1,0.435403,0.608367,[ 4 26] ; [ 8 31],[ 5.2173913 24.7826087] ; [ 6.7826087 32.2173913],0
n6,1,0.43556,0.607953,[20 10] ; [23 17],[18.42857143 11.57142857] ; [24.57142857 15.42857143],0
p11,1,0.475166,0.509938,[15 15] ; [17 24],[13.52112676 16.47887324] ; [18.47887324 22.52112676],0
u3,1,0.534561,0.385714,[ 6 14] ; [3 4],[ 6.66666667 13.33333333] ; [2.33333333 4.66666667],0
p6,1,0.53824,0.378811,[ 6 23] ; [ 6 34],[ 5.04347826 23.95652174] ; [ 6.95652174 33.04347826],0
v4,1,0.565494,0.330281,[17 13] ; [26 15],[18.16901408 11.83098592] ; [24.83098592 16.16901408],0
n5,1,0.613048,0.25576,[18 12] ; [27 14],[19.01408451 10.98591549] ; [25.98591549 15.01408451],0
p8,1,0.622008,0.243056,[ 6 24] ; [10 30],[ 6.85714286 23.14285714] ; [ 9.14285714 30.85714286],0
n3,1,0.690328,0.15873,[5 4] ; [10 11],[4.5 4.5] ; [10.5 10.5],0
r2,1,0.697499,0.151087,[20 10] ; [27 11],[20.73529412  9.26470588] ; [26.26470588 11.73529412],0
r4,1,0.715214,0.133124,[13 17] ; [16 25],[12.25352113 17.74647887] ; [16.74647887 24.25352113],0
p5,1,0.717034,0.131352,[ 1 29] ; [ 2 37],[ 1.30434783 28.69565217] ; [ 1.69565217 37.30434783],0
p9,1,0.72162,0.126946,[13 14] ; [20 18],[13.70769231 13.29230769] ; [19.29230769 18.70769231],0
b5,1,0.742288,0.108126,[18 12] ; [23 18],[17.32394366 12.67605634] ; [23.67605634 17.32394366],0
b4,1,0.742288,0.108126,[18 12] ; [23 18],[17.32394366 12.67605634] ; [23.67605634 17.32394366],0
s8,1,0.752771,0.099217,[ 6 24] ; [ 7 34],[ 5.49295775 24.50704225] ; [ 7.50704225 33.49295775],0
u2,1,0.756158,0.096429,[ 7 13] ; [2 5],[ 6.66666667 13.33333333] ; [2.33333333 4.66666667],0
p10,1,0.775092,0.081636,[12 16] ; [19 22],[12.57971014 15.42028986] ; [18.42028986 22.57971014],0
r3,1,0.776876,0.080311,[20 10] ; [26 15],[19.43661972 10.56338028] ; [26.56338028 14.43661972],0
n2,1,0.804113,0.061517,[6 3] ; [13  8],[5.7 3.3] ; [13.3  7.7],0
v1,1,0.870592,0.026538,[ 9 21] ; [11 28],[ 8.69565217 21.30434783] ; [11.30434783 27.69565217],0
a1,1,0.88677,0.020276,[ 4 26] ; [ 5 36],[ 3.8028169 26.1971831] ; [ 5.1971831 35.8028169],0
s6,1,0.942972,0.005117,[10 20] ; [14 27],[10.14084507 19.85915493] ; [13.85915493 27.14084507],0
s1,1,0.972835,0.00116,[ 3 27] ; [ 4 37],[ 2.95774648 27.04225352] ; [ 4.04225352 36.95774648],0
