Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000597,11.785714,[21 11] ; [ 6 22],[14.4 17.6] ; [12.6 15.4],1
n2,1,0.648206,0.20817,[11  5] ; [6 4],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
b2,1,0.650506,0.205263,[ 6 14] ; [ 7 12],[ 6.66666667 13.33333333] ; [ 6.33333333 12.66666667],0
b3,1,0.650506,0.205263,[ 6 14] ; [ 7 12],[ 6.66666667 13.33333333] ; [ 6.33333333 12.66666667],0
r4,1,0.754969,0.097403,[ 8 24] ; [ 8 20],[ 8.53333333 23.46666667] ; [ 7.46666667 20.53333333],0
p4,1,0.786608,0.073288,[11 20] ; [ 9 19],[10.50847458 20.49152542] ; [ 9.49152542 18.50847458],0
p10,1,0.799604,0.064444,[14 16] ; [14 14],[14.48275862 15.51724138] ; [13.51724138 14.48275862],0
a2,1,0.8298,0.046207,[ 4 28] ; [ 3 25],[ 3.73333333 28.26666667] ; [ 3.26666667 24.73333333],0
d2,1,0.83518,0.04329,[14 18] ; [13 15],[14.4 17.6] ; [12.6 15.4],0
a3,1,0.83518,0.04329,[18 14] ; [15 13],[17.6 14.4] ; [15.4 12.6],0
v2,1,0.860081,0.031071,[ 9 21] ; [ 9 19],[ 9.31034483 20.68965517] ; [ 8.68965517 19.31034483],0
b1,1,0.886133,0.020506,[20 12] ; [18 10],[20.26666667 11.73333333] ; [17.73333333 10.26666667],0
v3,1,0.890329,0.019013,[ 5 26] ; [ 4 23],[ 4.81034483 26.18965517] ; [ 4.18965517 22.81034483],0
a4,1,0.940873,0.005502,[10 22] ; [ 9 19],[10.13333333 21.86666667] ; [ 8.86666667 19.13333333],0
p7,1,0.956332,0.002998,[14 17] ; [12 15],[13.89655172 17.10344828] ; [12.10344828 14.89655172],0
s3,1,0.957312,0.002865,[14 18] ; [12 15],[14.10169492 17.89830508] ; [11.89830508 15.10169492],0
p9,1,0.963866,0.002052,[19 12] ; [17 11],[18.91525424 12.08474576] ; [17.08474576 10.91525424],0
b4,1,0.972414,0.001196,[15 17] ; [13 15],[14.93333333 17.06666667] ; [13.06666667 14.93333333],0
p11,1,0.972414,0.001196,[15 17] ; [13 15],[14.93333333 17.06666667] ; [13.06666667 14.93333333],0
