Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000114,14.888337,[56  9] ; [6 9],[50.375 14.625] ; [11.625  3.375],1
n2,1,0.393153,0.729167,[15 13] ; [5 2],[16. 12.] ; [4. 3.],0
n1,1,0.393153,0.729167,[11 17] ; [4 3],[12. 16.] ; [3. 4.],0
a8,1,0.421385,0.646451,[ 5 56] ; [ 2 11],[ 5.77027027 55.22972973] ; [ 1.22972973 11.77027027],0
r3,1,0.431517,0.618736,[36 26] ; [6 7],[34.72 27.28] ; [7.28 5.72],0
s4,1,0.450131,0.570321,[ 8 56] ; [ 3 12],[ 8.91139241 55.08860759] ; [ 2.08860759 12.91139241],0
p9,1,0.450232,0.570067,[42 20] ; [8 6],[40.78947368 21.21052632] ; [9.21052632 4.78947368],0
p5,1,0.482988,0.492109,[ 9 55] ; [ 1 13],[ 8.20512821 55.79487179] ; [ 1.79487179 12.20512821],0
p8,1,0.572685,0.31821,[18 46] ; [5 9],[18.87179487 45.12820513] ; [4.12820513 9.87179487],0
p4,1,0.630366,0.231565,[30 34] ; [6 9],[29.16455696 34.83544304] ; [6.83544304 8.16455696],0
p1,1,0.63307,0.22792,[ 7 58] ; [ 1 14],[ 6.5 58.5] ; [ 1.5 13.5],0
s3,1,0.635341,0.224888,[24 36] ; [ 5 10],[23.2 36.8] ; [5.8 9.2],0
u3,1,0.681777,0.168132,[5 8] ; [2 2],[5.35294118 7.64705882] ; [1.64705882 2.35294118],0
s8,1,0.683407,0.166316,[16 48] ; [ 3 12],[15.39240506 48.60759494] ; [ 3.60759494 11.39240506],0
v1,1,0.716642,0.131733,[25 36] ; [5 9],[24.4 36.6] ; [5.6 8.4],0
p11,1,0.717236,0.131156,[38 27] ; [8 7],[37.375 27.625] ; [8.625 6.375],0
r1,1,0.730709,0.118462,[21 42] ; [ 4 10],[20.45454545 42.54545455] ; [4.54545455 9.45454545],0
p7,1,0.7743,0.082228,[24 38] ; [6 8],[24.47368421 37.52631579] ; [5.52631579 8.47368421],0
b1,1,0.800561,0.063818,[37 28] ; [8 7],[36.5625 28.4375] ; [8.4375 6.5625],0
p10,1,0.803212,0.062097,[35 27] ; [9 6],[35.42857143 26.57142857] ; [8.57142857 6.42857143],0
s7,1,0.82646,0.048068,[23 35] ; [6 8],[23.36111111 34.63888889] ; [5.63888889 8.36111111],0
n6,1,0.838851,0.041356,[40 22] ; [8 5],[39.68 22.32] ; [8.32 4.68],0
p2,1,0.916321,0.011039,[34 28] ; [8 7],[33.81818182 28.18181818] ; [8.18181818 6.81818182],0
a1,1,0.958539,0.002703,[ 9 56] ; [ 2 13],[ 8.9375 56.0625] ; [ 2.0625 12.9375],0
s2,1,0.968484,0.001561,[21 41] ; [ 5 10],[20.93506494 41.06493506] ; [5.06493506 9.93506494],0
a3,1,0.992759,8.2e-05,[51 14] ; [11  3],[51.01265823 13.98734177] ; [10.98734177  3.01265823],0
