Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.921447,[98 17] ; [11 20],[85.85616438 29.14383562] ; [23.14383562  7.85616438],1
p11,1,0.312771,1.018937,[93 23] ; [23  9],[90.91891892 25.08108108] ; [25.08108108  6.91891892],0
s5,1,0.329124,0.952341,[39 72] ; [ 8 23],[36.73943662 74.26056338] ; [10.26056338 20.73943662],0
a7,1,0.380242,0.769919,[91 25] ; [22  9],[89.17006803 26.82993197] ; [23.82993197  7.17006803],0
u3,1,0.459819,0.546334,[15 16] ; [9 6],[16.17391304 14.82608696] ; [7.82608696 7.17391304],0
a1,1,0.505083,0.44424,[  7 109] ; [ 3 29],[  7.83783784 108.16216216] ; [ 2.16216216 29.83783784],0
n2,1,0.541777,0.372257,[16  6] ; [13  3],[16.78947368  5.21052632] ; [12.21052632  3.78947368],0
b3,1,0.553807,0.350541,[28 38] ; [ 7 13],[26.86046512 39.13953488] ; [ 8.13953488 11.86046512],0
b2,1,0.553807,0.350541,[28 38] ; [ 7 13],[26.86046512 39.13953488] ; [ 8.13953488 11.86046512],0
p7,1,0.567518,0.326853,[95 19] ; [28  4],[96.04109589 17.95890411] ; [26.95890411  5.04109589],0
n3,1,0.613642,0.254905,[16  5] ; [11  5],[15.32432432  5.67567568] ; [11.67567568  4.32432432],0
v2,1,0.625886,0.237682,[62 51] ; [16 16],[60.7862069 52.2137931] ; [17.2137931 14.7862069],0
p5,1,0.671008,0.180425,[18 98] ; [ 4 28],[17.24324324 98.75675676] ; [ 4.75675676 27.24324324],0
p8,1,0.682681,0.167123,[77 39] ; [20 12],[76.02702703 39.97297297] ; [20.97297297 11.02702703],0
b5,1,0.878553,0.023349,[67 49] ; [18 14],[66.62162162 49.37837838] ; [18.37837838 13.62162162],0
p12,1,0.893831,0.017811,[ 10 106] ; [ 3 29],[ 10.18918919 105.81081081] ; [ 2.81081081 29.18918919],0
s1,1,0.915993,0.011127,[  4 110] ; [ 1 31],[  3.90410959 110.09589041] ; [ 1.09589041 30.90410959],0
n1,1,0.942842,0.005141,[ 8 14] ; [ 6 10],[ 8.10526316 13.89473684] ; [ 5.89473684 10.10526316],0
s2,1,0.951144,0.003754,[47 67] ; [13 19],[46.84931507 67.15068493] ; [13.15068493 18.84931507],0
a8,1,0.958142,0.002755,[10 90] ; [ 3 28],[ 9.92366412 90.07633588] ; [ 3.07633588 27.92366412],0
