Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.3e-05,19.039513,[31 40] ; [ 5 52],[19.96875 51.03125] ; [16.03125 40.96875],1
a3,1,0.419076,0.652904,[57 16] ; [41 16],[55.03076923 17.96923077] ; [42.96923077 14.03076923],0
s6,1,0.426706,0.631773,[48 25] ; [33 23],[45.8372093 27.1627907] ; [35.1627907 20.8372093],0
n2,1,0.42707,0.630777,[21  6] ; [17  8],[19.73076923  7.26923077] ; [18.26923077  6.73076923],0
p9,1,0.430319,0.621963,[57 15] ; [41 15],[55.125 16.875] ; [42.875 13.125],0
s7,1,0.437458,0.602941,[26 46] ; [15 36],[24. 48.] ; [17. 34.],0
s1,1,0.457861,0.551118,[ 2 71] ; [ 3 54],[ 2.80769231 70.19230769] ; [ 2.19230769 54.80769231],0
v4,1,0.459534,0.54703,[66  6] ; [50  7],[64.74418605  7.25581395] ; [51.25581395  5.74418605],0
n1,1,0.475336,0.509546,[ 6 20] ; [ 8 17],[ 7.1372549 18.8627451] ; [ 6.8627451 18.1372549],0
p1,1,0.47639,0.507115,[ 4 68] ; [ 5 52],[ 5.02325581 66.97674419] ; [ 3.97674419 53.02325581],0
d2,1,0.520586,0.412733,[33 40] ; [29 28],[34.81538462 38.18461538] ; [27.18461538 29.81538462],0
p11,1,0.523541,0.406912,[50 23] ; [36 21],[48.29230769 24.70769231] ; [37.70769231 19.29230769],0
n5,1,0.535413,0.384109,[24 48] ; [22 35],[25.6744186 46.3255814] ; [20.3255814 36.6744186],0
n6,1,0.555508,0.347541,[47 25] ; [40 17],[48.55813953 23.44186047] ; [38.44186047 18.55813953],0
p3,1,0.591904,0.287381,[32 39] ; [23 34],[30.5078125 40.4921875] ; [24.4921875 32.5078125],0
s5,1,0.598596,0.277119,[26 45] ; [18 38],[24.5984252 46.4015748] ; [19.4015748 36.5984252],0
r4,1,0.671567,0.179774,[61 12] ; [46 11],[60.08461538 12.91538462] ; [46.91538462 10.08461538],0
b5,1,0.689855,0.159242,[41 32] ; [34 23],[42.11538462 30.88461538] ; [32.88461538 24.11538462],0
a4,1,0.719626,0.128852,[31 42] ; [26 31],[32.00769231 40.99230769] ; [24.99230769 32.00769231],0
p2,1,0.798526,0.065156,[52 20] ; [40 17],[51.34883721 20.65116279] ; [40.65116279 16.34883721],0
p6,1,0.822062,0.050577,[16 54] ; [14 43],[16.53543307 53.46456693] ; [13.46456693 43.53543307],0
p7,1,0.851978,0.034818,[43 28] ; [33 23],[42.48818898 28.51181102] ; [33.51181102 22.48818898],0
n3,1,0.855772,0.033036,[16 10] ; [16  9],[16.31372549  9.68627451] ; [15.68627451  9.31372549],0
s2,1,0.911511,0.012351,[32 41] ; [24 32],[31.68992248 41.31007752] ; [24.31007752 31.68992248],0
s8,1,0.929749,0.007772,[24 49] ; [18 38],[23.76744186 49.23255814] ; [18.23255814 37.76744186],0
p4,1,0.986822,0.000273,[38 34] ; [30 27],[37.95348837 34.04651163] ; [30.04651163 26.95348837],0
u3,1,1.0,0.0,[9 7] ; [9 7],[9. 7.] ; [9. 7.],0
