Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.014218,6.010929,[54 18] ; [7 9],[49.90909091 22.09090909] ; [11.09090909  4.90909091],0
p1,1,0.620121,0.245698,[10 62] ; [ 3 13],[10.63636364 61.36363636] ; [ 2.36363636 13.63636364],0
a6,1,0.638293,0.220982,[45 27] ; [11  5],[45.81818182 26.18181818] ; [10.18181818  5.81818182],0
u2,1,0.650147,0.205714,[18 12] ; [3 3],[17.5 12.5] ; [3.5 2.5],0
d2,1,0.724743,0.123994,[35 37] ; [7 9],[34.36363636 37.63636364] ; [7.63636364 8.36363636],0
p3,1,0.750594,0.101033,[28 43] ; [7 9],[28.56321839 42.43678161] ; [6.43678161 9.56321839],0
p12,1,0.770012,0.085474,[ 6 65] ; [ 1 15],[ 5.71264368 65.28735632] ; [ 1.28735632 14.71264368],0
r2,1,0.780575,0.077601,[66  6] ; [15  1],[66.27272727  5.72727273] ; [14.72727273  1.27272727],0
v2,1,0.836448,0.042617,[37 33] ; [8 8],[36.62790698 33.37209302] ; [8.37209302 7.62790698],0
u3,1,0.881316,0.022291,[16 14] ; [3 3],[15.83333333 14.16666667] ; [3.16666667 2.83333333],0
b1,1,0.956979,0.00291,[23 49] ; [ 5 11],[22.90909091 49.09090909] ; [ 5.09090909 10.90909091],0
p5,1,1.0,0.0,[ 9 63] ; [ 2 14],[ 9. 63.] ; [ 2. 14.],0
