Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.514998,[ 2 40] ; [109  25],[26.48863636 15.51136364] ; [84.51136364 49.48863636],1
s4,1,0.11447,2.491397,[ 7 35] ; [ 11 123],[ 4.29545455 37.70454545] ; [ 13.70454545 120.29545455],0
u1,1,0.126049,2.340507,[ 1 41] ; [ 13 121],[ 3.34090909 38.65909091] ; [ 10.65909091 123.34090909],0
d1,1,0.155202,2.020365,[13 29] ; [58 76],[16.94318182 25.05681818] ; [54.05681818 79.94318182],0
a8,1,0.160396,1.970491,[ 2 38] ; [ 16 107],[ 4.41717791 35.58282209] ; [ 13.58282209 109.41717791],0
v1,1,0.173987,1.848252,[ 8 34] ; [39 92],[11.41040462 30.58959538] ; [35.58959538 95.41040462],0
s1,1,0.227279,1.457808,[ 4 38] ; [  6 126],[ 2.4137931 39.5862069] ; [  7.5862069 124.4137931],0
s2,1,0.293166,1.105023,[ 5 37] ; [ 25 107],[ 7.24137931 34.75862069] ; [ 22.75862069 109.24137931],0
p3,1,0.294754,1.09778,[10 32] ; [43 90],[12.72 29.28] ; [40.28 92.72],0
a2,1,0.31932,0.991731,[ 4 38] ; [ 21 113],[ 5.96590909 36.03409091] ; [ 19.03409091 114.96590909],0
n1,1,0.348249,0.879828,[10 13] ; [12 26],[ 8.29508197 14.70491803] ; [13.70491803 24.29508197],0
p5,1,0.389342,0.740997,[ 2 39] ; [  3 128],[ 1.19186047 39.80813953] ; [  3.80813953 127.19186047],0
p12,1,0.389977,0.739014,[ 1 41] ; [  1 131],[ 0.48275862 41.51724138] ; [  1.51724138 130.48275862],0
d3,1,0.439004,0.598885,[21 21] ; [75 57],[23.17241379 18.82758621] ; [72.82758621 59.17241379],0
n4,1,0.519689,0.41451,[24 18] ; [84 50],[25.77272727 16.22727273] ; [82.22727273 51.77272727],0
n5,1,0.694127,0.154654,[27 15] ; [81 52],[25.92 16.08] ; [82.08 50.92],0
s5,1,0.705667,0.142644,[ 3 38] ; [ 12 118],[ 3.59649123 37.40350877] ; [ 11.40350877 118.59649123],0
s3,1,0.716474,0.131896,[12 28] ; [36 97],[11.0982659 28.9017341] ; [36.9017341 96.0982659],0
b2,1,0.728079,0.120883,[12 19] ; [26 48],[11.21904762 19.78095238] ; [26.78095238 47.21904762],0
b3,1,0.728079,0.120883,[12 19] ; [26 48],[11.21904762 19.78095238] ; [26.78095238 47.21904762],0
v3,1,0.764807,0.089505,[ 6 36] ; [ 16 112],[ 5.43529412 36.56470588] ; [ 16.56470588 111.43529412],0
s7,1,0.797531,0.065815,[ 7 31] ; [ 26 102],[ 7.55421687 30.44578313] ; [ 25.44578313 102.55421687],0
a4,1,0.859526,0.031321,[15 26] ; [47 87],[14.52571429 26.47428571] ; [47.47428571 86.52571429],0
s8,1,0.899227,0.016037,[ 5 37] ; [ 15 119],[ 4.77272727 37.22727273] ; [ 15.22727273 118.77272727],0
a3,1,0.91335,0.011841,[24 17] ; [76 56],[23.69942197 17.30057803] ; [76.30057803 55.69942197],0
a5,1,0.958112,0.002759,[23 19] ; [74 60],[23.14772727 18.85227273] ; [73.85227273 60.14772727],0
b4,1,0.958112,0.002759,[23 19] ; [74 60],[23.14772727 18.85227273] ; [73.85227273 60.14772727],0
d2,1,0.990021,0.000156,[17 24] ; [55 78],[16.96551724 24.03448276] ; [55.03448276 77.96551724],0
