Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.393286,[20 29] ; [63 14],[32.27777778 16.72222222] ; [50.72222222 26.27777778],1
a8,1,0.390223,0.738246,[ 3 45] ; [ 8 66],[ 4.32786885 43.67213115] ; [ 6.67213115 67.32786885],0
p4,1,0.402677,0.700318,[10 39] ; [20 54],[11.95121951 37.04878049] ; [18.04878049 55.95121951],0
p9,1,0.428964,0.625626,[19 25] ; [39 38],[21.09090909 22.90909091] ; [36.90909091 40.09090909],0
d3,1,0.444089,0.585695,[23 26] ; [41 35],[25.088 23.912] ; [38.912 37.088],0
d5,1,0.451824,0.566071,[31 18] ; [53 23],[32.928 16.072] ; [51.072 24.928],0
n2,1,0.464622,0.534737,[12 10] ; [20 11],[13.28301887  8.71698113] ; [18.71698113 12.28301887],0
n6,1,0.509905,0.434263,[29 19] ; [51 26],[30.72 17.28] ; [49.28 27.72],0
s2,1,0.516873,0.420128,[11 38] ; [21 55],[12.544 36.456] ; [19.456 56.544],0
n1,1,0.543007,0.369996,[ 8 13] ; [14 16],[ 9.05882353 11.94117647] ; [12.94117647 17.05882353],0
p6,1,0.637502,0.222024,[ 7 41] ; [ 9 68],[ 6.144 41.856] ; [ 9.856 67.144],0
a6,1,0.649993,0.205909,[27 22] ; [45 31],[28.224 20.776] ; [43.776 32.224],0
p8,1,0.655705,0.198783,[ 9 39] ; [17 60],[ 9.984 38.016] ; [16.016 60.984],0
s5,1,0.657082,0.197087,[ 8 39] ; [15 59],[ 8.9338843 38.0661157] ; [14.0661157 59.9338843],0
a5,1,0.664032,0.188663,[28 21] ; [47 30],[29.16666667 19.83333333] ; [45.83333333 31.16666667],0
b1,1,0.729433,0.119633,[27 22] ; [40 37],[26.05555556 22.94444444] ; [40.94444444 36.05555556],0
d2,1,0.755581,0.096901,[23 24] ; [35 41],[22.16260163 24.83739837] ; [35.83739837 40.16260163],0
p5,1,0.793683,0.068399,[ 2 46] ; [ 4 73],[ 2.304 45.696] ; [ 3.696 73.304],0
p7,1,0.816193,0.054031,[14 35] ; [20 55],[13.43548387 35.56451613] ; [20.56451613 54.43548387],0
s4,1,0.83059,0.045772,[ 9 40] ; [13 64],[ 8.55555556 40.44444444] ; [13.44444444 63.55555556],0
s1,1,0.840093,0.040713,[ 4 45] ; [ 7 69],[ 4.312 44.688] ; [ 6.688 69.312],0
u4,1,0.841654,0.039911,[ 1 48] ; [ 2 75],[ 1.16666667 47.83333333] ; [ 1.83333333 75.16666667],0
n5,1,0.872588,0.025719,[31 18] ; [47 29],[30.576 18.424] ; [47.424 28.576],0
b5,1,0.902925,0.014876,[26 23] ; [40 37],[25.66666667 23.33333333] ; [40.33333333 36.66666667],0
b4,1,1.0,0.0,[28 21] ; [44 33],[28. 21.] ; [44. 33.],0
