Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,49.286589,[324  12] ; [77 27],[306.21818182  29.78181818] ; [94.78181818  9.21818182],1
b3,1,0.169866,1.884123,[ 67 144] ; [30 44],[ 71.81403509 139.18596491] ; [25.18596491 48.81403509],0
b2,1,0.169866,1.884123,[ 67 144] ; [30 44],[ 71.81403509 139.18596491] ; [25.18596491 48.81403509],0
a6,1,0.207816,1.586578,[237 103] ; [65 38],[231.78329571 108.21670429] ; [70.21670429 32.78329571],0
a3,1,0.215405,1.534722,[245  95] ; [67 35],[240. 100.] ; [72. 30.],0
u3,1,0.254388,1.299042,[49 46] ; [15 22],[46.06060606 48.93939394] ; [17.93939394 19.06060606],0
u2,1,0.289209,1.123301,[51 42] ; [16 20],[48.30232558 44.69767442] ; [18.69767442 17.30232558],0
s4,1,0.303703,1.057865,[ 43 296] ; [17 85],[ 46.12244898 292.87755102] ; [13.87755102 88.12244898],0
a7,1,0.322343,0.979414,[239 100] ; [68 36],[234.92776524 104.07223476] ; [72.07223476 31.92776524],0
s8,1,0.336933,0.922066,[131 206] ; [35 69],[126.85260771 210.14739229] ; [39.14739229 64.85260771],0
a8,1,0.363533,0.825653,[ 53 253] ; [13 84],[ 50.11414392 255.88585608] ; [15.88585608 81.11414392],0
v3,1,0.368213,0.809688,[132 197] ; [34 63],[128.20187793 200.79812207] ; [37.79812207 59.20187793],0
d1,1,0.384477,0.756336,[193 147] ; [54 50],[189.14414414 150.85585586] ; [57.85585586 46.14414414],0
u1,1,0.422664,0.642896,[ 54 286] ; [20 84],[ 56.66666667 283.33333333] ; [17.33333333 86.66666667],0
n5,1,0.491061,0.4742,[285  52] ; [85 19],[282.74376417  54.25623583] ; [87.25623583 16.74376417],0
p1,1,0.524561,0.404916,[ 23 315] ; [ 9 95],[ 24.47058824 313.52941176] ; [ 7.52941176 96.47058824],0
n2,1,0.622501,0.242368,[48 14] ; [30 11],[46.95145631 15.04854369] ; [31.04854369  9.95145631],0
p5,1,0.66485,0.187686,[ 28 311] ; [ 7 94],[ 26.96590909 312.03409091] ; [ 8.03409091 92.96590909],0
a2,1,0.718901,0.129548,[ 81 259] ; [23 81],[ 79.63963964 260.36036036] ; [24.36036036 79.63963964],0
b4,1,0.775291,0.081488,[195 145] ; [58 46],[193.73873874 146.26126126] ; [59.26126126 44.73873874],0
d2,1,0.868624,0.027359,[168 171] ; [51 50],[168.72954545 170.27045455] ; [50.27045455 50.72954545],0
p12,1,0.868743,0.027309,[ 21 317] ; [ 6 98],[ 20.64705882 317.35294118] ; [ 6.35294118 97.64705882],0
a4,1,0.949592,0.003997,[155 184] ; [47 55],[155.27891156 183.72108844] ; [46.72108844 55.27891156],0
