Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,23.060031,[32 32] ; [209  54],[47.16819572 16.83180428] ; [193.83180428  69.16819572],1
v2,1,0.126101,2.339859,[26 35] ; [137 119],[31.3659306 29.6340694] ; [131.6340694 124.3659306],0
n3,1,0.192,1.702207,[16 11] ; [56 21],[18.69230769  8.30769231] ; [53.30769231 23.69230769],0
d2,1,0.197327,1.66205,[31 33] ; [152 113],[35.59878419 28.40121581] ; [147.40121581 117.59878419],0
b5,1,0.217011,1.52403,[36 29] ; [170  97],[40.3313253 24.6686747] ; [165.6686747 101.3313253],0
u3,1,0.22769,1.455237,[8 4] ; [32 35],[6.07594937 5.92405063] ; [33.92405063 33.07594937],0
d3,1,0.237804,1.393567,[42 22] ; [195  72],[45.82477341 18.17522659] ; [191.17522659  75.82477341],0
a3,1,0.284952,1.14332,[52 12] ; [200  67],[48.72507553 15.27492447] ; [203.27492447  63.72507553],0
n2,1,0.380227,0.769969,[20  9] ; [61 18],[21.75  7.25] ; [59.25 19.75],0
u2,1,0.389541,0.740374,[8 5] ; [32 34],[6.58227848 6.41772152] ; [33.41772152 32.58227848],0
a7,1,0.416436,0.66035,[46 19] ; [202  65],[48.55421687 16.44578313] ; [199.44578313  67.55421687],0
s3,1,0.482765,0.492611,[29 34] ; [133 128],[31.5 31.5] ; [130.5 130.5],0
p4,1,0.52065,0.412605,[24 41] ; [109 155],[26.27659574 38.72340426] ; [106.72340426 157.27659574],0
a2,1,0.544824,0.366671,[17 48] ; [ 80 187],[18.99096386 46.00903614] ; [ 78.00903614 188.99096386],0
a8,1,0.598429,0.277372,[10 50] ; [ 34 209],[ 8.71287129 51.28712871] ; [ 35.28712871 207.71287129],0
p1,1,0.68687,0.162494,[ 3 61] ; [ 16 251],[ 3.67371601 60.32628399] ; [ 15.32628399 251.67371601],0
d5,1,0.717601,0.130803,[53 11] ; [226  41],[53.94561934 10.05438066] ; [225.05438066  41.94561934],0
b4,1,0.782877,0.07594,[37 28] ; [157 110],[37.98192771 27.01807229] ; [156.01807229 110.98192771],0
a6,1,0.803774,0.061735,[46 18] ; [196  71],[46.79154079 17.20845921] ; [195.20845921  71.79154079],0
p5,1,0.807956,0.05908,[ 3 59] ; [ 15 252],[ 3.39209726 58.60790274] ; [ 14.60790274 252.39209726],0
v3,1,0.808861,0.058514,[19 40] ; [ 87 170],[19.79113924 39.20886076] ; [ 86.20886076 170.79113924],0
a4,1,0.840207,0.040654,[35 30] ; [139 126],[34.27272727 30.72727273] ; [139.72727273 125.27272727],0
n1,1,0.85965,0.031265,[10 17] ; [30 47],[10.38461538 16.61538462] ; [29.61538462 47.38461538],0
p12,1,0.966834,0.001729,[ 3 60] ; [ 13 253],[ 3.06382979 59.93617021] ; [ 12.93617021 253.06382979],0
