Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,24.163036,[33 25] ; [102  12],[45.52325581 12.47674419] ; [89.47674419 24.52325581],1
p7,1,0.171857,1.866666,[24 32] ; [60 51],[28.16766467 27.83233533] ; [55.83233533 55.16766467],0
b4,1,0.183708,1.767367,[30 28] ; [71 43],[34.05813953 23.94186047] ; [66.94186047 47.05813953],0
a3,1,0.18876,1.727273,[29 28] ; [70 44],[33. 24.] ; [66. 48.],0
a4,1,0.204655,1.608838,[18 39] ; [47 66],[21.79411765 35.20588235] ; [43.20588235 69.79411765],0
n5,1,0.213965,1.544395,[36 22] ; [80 32],[39.57647059 18.42352941] ; [76.42352941 35.57647059],0
u3,1,0.244754,1.353003,[ 8 21] ; [18 26],[10.32876712 18.67123288] ; [15.67123288 28.32876712],0
p5,1,0.245073,1.351173,[ 3 54] ; [ 12 101],[ 5.02941176 51.97058824] ; [  9.97058824 103.02941176],0
v3,1,0.247075,1.339767,[16 38] ; [24 88],[13.01204819 40.98795181] ; [26.98795181 85.01204819],0
d1,1,0.277458,1.179497,[18 40] ; [45 69],[21.24418605 36.75581395] ; [41.75581395 72.24418605],0
d3,1,0.282283,1.156064,[20 38] ; [49 65],[23.26744186 34.73255814] ; [45.73255814 68.26744186],0
p6,1,0.289097,1.123821,[ 9 47] ; [25 83],[11.6097561 44.3902439] ; [22.3902439 85.6097561],0
p4,1,0.293738,1.102411,[19 37] ; [47 64],[22.13173653 33.86826347] ; [43.86826347 67.13173653],0
p8,1,0.31822,0.996247,[16 41] ; [40 72],[18.88757396 38.11242604] ; [37.11242604 74.88757396],0
b2,1,0.33917,0.913567,[13 19] ; [22 49],[10.87378641 21.12621359] ; [24.12621359 46.87378641],0
b3,1,0.33917,0.913567,[13 19] ; [22 49],[10.87378641 21.12621359] ; [24.12621359 46.87378641],0
p1,1,0.507618,0.438975,[ 3 55] ; [  9 105],[ 4.04651163 53.95348837] ; [  7.95348837 106.04651163],0
n4,1,0.542138,0.371591,[37 21] ; [78 36],[38.77906977 19.22093023] ; [76.22093023 37.77906977],0
s3,1,0.574322,0.315505,[23 33] ; [41 71],[21.33333333 34.66666667] ; [42.66666667 69.33333333],0
u1,1,0.601646,0.27252,[ 3 55] ; [  4 110],[ 2.36046512 55.63953488] ; [  4.63953488 109.36046512],0
d4,1,0.649112,0.207022,[36 21] ; [76 38],[37.33333333 19.66666667] ; [74.66666667 39.33333333],0
p12,1,0.697104,0.151502,[ 1 57] ; [  3 109],[ 1.36470588 56.63529412] ; [  2.63529412 109.36470588],0
s7,1,0.725294,0.123476,[11 41] ; [26 84],[11.87654321 40.12345679] ; [25.12345679 84.87654321],0
b5,1,0.747019,0.104053,[28 30] ; [58 56],[29. 29.] ; [57. 57.],0
a2,1,0.797595,0.065772,[ 3 55] ; [  7 107],[ 3.37209302 54.62790698] ; [  6.62790698 107.37209302],0
n1,1,0.831231,0.045421,[ 8 18] ; [12 24],[ 8.38709677 17.61290323] ; [11.61290323 24.38709677],0
s2,1,0.892927,0.018118,[14 44] ; [26 86],[13.64705882 44.35294118] ; [26.35294118 85.64705882],0
p3,1,0.940749,0.005525,[18 39] ; [36 76],[18.21301775 38.78698225] ; [35.78698225 76.21301775],0
d2,1,0.949013,0.004089,[24 33] ; [47 66],[23.80588235 33.19411765] ; [47.19411765 65.80588235],0
a8,1,0.949862,0.003954,[ 4 51] ; [ 8 98],[ 4.09937888 50.90062112] ; [ 7.90062112 98.09937888],0
s4,1,0.960583,0.002443,[10 48] ; [20 94],[10.11627907 47.88372093] ; [19.88372093 94.11627907],0
