Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,5e-06,20.730289,[45 31] ; [52  3],[56.27480916 19.72519084] ; [40.72519084 14.27480916],1
p6,1,0.338,0.918004,[ 7 68] ; [ 8 46],[ 8.72093023 66.27906977] ; [ 6.27906977 47.72093023],0
a2,1,0.342006,0.902896,[16 60] ; [ 8 47],[13.92366412 62.07633588] ; [10.07633588 44.92366412],0
n4,1,0.353897,0.859435,[48 28] ; [39 16],[50.47328244 25.52671756] ; [36.52671756 18.47328244],0
u4,1,0.380866,0.767905,[ 1 75] ; [ 2 53],[ 1.74045802 74.25954198] ; [ 1.25954198 53.74045802],0
p12,1,0.39294,0.729825,[ 2 74] ; [ 3 51],[ 2.92307692 73.07692308] ; [ 2.07692308 51.92307692],0
a5,1,0.416654,0.659734,[43 33] ; [35 20],[45.2519084 30.7480916] ; [32.7480916 22.2519084],0
r2,1,0.478591,0.502072,[61 13] ; [47  7],[62.4375 11.5625] ; [45.5625  8.4375],0
a3,1,0.548974,0.359158,[46 28] ; [37 18],[47.6124031 26.3875969] ; [35.3875969 19.6124031],0
b2,1,0.569316,0.323829,[20 32] ; [10 21],[18.79518072 33.20481928] ; [11.20481928 19.79518072],0
b3,1,0.569316,0.323829,[20 32] ; [10 21],[18.79518072 33.20481928] ; [11.20481928 19.79518072],0
b1,1,0.689074,0.16009,[40 36] ; [27 28],[38.87022901 37.12977099] ; [28.12977099 26.87022901],0
n2,1,0.690242,0.158824,[22 14] ; [12  6],[22.66666667 13.33333333] ; [11.33333333  6.66666667],0
a6,1,0.7605,0.092917,[43 32] ; [33 22],[43.84615385 31.15384615] ; [32.15384615 22.84615385],0
u2,1,0.762369,0.091429,[12 18] ; [ 8 10],[12.5 17.5] ; [ 7.5 10.5],0
p8,1,0.766601,0.088104,[11 65] ; [ 9 46],[11.60305344 64.39694656] ; [ 8.39694656 46.60305344],0
a1,1,0.786239,0.073548,[ 8 68] ; [ 5 50],[ 7.54198473 68.45801527] ; [ 5.45801527 49.54198473],0
u1,1,0.868539,0.027395,[ 9 67] ; [ 6 49],[ 8.70229008 67.29770992] ; [ 6.29770992 48.70229008],0
d2,1,0.899788,0.015858,[34 39] ; [25 30],[33.6484375 39.3515625] ; [25.3515625 29.6484375],0
n3,1,0.914138,0.011625,[18 15] ; [9 8],[17.82 15.18] ; [9.18 7.82],0
a4,1,0.950644,0.003831,[30 44] ; [22 33],[29.82945736 44.17054264] ; [22.17054264 32.82945736],0
