Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.883759,[60 10] ; [41 40],[46.82119205 23.17880795] ; [54.17880795 26.82119205],1
s3,1,0.21663,1.52656,[31 38] ; [28 52],[27.32214765 41.67785235] ; [31.67785235 48.32214765],0
u2,1,0.223442,1.482127,[18 13] ; [16 21],[15.5 15.5] ; [18.5 18.5],0
n3,1,0.241674,1.370805,[13  7] ; [16 17],[10.94339623  9.05660377] ; [18.05660377 14.94339623],0
a5,1,0.247837,1.335458,[42 28] ; [41 40],[38.47682119 31.52317881] ; [44.52317881 36.47682119],0
n2,1,0.260324,1.267034,[12  7] ; [17 19],[10.01818182  8.98181818] ; [18.98181818 17.01818182],0
d1,1,0.271307,1.210126,[33 37] ; [31 50],[29.66887417 40.33112583] ; [34.33112583 46.66887417],0
p3,1,0.290899,1.115456,[17 52] ; [26 54],[19.91275168 49.08724832] ; [23.08724832 56.91275168],0
v1,1,0.335459,0.927709,[25 45] ; [23 58],[22.25165563 47.74834437] ; [25.74834437 55.25165563],0
v2,1,0.381908,0.764551,[28 40] ; [27 52],[25.44217687 42.55782313] ; [29.55782313 49.44217687],0
s6,1,0.385804,0.752126,[29 41] ; [28 53],[26.42384106 43.57615894] ; [30.57615894 50.42384106],0
d4,1,0.399765,0.709034,[50 20] ; [52 28],[47.6 22.4] ; [54.4 25.6],0
a4,1,0.412963,0.670255,[19 50] ; [27 53],[21.30201342 47.69798658] ; [24.69798658 55.30201342],0
p6,1,0.416024,0.661518,[14 55] ; [12 67],[12.12162162 56.87837838] ; [13.87837838 65.12162162],0
d5,1,0.449936,0.570814,[49 21] ; [52 29],[46.82119205 23.17880795] ; [54.17880795 26.82119205],0
b5,1,0.498711,0.457679,[41 29] ; [43 38],[38.94039735 31.05960265] ; [45.05960265 35.94039735],0
p1,1,0.505315,0.443756,[ 4 65] ; [ 7 74],[ 5.06 63.94] ; [ 5.94 75.06],0
v3,1,0.541192,0.373335,[18 52] ; [23 53],[19.65753425 50.34246575] ; [21.34246575 54.65753425],0
n5,1,0.568777,0.324734,[40 30] ; [42 38],[38.26666667 31.73333333] ; [43.73333333 36.26666667],0
a2,1,0.579265,0.307425,[ 9 61] ; [13 68],[10.1986755 59.8013245] ; [11.8013245 69.1986755],0
n1,1,0.592288,0.286785,[ 5 14] ; [12 24],[ 5.87272727 13.12727273] ; [11.12727273 24.87272727],0
p5,1,0.640064,0.218659,[ 1 69] ; [ 2 78],[ 1.4 68.6] ; [ 1.6 78.4],0
u1,1,0.757325,0.095478,[ 8 62] ; [ 8 73],[ 7.41721854 62.58278146] ; [ 8.58278146 72.41721854],0
a3,1,0.809484,0.058125,[39 31] ; [43 37],[38.26666667 31.73333333] ; [43.73333333 36.26666667],0
p12,1,0.909028,0.013057,[ 1 68] ; [ 1 80],[ 0.92 68.08] ; [ 1.08 79.92],0
d2,1,0.912336,0.01212,[30 40] ; [35 45],[30.33333333 39.66666667] ; [34.66666667 45.33333333],0
