Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.003602,8.474402,[ 9 41] ; [15 16],[14.81481481 35.18518519] ; [ 9.18518519 21.81481481],0
r1,1,0.321106,0.984435,[32 19] ; [16 15],[29.85365854 21.14634146] ; [18.14634146 12.85365854],0
d1,1,0.321106,0.984435,[19 32] ; [15 16],[21.14634146 29.85365854] ; [12.85365854 18.14634146],0
a4,1,0.334822,0.930158,[13 38] ; [11 20],[14.92682927 36.07317073] ; [ 9.07317073 21.92682927],0
n2,1,0.342782,0.9,[12 12] ; [8 4],[13.33333333 10.66666667] ; [6.66666667 5.33333333],0
b5,1,0.374439,0.78888,[33 18] ; [17 14],[31.09756098 19.90243902] ; [18.90243902 12.09756098],0
n5,1,0.390152,0.738468,[16 35] ; [ 7 24],[14.30487805 36.69512195] ; [ 8.69512195 22.30487805],0
d5,1,0.419323,0.652211,[30 21] ; [21 10],[31.7195122 19.2804878] ; [19.2804878 11.7195122],0
a7,1,0.460072,0.54572,[27 24] ; [19 12],[28.6097561 22.3902439] ; [17.3902439 13.6097561],0
p2,1,0.460072,0.54572,[27 24] ; [19 12],[28.6097561 22.3902439] ; [17.3902439 13.6097561],0
a3,1,0.479626,0.499714,[25 25] ; [18 13],[26.54320988 23.45679012] ; [16.45679012 14.54320988],0
u1,1,0.606042,0.265979,[ 2 49] ; [ 2 29],[ 2.48780488 48.51219512] ; [ 1.51219512 29.48780488],0
b4,1,0.643188,0.214597,[29 22] ; [16 15],[27.98780488 23.01219512] ; [17.01219512 13.98780488],0
b1,1,0.651209,0.20438,[24 27] ; [13 18],[23.01219512 27.98780488] ; [13.98780488 17.01219512],0
d4,1,0.728685,0.120322,[37 13] ; [24  7],[37.65432099 12.34567901] ; [23.34567901  7.65432099],0
u2,1,0.742867,0.107622,[11 14] ; [5 8],[10.52631579 14.47368421] ; [5.47368421 7.52631579],0
n6,1,0.772108,0.083879,[28 23] ; [16 15],[27.36585366 23.63414634] ; [16.63414634 14.36585366],0
s1,1,0.77316,0.083084,[ 4 47] ; [ 3 28],[ 4.35365854 46.64634146] ; [ 2.64634146 28.35365854],0
a6,1,0.779615,0.0783,[28 23] ; [18 13],[28.6097561 22.3902439] ; [17.3902439 13.6097561],0
d2,1,0.807594,0.059307,[20 31] ; [13 18],[20.52439024 30.47560976] ; [12.47560976 18.52439024],0
a1,1,0.870733,0.02648,[ 2 49] ; [ 1 30],[ 1.86585366 49.13414634] ; [ 1.13414634 29.86585366],0
a2,1,0.878577,0.02334,[ 6 45] ; [ 4 27],[ 6.2195122 44.7804878] ; [ 3.7804878 27.2195122],0
p1,1,0.916804,0.010912,[ 3 48] ; [ 2 29],[ 3.1097561 47.8902439] ; [ 1.8902439 29.1097561],0
b2,1,0.919135,0.010307,[ 7 21] ; [ 5 14],[ 7.14893617 20.85106383] ; [ 4.85106383 14.14893617],0
b3,1,0.919135,0.010307,[ 7 21] ; [ 5 14],[ 7.14893617 20.85106383] ; [ 4.85106383 14.14893617],0
r4,1,0.919973,0.010094,[34 17] ; [21 10],[34.20731707 16.79268293] ; [20.79268293 10.20731707],0
v1,1,0.920231,0.010029,[14 36] ; [ 9 22],[14.19753086 35.80246914] ; [ 8.80246914 22.19753086],0
v4,1,0.943489,0.005025,[40 10] ; [25  6],[40.12345679  9.87654321] ; [24.87654321  6.12345679],0
n3,1,0.954089,0.003315,[15  9] ; [8 5],[14.91891892  9.08108108] ; [8.08108108 4.91891892],0
r2,1,0.977636,0.000786,[41 10] ; [25  6],[41.04878049  9.95121951] ; [24.95121951  6.04878049],0
