Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6.2e-05,16.030323,[30 27] ; [ 79 224],[17.25833333 39.74166667] ; [ 91.74166667 211.25833333],1
s1,1,0.62601,0.23751,[ 3 59] ; [ 11 299],[ 2.33333333 59.66666667] ; [ 11.66666667 298.33333333],0
n2,1,0.632183,0.229113,[16  7] ; [63 35],[15.01652893  7.98347107] ; [63.98347107 34.01652893],0
p10,1,0.65298,0.202163,[45 16] ; [222  91],[43.54812834 17.45187166] ; [223.45187166  89.54812834],0
u2,1,0.684053,0.165599,[6 5] ; [53 34],[6.62244898 4.37755102] ; [52.37755102 34.62244898],0
a4,1,0.709407,0.13887,[33 29] ; [159 155],[31.65957447 30.34042553] ; [160.34042553 153.65957447],0
p1,1,0.745081,0.105711,[ 4 58] ; [ 17 297],[ 3.46276596 58.53723404] ; [ 17.53723404 296.46276596],0
b4,1,0.773159,0.083085,[39 23] ; [192 123],[37.98938992 24.01061008] ; [193.01061008 121.98938992],0
d2,1,0.782787,0.076004,[32 30] ; [167 145],[32.98930481 29.01069519] ; [166.01069519 145.98930481],0
v2,1,0.796152,0.066734,[33 27] ; [159 140],[32.08913649 27.91086351] ; [159.91086351 139.08913649],0
a7,1,0.815028,0.05473,[45 17] ; [224  91],[44.23872679 17.76127321] ; [224.76127321  90.23872679],0
p7,1,0.820169,0.051678,[24 37] ; [126 182],[24.79674797 36.20325203] ; [125.20325203 182.79674797],0
n6,1,0.847097,0.037181,[48 14] ; [238  74],[47.41176471 14.58823529] ; [238.58823529  73.41176471],0
a1,1,0.857762,0.032121,[ 3 59] ; [ 17 298],[ 3.28912467 58.71087533] ; [ 16.71087533 298.28912467],0
n1,1,0.906951,0.013662,[ 8 15] ; [35 62],[ 8.24166667 14.75833333] ; [34.75833333 62.24166667],0
n3,1,0.911307,0.012408,[16  7] ; [67 31],[15.7768595  7.2231405] ; [67.2231405 30.7768595],0
p4,1,0.916067,0.011107,[26 36] ; [129 184],[25.62666667 36.37333333] ; [129.37333333 183.62666667],0
d1,1,0.932273,0.007222,[40 22] ; [205 110],[40.29177719 21.70822281] ; [204.70822281 110.29177719],0
