Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.00062,11.715189,[26 15] ; [ 53 103],[16.44162437 24.55837563] ; [62.55837563 93.44162437],1
d3,1,0.655245,0.199352,[29 12] ; [115  40],[30.12244898 10.87755102] ; [113.87755102  41.12244898],0
v4,1,0.664937,0.187582,[40  1] ; [150   6],[39.54314721  1.45685279] ; [150.45685279   5.54314721],0
s7,1,0.689219,0.159933,[26 12] ; [109  43],[27. 11.] ; [108.  44.],0
s6,1,0.698127,0.150428,[36  5] ; [129  22],[35.234375  5.765625] ; [129.765625  21.234375],0
d5,1,0.755872,0.096662,[33  7] ; [131  24],[33.64102564  6.35897436] ; [130.35897436  24.64102564],0
p3,1,0.806229,0.060169,[24 17] ; [94 61],[24.68367347 16.31632653] ; [93.31632653 61.68367347],0
p6,1,0.827072,0.047724,[16 25] ; [63 91],[16.61025641 24.38974359] ; [62.38974359 91.61025641],0
u3,1,0.832192,0.044898,[6 3] ; [22 13],[5.72727273 3.27272727] ; [22.27272727 12.72727273],0
u1,1,0.840004,0.040759,[ 9 32] ; [ 32 124],[ 8.53299492 32.46700508] ; [ 32.46700508 123.53299492],0
b5,1,0.911537,0.012343,[23 18] ; [86 70],[22.68527919 18.31472081] ; [86.31472081 69.68527919],0
a6,1,0.963542,0.002089,[27 14] ; [102  52],[27.12307692 13.87692308] ; [101.87692308  52.12307692],0
p4,1,0.995478,3.2e-05,[27 14] ; [102  53],[26.98469388 14.01530612] ; [102.01530612  52.98469388],0
a3,1,0.998272,5e-06,[32  9] ; [121  34],[32.00510204  8.99489796] ; [120.99489796  34.00510204],0
