Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,25.099206,[23 23] ; [ 1 41],[12.54545455 33.45454545] ; [11.45454545 30.54545455],1
s7,1,0.293051,1.10555,[15 28] ; [10 31],[12.79761905 30.20238095] ; [12.20238095 28.79761905],0
p9,1,0.296553,1.089633,[27 18] ; [20 21],[24.59302326 20.40697674] ; [22.40697674 18.59302326],0
n1,1,0.345637,0.889412,[10 11] ; [ 7 14],[ 8.5 12.5] ; [ 8.5 12.5],0
p10,1,0.393224,0.72895,[25 19] ; [20 22],[23.02325581 20.97674419] ; [21.97674419 20.02325581],0
a3,1,0.403432,0.698072,[26 20] ; [19 21],[24.06976744 21.93023256] ; [20.93023256 19.06976744],0
s3,1,0.423721,0.639971,[18 27] ; [13 28],[16.22093023 28.77906977] ; [14.77906977 26.22093023],0
s2,1,0.459717,0.546584,[10 36] ; [12 30],[11.5 34.5] ; [10.5 31.5],0
s6,1,0.459717,0.546584,[13 33] ; [ 9 33],[11.5 34.5] ; [10.5 31.5],0
b3,1,0.503557,0.447432,[ 8 20] ; [10 17],[ 9.16363636 18.83636364] ; [ 8.83636364 18.16363636],0
b2,1,0.503557,0.447432,[ 8 20] ; [10 17],[ 9.16363636 18.83636364] ; [ 8.83636364 18.16363636],0
b5,1,0.52822,0.397815,[21 25] ; [22 20],[22.47727273 23.52272727] ; [20.52272727 21.47727273],0
b1,1,0.54015,0.375262,[26 20] ; [21 21],[24.56818182 21.43181818] ; [22.43181818 19.56818182],0
p8,1,0.553638,0.35084,[13 33] ; [14 27],[14.27586207 31.72413793] ; [12.72413793 28.27586207],0
a8,1,0.567597,0.32672,[ 2 42] ; [ 3 37],[ 2.61904762 41.38095238] ; [ 2.38095238 37.61904762],0
v3,1,0.621684,0.243508,[ 7 38] ; [ 5 37],[ 6.20689655 38.79310345] ; [ 5.79310345 36.20689655],0
p6,1,0.65329,0.201777,[ 7 38] ; [ 5 36],[ 6.27906977 38.72093023] ; [ 5.72093023 35.27906977],0
r3,1,0.67372,0.177282,[20 26] ; [16 25],[19.03448276 26.96551724] ; [16.96551724 24.03448276],0
n6,1,0.687203,0.16213,[25 20] ; [21 20],[24.06976744 20.93023256] ; [21.93023256 19.06976744],0
s8,1,0.690748,0.158277,[ 8 38] ; [ 6 36],[ 7.31818182 38.68181818] ; [ 6.68181818 35.31818182],0
v1,1,0.699345,0.149154,[12 34] ; [ 9 31],[11.23255814 34.76744186] ; [ 9.76744186 30.23255814],0
n2,1,0.757621,0.095238,[10 11] ; [11 10],[10.5 10.5] ; [10.5 10.5],0
r1,1,0.805343,0.060732,[12 34] ; [10 32],[11.5 34.5] ; [10.5 31.5],0
n5,1,0.806086,0.06026,[29 16] ; [26 16],[28.44827586 16.55172414] ; [26.55172414 15.44827586],0
b4,1,0.853426,0.034132,[25 21] ; [22 20],[24.56818182 21.43181818] ; [22.43181818 19.56818182],0
a1,1,0.878529,0.023358,[ 5 41] ; [ 5 37],[ 5.22727273 40.77272727] ; [ 4.77272727 37.22727273],0
p2,1,0.901672,0.015264,[24 19] ; [24 18],[24.28235294 18.71764706] ; [23.71764706 18.28235294],0
s4,1,0.951016,0.003774,[ 9 37] ; [ 8 34],[ 8.88636364 37.11363636] ; [ 8.11363636 33.88636364],0
