Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.671432,[71  5] ; [18 13],[63.21495327 12.78504673] ; [25.78504673  5.21495327],1
p4,1,0.295495,1.094414,[44 32] ; [14 16],[41.58490566 34.41509434] ; [16.41509434 13.58490566],0
p5,1,0.302125,1.064791,[ 7 69] ; [ 1 29],[ 5.73584906 70.26415094] ; [ 2.26415094 27.73584906],0
n3,1,0.492331,0.471429,[18  4] ; [10  1],[18.66666667  3.33333333] ; [9.33333333 1.66666667],0
s1,1,0.494036,0.467724,[ 5 71] ; [ 1 30],[ 4.26168224 71.73831776] ; [ 1.73831776 29.26168224],0
n2,1,0.547045,0.362637,[18  4] ; [8 3],[17.33333333  4.66666667] ; [8.66666667 2.33333333],0
a1,1,0.650577,0.205173,[ 4 72] ; [ 1 30],[ 3.55140187 72.44859813] ; [ 1.44859813 29.55140187],0
n1,1,0.687245,0.162084,[ 8 13] ; [5 6],[ 8.53125 12.46875] ; [4.46875 6.53125],0
b5,1,0.697081,0.151527,[51 25] ; [22  9],[51.85046729 24.14953271] ; [21.14953271  9.85046729],0
b3,1,0.787922,0.072367,[10 30] ; [ 3 11],[ 9.62962963 30.37037037] ; [ 3.37037037 10.62962963],0
b2,1,0.787922,0.072367,[10 30] ; [ 3 11],[ 9.62962963 30.37037037] ; [ 3.37037037 10.62962963],0
p1,1,0.820703,0.051366,[ 4 71] ; [ 2 29],[ 4.24528302 70.75471698] ; [ 1.75471698 29.24528302],0
a6,1,0.894208,0.017684,[47 28] ; [19 12],[46.69811321 28.30188679] ; [19.30188679 11.69811321],0
p3,1,0.923755,0.00916,[40 36] ; [16 15],[39.77570093 36.22429907] ; [16.22429907 14.77570093],0
b1,1,0.933098,0.007047,[41 35] ; [17 14],[41.19626168 34.80373832] ; [16.80373832 14.19626168],0
u2,1,0.967991,0.00161,[10 12] ; [6 7],[10.05714286 11.94285714] ; [5.94285714 7.05714286],0
s4,1,0.980953,0.00057,[17 59] ; [ 7 24],[17.04672897 58.95327103] ; [ 6.95327103 24.04672897],0
