Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,74.438979,[145  85] ; [ 26 121],[104.32360743 125.67639257] ; [66.67639257 80.32360743],1
s3,1,0.279359,1.170208,[129 104] ; [72 73],[123.8968254 109.1031746] ; [77.1031746 67.8968254],0
p9,1,0.28653,1.135853,[210  25] ; [126  21],[206.70157068  28.29842932] ; [129.29842932  17.70157068],0
n4,1,0.29758,1.085009,[191  45] ; [114  35],[186.96103896  49.03896104] ; [118.03896104  30.96103896],0
b1,1,0.313203,1.017119,[ 83 153] ; [60 89],[ 87.65714286 148.34285714] ; [55.34285714 93.65714286],0
b5,1,0.352977,0.862728,[128 108] ; [88 61],[132.40519481 103.59480519] ; [83.59480519 65.40519481],0
u2,1,0.354196,0.858366,[31 21] ; [30 29],[28.57657658 23.42342342] ; [32.42342342 26.57657658],0
a4,1,0.387399,0.747089,[101 134] ; [57 91],[ 96.94516971 138.05483029] ; [61.05483029 86.94516971],0
a1,1,0.494841,0.465983,[ 15 221] ; [  7 142],[ 13.48571429 222.51428571] ; [  8.51428571 140.48571429],0
n6,1,0.499208,0.45662,[204  29] ; [126  22],[201.81102362  31.18897638] ; [128.18897638  19.81102362],0
u3,1,0.545124,0.366124,[29 23] ; [29 29],[27.41818182 24.58181818] ; [30.58181818 27.41818182],0
a7,1,0.569172,0.324069,[178  57] ; [109  40],[175.63802083  59.36197917] ; [111.36197917  37.63802083],0
p6,1,0.770822,0.084856,[107 125] ; [66 82],[105.62105263 126.37894737] ; [67.37894737 80.62105263],0
p2,1,0.841305,0.04009,[212  24] ; [132  16],[211.41666667  24.58333333] ; [132.58333333  15.41666667],0
s6,1,0.882701,0.02177,[151  80] ; [95 52],[150.33333333  80.66666667] ; [95.66666667 51.33333333],0
a8,1,0.921845,0.009626,[ 34 175] ; [ 23 115],[ 34.3314121 174.6685879] ; [ 22.6685879 115.3314121],0
p1,1,0.977937,0.000765,[ 29 206] ; [ 18 129],[ 28.91361257 206.08638743] ; [ 18.08638743 128.91361257],0
n1,1,0.981355,0.000546,[15 21] ; [12 17],[14.95384615 21.04615385] ; [12.04615385 16.95384615],0
p5,1,0.995486,3.2e-05,[ 43 193] ; [ 27 121],[ 43.02083333 192.97916667] ; [ 26.97916667 121.02083333],0
