Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,5.1e-05,16.406502,[144 125] ; [ 6 29],[132.73026316 136.26973684] ; [17.26973684 17.73026316],1
v3,1,0.598957,0.276572,[122 151] ; [14 21],[120.54545455 152.45454545] ; [15.45454545 19.54545455],0
b1,1,0.637647,0.221833,[123 163] ; [14 22],[121.68322981 164.31677019] ; [15.31677019 20.68322981],0
a8,1,0.655531,0.198998,[ 50 215] ; [ 5 27],[ 49.07407407 215.92592593] ; [ 5.92592593 26.07407407],0
u3,1,0.67471,0.176142,[36 13] ; [6 3],[35.48275862 13.51724138] ; [6.51724138 2.48275862],0
p1,1,0.691741,0.157207,[ 33 251] ; [ 5 31],[ 33.725 250.275] ; [ 4.275 31.725],0
p7,1,0.705806,0.142503,[197  78] ; [24 11],[196.0483871  78.9516129] ; [24.9516129 10.0483871],0
n1,1,0.718927,0.129523,[31 25] ; [7 7],[30.4 25.6] ; [7.6 6.4],0
r2,1,0.781783,0.076727,[276   6] ; [34  1],[275.77287066   6.22712934] ; [34.22712934  0.77287066],0
a7,1,0.787252,0.072836,[197  89] ; [24 12],[196.29192547  89.70807453] ; [24.70807453 11.29192547],0
b4,1,0.838195,0.041699,[164 122] ; [20 16],[163.42857143 122.57142857] ; [20.57142857 15.42857143],0
s1,1,0.914144,0.011624,[ 17 266] ; [ 2 34],[ 16.85579937 266.14420063] ; [ 2.14420063 33.85579937],0
p11,1,0.945139,0.004735,[229  57] ; [29  7],[229.1552795  56.8447205] ; [28.8447205  7.1552795],0
d3,1,0.968395,0.00157,[206  78] ; [26 10],[205.9  78.1] ; [26.1  9.9],0
