Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.02102,5.325123,[13 61] ; [11 17],[17.41176471 56.58823529] ; [ 6.58823529 21.41176471],0
b3,1,0.198837,1.650895,[14 33] ; [8 9],[16.15625 30.84375] ; [ 5.84375 11.15625],0
s1,1,0.215007,1.537387,[ 5 71] ; [ 4 24],[ 6.57692308 69.42307692] ; [ 2.42307692 25.57692308],0
s4,1,0.22938,1.444701,[ 5 72] ; [ 4 25],[ 6.53773585 70.46226415] ; [ 2.46226415 26.53773585],0
u2,1,0.292594,1.107648,[18 19] ; [3 7],[16.53191489 20.46808511] ; [4.46808511 5.53191489],0
n3,1,0.297264,1.086429,[18 17] ; [7 3],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
b5,1,0.31111,1.025957,[34 43] ; [16 13],[36.32075472 40.67924528] ; [13.67924528 15.32075472],0
u1,1,0.346052,0.887883,[ 6 71] ; [ 4 25],[ 7.26415094 69.73584906] ; [ 2.73584906 26.26415094],0
n2,1,0.367583,0.811818,[19 19] ; [6 3],[20.21276596 17.78723404] ; [4.78723404 4.21276596],0
u3,1,0.449022,0.573121,[14 24] ; [5 5],[15.04166667 22.95833333] ; [3.95833333 6.04166667],0
a2,1,0.451578,0.566689,[ 9 68] ; [ 5 24],[10.16981132 66.83018868] ; [ 3.83018868 25.16981132],0
d2,1,0.46618,0.531016,[37 38] ; [12 17],[35.33653846 39.66346154] ; [13.66346154 15.33653846],0
s5,1,0.492986,0.470002,[ 7 69] ; [ 4 25],[ 7.96190476 68.03809524] ; [ 3.03809524 25.96190476],0
a7,1,0.537689,0.37984,[41 35] ; [17 11],[42.38461538 33.61538462] ; [15.61538462 12.38461538],0
p6,1,0.618194,0.248414,[11 65] ; [ 5 22],[11.80582524 64.19417476] ; [ 4.19417476 22.80582524],0
n5,1,0.702064,0.146334,[39 38] ; [13 15],[38.13333333 38.86666667] ; [13.86666667 14.13333333],0
p1,1,0.704906,0.143418,[ 7 69] ; [ 2 27],[ 6.51428571 69.48571429] ; [ 2.48571429 26.51428571],0
s8,1,0.717857,0.130555,[ 7 70] ; [ 2 27],[ 6.53773585 70.46226415] ; [ 2.46226415 26.53773585],0
a8,1,0.730908,0.11828,[ 4 68] ; [ 2 25],[ 4.36363636 67.63636364] ; [ 1.63636364 25.36363636],0
d1,1,0.734557,0.114968,[32 45] ; [11 18],[31.23584906 45.76415094] ; [11.76415094 17.23584906],0
p10,1,0.76824,0.086835,[18 59] ; [ 6 23],[17.43396226 59.56603774] ; [ 6.56603774 22.43396226],0
d5,1,0.783846,0.075246,[50 27] ; [18 11],[49.39622642 27.60377358] ; [18.60377358 10.39622642],0
d4,1,0.786609,0.073288,[47 28] ; [19 10],[47.59615385 27.40384615] ; [18.40384615 10.59615385],0
a6,1,0.827022,0.047752,[46 31] ; [18 11],[46.49056604 30.50943396] ; [17.50943396 11.49056604],0
b1,1,0.827526,0.04747,[39 38] ; [14 15],[38.5 38.5] ; [14.5 14.5],0
p8,1,0.846907,0.037274,[17 59] ; [ 7 22],[17.37142857 58.62857143] ; [ 6.62857143 22.37142857],0
n6,1,0.877798,0.023643,[42 34] ; [15 13],[41.65384615 34.34615385] ; [15.34615385 12.65384615],0
a4,1,0.917763,0.010661,[28 48] ; [11 18],[28.22857143 47.77142857] ; [10.77142857 18.22857143],0
p4,1,0.99629,2.2e-05,[21 55] ; [ 8 21],[20.99047619 55.00952381] ; [ 8.00952381 20.99047619],0
