Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,104.154025,[428 110] ; [ 74 113],[372.51862069 165.48137931] ; [129.48137931  57.51862069],1
u2,1,0.277737,1.178128,[85 55] ; [21 20],[81.98895028 58.01104972] ; [24.01104972 16.98895028],0
p7,1,0.333806,0.934074,[330 192] ; [121  59],[335.35897436 186.64102564] ; [115.64102564  64.35897436],0
s4,1,0.34485,0.892319,[ 87 443] ; [ 36 149],[ 91.17482517 438.82517483] ; [ 31.82517483 153.17482517],0
a3,1,0.351627,0.867578,[398 139] ; [145  42],[402.75 134.25] ; [140.25  46.75],0
p8,1,0.359035,0.841265,[283 247] ; [89 91],[277.69014085 252.30985915] ; [94.30985915 85.69014085],0
a8,1,0.391496,0.734289,[ 65 412] ; [ 20 160],[ 61.71232877 415.28767123] ; [ 23.28767123 156.71232877],0
p6,1,0.393959,0.726688,[191 338] ; [ 71 108],[195.75988701 333.24011299] ; [ 66.24011299 112.75988701],0
n4,1,0.449462,0.572008,[413 125] ; [147  38],[416.70816044 121.29183956] ; [143.29183956  41.70816044],0
a4,1,0.509303,0.435499,[264 274] ; [97 90],[267.88689655 270.11310345] ; [93.11310345 93.88689655],0
d2,1,0.516,0.421882,[286 252] ; [104  82],[289.80662983 248.19337017] ; [100.19337017  85.80662983],0
p5,1,0.564943,0.331218,[ 56 478] ; [ 22 161],[ 58.09205021 475.90794979] ; [ 19.90794979 163.09205021],0
s1,1,0.611691,0.257719,[ 16 514] ; [  7 178],[ 17.04895105 512.95104895] ; [  5.95104895 179.04895105],0
n3,1,0.648768,0.207457,[86 33] ; [40 18],[84.71186441 34.28813559] ; [41.28813559 16.71186441],0
s2,1,0.700276,0.148185,[276 259] ; [99 87],[278.259362 256.740638] ; [96.740638 89.259362],0
s3,1,0.720856,0.127674,[291 241] ; [104  81],[293.08228731 238.91771269] ; [101.91771269  83.08228731],0
u4,1,0.727357,0.121553,[ 12 527] ; [  5 182],[ 12.62121212 526.37878788] ; [  4.37878788 182.62121212],0
p3,1,0.790297,0.070716,[277 259] ; [93 91],[275.44444444 260.55555556] ; [94.55555556 89.44444444],0
n6,1,0.87912,0.02313,[452  85] ; [154  30],[451.3481276  85.6518724] ; [154.6518724  29.3481276],0
v1,1,0.879756,0.022885,[289 235] ; [101  80],[289.87234043 234.12765957] ; [100.12765957  80.87234043],0
p11,1,0.919344,0.010254,[416 123] ; [145  42],[416.5 122.5] ; [144.5  42.5],0
a5,1,0.960926,0.0024,[416 123] ; [144  43],[415.75757576 123.24242424] ; [144.24242424  42.75757576],0
s6,1,0.978894,0.0007,[365 167] ; [123  56],[365.14205345 166.85794655] ; [122.85794655  56.14205345],0
