Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6.1e-05,16.059644,[ 6 20] ; [30 11],[13.97014925 12.02985075] ; [22.02985075 18.97014925],1
r1,1,0.682598,0.167216,[18  8] ; [31 11],[18.73529412  7.26470588] ; [30.26470588 11.73529412],0
p9,1,0.71751,0.130891,[20  5] ; [32 10],[19.40298507  5.59701493] ; [32.59701493  9.40298507],0
v3,1,0.719606,0.128871,[10 16] ; [14 27],[ 9.31343284 16.68656716] ; [14.68656716 26.31343284],0
n5,1,0.72306,0.12558,[19  7] ; [29 13],[18.35294118  7.64705882] ; [29.64705882 12.35294118],0
d2,1,0.73009,0.119029,[11 15] ; [16 26],[10.32352941 15.67647059] ; [16.67647059 25.32352941],0
r4,1,0.745275,0.105544,[23  3] ; [36  6],[22.55882353  3.44117647] ; [36.44117647  5.55882353],0
b2,1,0.751529,0.100251,[ 9 11] ; [10 10],[ 9.5 10.5] ; [ 9.5 10.5],0
b3,1,0.751529,0.100251,[ 9 11] ; [10 10],[ 9.5 10.5] ; [ 9.5 10.5],0
s6,1,0.75293,0.099085,[15  9] ; [24 17],[14.4  9.6] ; [24.6 16.4],0
b4,1,0.757785,0.095105,[12 14] ; [21 21],[12.61764706 13.38235294] ; [20.38235294 21.61764706],0
p2,1,0.773235,0.083028,[20  6] ; [31 11],[19.5  6.5] ; [31.5 10.5],0
s3,1,0.789467,0.07129,[15 11] ; [25 16],[15.52238806 10.47761194] ; [24.47761194 16.52238806],0
p10,1,0.798405,0.065235,[18  7] ; [29 13],[17.53731343  7.46268657] ; [29.46268657 12.53731343],0
a3,1,0.804906,0.061011,[17  9] ; [28 13],[17.46268657  8.53731343] ; [27.53731343 13.46268657],0
r2,1,0.858173,0.031934,[25  1] ; [40  2],[24.85294118  1.14705882] ; [40.14705882  1.85294118],0
p5,1,0.858173,0.031934,[ 1 25] ; [ 2 40],[ 1.14705882 24.85294118] ; [ 1.85294118 40.14705882],0
b1,1,0.881451,0.02224,[11 15] ; [17 25],[10.70588235 15.29411765] ; [17.29411765 24.70588235],0
a8,1,0.892577,0.018237,[ 3 22] ; [ 5 33],[ 3.17460317 21.82539683] ; [ 4.82539683 33.17460317],0
s2,1,0.897844,0.016483,[15 11] ; [23 18],[14.74626866 11.25373134] ; [23.25373134 17.74626866],0
p12,1,0.91108,0.012472,[ 1 23] ; [ 2 40],[ 1.09090909 22.90909091] ; [ 1.90909091 40.09090909],0
a4,1,0.913525,0.011792,[ 9 17] ; [14 28],[ 8.79411765 17.20588235] ; [14.20588235 27.79411765],0
p8,1,0.921483,0.009715,[11 14] ; [19 23],[11.19402985 13.80597015] ; [18.80597015 23.19402985],0
n2,1,0.964079,0.002028,[7 2] ; [11  3],[7.04347826 1.95652174] ; [10.95652174  3.04347826],0
s4,1,0.990723,0.000135,[ 3 22] ; [ 5 37],[ 2.98507463 22.01492537] ; [ 5.01492537 36.98507463],0
