Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.9e-05,18.290342,[ 8 51] ; [21 18],[17.45918367 41.54081633] ; [11.54081633 27.45918367],1
r3,1,0.245383,1.349401,[32 27] ; [27 14],[34.81 24.19] ; [24.19 16.81],0
n6,1,0.24831,1.332789,[37 23] ; [20 20],[34.2 25.8] ; [22.8 17.2],0
v1,1,0.256439,1.287882,[17 40] ; [16 23],[19.59375 37.40625] ; [13.40625 25.59375],0
d3,1,0.288391,1.127118,[32 28] ; [17 23],[29.4 30.6] ; [19.6 20.4],0
p9,1,0.297631,1.084779,[31 25] ; [27 14],[33.48453608 22.51546392] ; [24.51546392 16.48453608],0
d5,1,0.330899,0.945377,[38 22] ; [22 19],[35.64356436 24.35643564] ; [24.35643564 16.64356436],0
n3,1,0.336171,0.924978,[13 12] ; [12  6],[14.53488372 10.46511628] ; [10.46511628  7.53488372],0
n2,1,0.336171,0.924978,[13 12] ; [12  6],[14.53488372 10.46511628] ; [10.46511628  7.53488372],0
v2,1,0.375148,0.78654,[19 39] ; [17 24],[21.09090909 36.90909091] ; [14.90909091 26.09090909],0
a5,1,0.490092,0.476325,[32 28] ; [19 22],[30.2970297 29.7029703] ; [20.7029703 20.2970297],0
d4,1,0.510244,0.433567,[39 21] ; [24 17],[37.42574257 22.57425743] ; [25.57425743 15.42574257],0
u3,1,0.532798,0.389053,[ 7 18] ; [ 7 12],[ 7.95454545 17.04545455] ; [ 6.04545455 12.95454545],0
a8,1,0.636654,0.223145,[ 3 55] ; [ 3 37],[ 3.55102041 54.44897959] ; [ 2.44897959 37.55102041],0
v3,1,0.711674,0.13661,[12 48] ; [ 7 34],[11.28712871 48.71287129] ; [ 7.71287129 33.28712871],0
n5,1,0.735914,0.113751,[40 20] ; [26 15],[39.20792079 20.79207921] ; [26.79207921 14.20792079],0
a3,1,0.741515,0.108799,[35 25] ; [22 18],[34.2 25.8] ; [22.8 17.2],0
p12,1,0.779944,0.07806,[ 1 58] ; [ 1 39],[ 1.19191919 57.80808081] ; [ 0.80808081 39.19191919],0
r2,1,0.799728,0.064363,[33 24] ; [21 17],[32.4 24.6] ; [21.6 16.4],0
n4,1,0.883076,0.02163,[36 24] ; [24 17],[35.64356436 24.35643564] ; [24.35643564 16.64356436],0
s5,1,0.954824,0.003209,[ 8 51] ; [ 5 33],[ 7.90721649 51.09278351] ; [ 5.09278351 32.90721649],0
a7,1,0.974331,0.001035,[28 32] ; [19 22],[27.92079208 32.07920792] ; [19.07920792 21.92079208],0
