Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,95.474435,[379  94] ; [62 97],[330.05221519 142.94778481] ; [110.94778481  48.05221519],1
b4,1,0.554299,0.349673,[278 196] ; [89 70],[274.81516588 199.18483412] ; [92.18483412 66.81516588],0
n6,1,0.564305,0.332304,[405  65] ; [139  19],[407.13375796  62.86624204] ; [136.86624204  21.13375796],0
s6,1,0.628501,0.234099,[328 136] ; [112  42],[330.35598706 133.64401294] ; [109.64401294  44.35598706],0
p4,1,0.747073,0.104007,[305 168] ; [99 58],[303.32063492 169.67936508] ; [100.67936508  56.32063492],0
a5,1,0.7496,0.101867,[376  98] ; [128  31],[377.4028436  96.5971564] ; [126.5971564  32.4028436],0
s3,1,0.765109,0.089268,[265 201] ; [92 66],[266.60576923 199.39423077] ; [90.39423077 67.60576923],0
p7,1,0.792809,0.068993,[310 151] ; [106  49],[311.32467532 149.67532468] ; [104.67532468  50.32467532],0
d4,1,0.83899,0.041284,[426  48] ; [142  17],[425.32701422  48.67298578] ; [142.67298578  16.32701422],0
v1,1,0.840592,0.040456,[264 195] ; [90 64],[265.06688418 193.93311582] ; [88.93311582 65.06688418],0
p3,1,0.93973,0.005717,[258 216] ; [86 71],[258.4088748 215.5911252] ; [85.5911252 71.4088748],0
s2,1,0.97247,0.001191,[252 218] ; [85 74],[251.81240064 218.18759936] ; [85.18759936 73.81240064],0
