Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.004456,8.087938,[ 5 25] ; [15 14],[10.16949153 19.83050847] ; [ 9.83050847 19.16949153],0
b5,1,0.497236,0.46083,[16 14] ; [18 11],[17.28813559 12.71186441] ; [16.71186441 12.28813559],0
b4,1,0.518764,0.41635,[13 17] ; [15 14],[14.23728814 15.76271186] ; [13.76271186 15.23728814],0
r1,1,0.539416,0.376623,[21  8] ; [23  6],[22.  7.] ; [22.  7.],0
s1,1,0.553257,0.351515,[ 2 27] ; [ 1 28],[ 1.5 27.5] ; [ 1.5 27.5],0
p2,1,0.561126,0.337758,[23  7] ; [24  5],[23.89830508  6.10169492] ; [23.10169492  5.89830508],0
r3,1,0.573734,0.316475,[28  2] ; [28  1],[28.47457627  1.52542373] ; [27.52542373  1.47457627],0
s7,1,0.61224,0.256925,[20  9] ; [21  7],[20.85964912  8.14035088] ; [20.14035088  7.85964912],0
p11,1,0.612618,0.25638,[21  9] ; [22  7],[21.86440678  8.13559322] ; [21.13559322  7.86440678],0
b1,1,0.682569,0.167248,[14 16] ; [12 17],[13.22033898 16.77966102] ; [12.77966102 16.22033898],0
r2,1,0.698458,0.150081,[27  3] ; [26  2],[27.4137931  2.5862069] ; [25.5862069  2.4137931],0
a3,1,0.710599,0.13768,[19 11] ; [17 12],[18.30508475 11.69491525] ; [17.69491525 11.30508475],0
p10,1,0.716862,0.131519,[24  5] ; [25  4],[24.5  4.5] ; [24.5  4.5],0
a2,1,0.722675,0.125944,[ 4 26] ; [ 3 26],[ 3.55932203 26.44067797] ; [ 3.44067797 25.55932203],0
p5,1,0.722675,0.125944,[ 4 26] ; [ 3 26],[ 3.55932203 26.44067797] ; [ 3.44067797 25.55932203],0
n1,1,0.789726,0.071111,[6 4] ; [4 2],[6.25 3.75] ; [3.75 2.25],0
u2,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
d2,1,0.850152,0.035693,[10 20] ; [ 9 20],[ 9.66101695 20.33898305] ; [ 9.33898305 19.66101695],0
s3,1,0.860081,0.031071,[21  9] ; [19  9],[20.68965517  9.31034483] ; [19.31034483  8.68965517],0
a5,1,0.860959,0.030679,[19 11] ; [19 10],[19.3220339 10.6779661] ; [18.6779661 10.3220339],0
p3,1,0.901516,0.015313,[14 16] ; [14 15],[14.23728814 15.76271186] ; [13.76271186 15.23728814],0
d5,1,0.901516,0.015313,[16 14] ; [15 14],[15.76271186 14.23728814] ; [15.23728814 13.76271186],0
p4,1,0.920024,0.010081,[19 11] ; [18 11],[18.81355932 11.18644068] ; [18.18644068 10.81355932],0
s2,1,0.939885,0.005687,[19 11] ; [18 10],[19.13793103 10.86206897] ; [17.86206897 10.13793103],0
p9,1,0.953094,0.00346,[25  5] ; [24  5],[24.91525424  5.08474576] ; [24.08474576  4.91525424],0
n6,1,0.953094,0.00346,[25  5] ; [24  5],[24.91525424  5.08474576] ; [24.08474576  4.91525424],0
p1,1,0.958871,0.002659,[ 4 26] ; [ 4 25],[ 4.06779661 25.93220339] ; [ 3.93220339 25.06779661],0
r4,1,0.965056,0.001919,[27  3] ; [26  3],[26.94915254  3.05084746] ; [26.05084746  2.94915254],0
p12,1,0.980541,0.000595,[ 1 29] ; [ 1 28],[ 1.01694915 28.98305085] ; [ 0.98305085 28.01694915],0
