Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.0779,[ 38 126] ; [37 28],[ 53.71179039 110.28820961] ; [21.28820961 43.71179039],1
s3,1,0.385732,0.752353,[ 35 138] ; [17 50],[ 37.48333333 135.51666667] ; [14.51666667 52.48333333],0
v4,1,0.394637,0.724607,[162  13] ; [65  3],[163.47736626  11.52263374] ; [63.52263374  4.47736626],0
n4,1,0.414226,0.666639,[133  42] ; [55 13],[135.3909465  39.6090535] ; [52.6090535 15.3909465],0
n5,1,0.441468,0.592463,[130  44] ; [54 14],[132.29752066  41.70247934] ; [51.70247934 16.29752066],0
d4,1,0.454639,0.55906,[131  44] ; [54 14],[133.23045267  41.76954733] ; [51.76954733 16.23045267],0
a7,1,0.471637,0.518139,[129  46] ; [47 21],[126.74897119  48.25102881] ; [49.25102881 18.74897119],0
r3,1,0.477044,0.505614,[163  12] ; [65  3],[164.19753086  10.80246914] ; [63.80246914  4.19753086],0
p3,1,0.563264,0.334085,[115  60] ; [42 26],[113.06584362  61.93415638] ; [43.93415638 24.06584362],0
b5,1,0.609175,0.261378,[99 76] ; [36 32],[97.22222222 77.77777778] ; [37.77777778 30.22222222],0
a3,1,0.666437,0.185799,[110  64] ; [45 23],[111.44628099  62.55371901] ; [43.55371901 24.44628099],0
d5,1,0.717265,0.131128,[145  30] ; [55 13],[144.03292181  30.96707819] ; [55.96707819 12.03292181],0
p1,1,0.721922,0.126659,[ 18 156] ; [ 6 62],[ 17.25619835 156.74380165] ; [ 6.74380165 61.25619835],0
p2,1,0.779047,0.078715,[153  20] ; [61  7],[153.61825726  19.38174274] ; [60.38174274  7.61825726],0
s4,1,0.779047,0.078715,[ 20 153] ; [ 7 61],[ 19.38174274 153.61825726] ; [ 7.61825726 60.38174274],0
a2,1,0.82743,0.047523,[ 33 142] ; [12 56],[ 32.40740741 142.59259259] ; [12.59259259 55.40740741],0
s1,1,0.842791,0.039333,[  6 168] ; [ 2 66],[  5.75206612 168.24793388] ; [ 2.24793388 65.75206612],0
a1,1,0.848407,0.036539,[  6 169] ; [ 2 66],[  5.76131687 169.23868313] ; [ 2.23868313 65.76131687],0
d3,1,0.889423,0.019331,[120  55] ; [46 22],[119.5473251  55.4526749] ; [46.4526749 21.5473251],0
n6,1,0.926477,0.008515,[145  29] ; [57 11],[145.23966942  28.76033058] ; [56.76033058 11.23966942],0
v2,1,0.942572,0.005189,[97 73] ; [38 28],[97.24576271 72.75423729] ; [37.75423729 28.24576271],0
r2,1,0.944177,0.004903,[158  15] ; [61  6],[157.8625  15.1375] ; [61.1375  5.8625],0
u3,1,0.98202,0.000508,[36 28] ; [13 10],[36.04597701 27.95402299] ; [12.95402299 10.04597701],0
