Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.2e-05,19.241747,[ 5 84] ; [29 65],[16.53551913 72.46448087] ; [17.46448087 76.53551913],1
b5,1,0.563757,0.33324,[51 39] ; [59 38],[52.94117647 37.05882353] ; [57.05882353 39.94117647],0
s1,1,0.647613,0.208922,[ 5 85] ; [ 4 93],[ 4.3315508 85.6684492] ; [ 4.6684492 92.3315508],0
s5,1,0.658408,0.195463,[18 70] ; [22 73],[19.23497268 68.76502732] ; [20.76502732 74.23497268],0
b2,1,0.670129,0.181452,[14 28] ; [14 34],[13.06666667 28.93333333] ; [14.93333333 33.06666667],0
b3,1,0.670129,0.181452,[14 28] ; [14 34],[13.06666667 28.93333333] ; [14.93333333 33.06666667],0
a2,1,0.675487,0.175251,[14 76] ; [13 84],[12.99465241 77.00534759] ; [14.00534759 82.99465241],0
a7,1,0.772325,0.083715,[63 27] ; [66 31],[62.0855615 27.9144385] ; [66.9144385 30.0855615],0
d4,1,0.802194,0.062754,[68 22] ; [71 25],[67.25806452 22.74193548] ; [71.74193548 24.25806452],0
r2,1,0.846937,0.03726,[75 15] ; [81 15],[75.48387097 14.51612903] ; [80.51612903 15.48387097],0
v3,1,0.886468,0.020385,[20 64] ; [23 70],[20.40677966 63.59322034] ; [22.59322034 70.40677966],0
d3,1,0.922783,0.009395,[55 35] ; [58 38],[54.67741935 35.32258065] ; [58.32258065 37.67741935],0
d2,1,0.930586,0.007588,[31 59] ; [34 63],[31.28342246 58.71657754] ; [33.71657754 63.28342246],0
u4,1,0.957524,0.002837,[ 1 89] ; [ 1 96],[ 0.96256684 89.03743316] ; [ 1.03743316 95.96256684],0
