Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.336158,[44 38] ; [ 2 34],[31.96610169 50.03389831] ; [14.03389831 21.96610169],1
p2,1,0.269903,1.217238,[53 27] ; [20 16],[50.34482759 29.65517241] ; [22.65517241 13.34482759],0
b2,1,0.271076,1.211293,[13 34] ; [ 9 13],[14.98550725 32.01449275] ; [ 7.01449275 14.98550725],0
b3,1,0.271076,1.211293,[13 34] ; [ 9 13],[14.98550725 32.01449275] ; [ 7.01449275 14.98550725],0
p6,1,0.292627,1.107496,[15 62] ; [ 4 31],[13.0625 63.9375] ; [ 5.9375 29.0625],0
n4,1,0.310834,1.027128,[47 35] ; [17 19],[44.47457627 37.52542373] ; [19.52542373 16.47457627],0
n1,1,0.317023,1.001187,[ 9 19] ; [8 9],[10.57777778 17.42222222] ; [ 6.42222222 10.57777778],0
s7,1,0.321893,0.981238,[15 60] ; [ 4 29],[13.19444444 61.80555556] ; [ 5.80555556 27.19444444],0
p10,1,0.322808,0.977535,[40 40] ; [14 21],[37.56521739 42.43478261] ; [16.43478261 18.56521739],0
a4,1,0.339455,0.912489,[35 47] ; [12 24],[32.66101695 49.33898305] ; [14.33898305 21.66101695],0
a1,1,0.344794,0.892524,[ 5 77] ; [ 4 32],[ 6.25423729 75.74576271] ; [ 2.74576271 33.25423729],0
v1,1,0.421963,0.644841,[31 50] ; [11 25],[29.07692308 51.92307692] ; [12.92307692 23.07692308],0
n3,1,0.446867,0.578587,[16 12] ; [11  5],[17.18181818 10.81818182] ; [9.81818182 6.18181818],0
s1,1,0.47483,0.510714,[ 4 77] ; [ 3 33],[ 4.84615385 76.15384615] ; [ 2.15384615 33.84615385],0
p3,1,0.493873,0.468077,[25 55] ; [ 9 27],[23.44827586 56.55172414] ; [10.55172414 25.44827586],0
v3,1,0.563311,0.334005,[19 57] ; [ 7 28],[17.8018018 58.1981982] ; [ 8.1981982 26.8018018],0
u3,1,0.606248,0.265675,[12 12] ; [ 8 11],[11.1627907 12.8372093] ; [ 8.8372093 10.1627907],0
b1,1,0.624774,0.239214,[45 37] ; [18 18],[43.77966102 38.22033898] ; [19.22033898 16.77966102],0
p1,1,0.672763,0.178388,[ 7 74] ; [ 4 32],[ 7.61538462 73.38461538] ; [ 3.38461538 32.61538462],0
p9,1,0.708961,0.139317,[47 34] ; [19 16],[46.0862069 34.9137931] ; [19.9137931 15.0862069],0
p11,1,0.714028,0.134287,[44 38] ; [18 18],[43.08474576 38.91525424] ; [18.91525424 17.08474576],0
u1,1,0.72599,0.122826,[ 6 76] ; [ 2 34],[ 5.55932203 76.44067797] ; [ 2.44067797 33.55932203],0
p7,1,0.740457,0.109725,[38 42] ; [15 19],[37.19298246 42.80701754] ; [15.80701754 18.19298246],0
s6,1,0.799626,0.06443,[27 55] ; [11 25],[26.40677966 55.59322034] ; [11.59322034 24.40677966],0
a8,1,0.80511,0.06088,[ 6 72] ; [ 3 30],[ 6.32432432 71.67567568] ; [ 2.67567568 30.32432432],0
