Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.5e-05,18.727554,[94 37] ; [16 29],[81.875 49.125] ; [28.125 16.875],1
u1,1,0.25692,1.285279,[ 27 104] ; [ 6 40],[ 24.42372881 106.57627119] ; [ 8.57627119 37.42372881],0
p5,1,0.270206,1.215699,[ 13 118] ; [ 2 42],[ 11.22857143 119.77142857] ; [ 3.77142857 40.22857143],0
v4,1,0.281393,1.160348,[125   6] ; [41  4],[123.55681818   7.44318182] ; [42.44318182  2.55681818],0
b4,1,0.297872,1.083697,[71 60] ; [29 17],[74.01129944 56.98870056] ; [25.98870056 20.01129944],0
d4,1,0.325754,0.965703,[101  30] ; [37  7],[103.30285714  27.69714286] ; [34.69714286  9.30285714],0
d3,1,0.326764,0.961681,[85 45] ; [33 12],[87.65714286 42.34285714] ; [30.34285714 14.65714286],0
b2,1,0.328094,0.956405,[19 46] ; [ 5 21],[17.14285714 47.85714286] ; [ 6.85714286 19.14285714],0
b3,1,0.328094,0.956405,[19 46] ; [ 5 21],[17.14285714 47.85714286] ; [ 6.85714286 19.14285714],0
s2,1,0.377113,0.780093,[72 58] ; [22 24],[69.43181818 60.56818182] ; [24.56818182 21.43181818],0
a7,1,0.378665,0.775033,[99 31] ; [32 14],[96.76136364 33.23863636] ; [34.23863636 11.76136364],0
a5,1,0.422574,0.643147,[91 40] ; [29 17],[88.81355932 42.18644068] ; [31.18644068 14.81355932],0
d5,1,0.428005,0.628231,[108  22] ; [35 10],[106.22857143  23.77142857] ; [36.77142857  8.22857143],0
r2,1,0.439822,0.596748,[129   1] ; [45  1],[128.52272727   1.47727273] ; [45.47727273  0.52272727],0
r3,1,0.480127,0.498575,[124   6] ; [44  1],[124.8   5.2] ; [43.2  1.8],0
p1,1,0.48879,0.479188,[ 13 118] ; [ 3 43],[ 11.84180791 119.15819209] ; [ 4.15819209 41.84180791],0
p2,1,0.518577,0.416722,[94 37] ; [30 15],[92.29545455 38.70454545] ; [31.70454545 13.29545455],0
d2,1,0.598358,0.27748,[70 61] ; [22 23],[68.47727273 62.52272727] ; [23.52272727 21.47727273],0
s4,1,0.602268,0.271588,[ 29 101] ; [12 34],[30.28409091 99.71590909] ; [10.71590909 35.28409091],0
a2,1,0.607477,0.263865,[32 99] ; [13 33],[33.30508475 97.69491525] ; [11.69491525 34.30508475],0
d1,1,0.677156,0.173344,[73 58] ; [24 22],[71.79096045 59.20903955] ; [25.20903955 20.79096045],0
s1,1,0.758226,0.094748,[  7 122] ; [ 3 42],[  7.4137931 121.5862069] ; [ 2.5862069 42.4137931],0
a8,1,0.779208,0.078597,[ 14 100] ; [ 6 37],[14.52229299 99.47770701] ; [ 5.47770701 37.52229299],0
s3,1,0.792605,0.069132,[73 56] ; [25 21],[72.24 56.76] ; [25.76 20.24],0
p8,1,0.809625,0.058038,[48 82] ; [15 28],[47.34104046 82.65895954] ; [15.65895954 27.34104046],0
p3,1,0.815651,0.054355,[55 76] ; [18 27],[54.33522727 76.66477273] ; [18.66477273 26.33522727],0
v3,1,0.845152,0.038145,[46 82] ; [13 25],[45.4939759 82.5060241] ; [13.5060241 24.4939759],0
b1,1,0.893686,0.01786,[64 67] ; [23 23],[64.38983051 66.61016949] ; [22.61016949 23.38983051],0
v2,1,0.926053,0.008614,[64 65] ; [20 21],[63.74117647 65.25882353] ; [20.25882353 20.74117647],0
a3,1,0.928572,0.008036,[86 43] ; [31 15],[86.24571429 42.75428571] ; [30.75428571 15.24571429],0
a4,1,0.953214,0.003442,[60 70] ; [21 25],[59.82954545 70.17045455] ; [21.17045455 24.82954545],0
