Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.7e-05,17.032938,[16  7] ; [14 50],[ 7.93103448 15.06896552] ; [22.06896552 41.93103448],1
a2,1,0.606351,0.265522,[ 2 25] ; [ 7 57],[ 2.67032967 24.32967033] ; [ 6.32967033 57.67032967],0
r1,1,0.611534,0.257946,[ 7 20] ; [20 44],[ 8.01098901 18.98901099] ; [18.98901099 45.01098901],0
u1,1,0.626307,0.237102,[ 1 26] ; [ 4 60],[ 1.48351648 25.51648352] ; [ 3.51648352 60.48351648],0
b4,1,0.633037,0.227965,[15 12] ; [39 25],[16.02197802 10.97802198] ; [37.97802198 26.02197802],0
v3,1,0.705065,0.143256,[ 4 22] ; [12 52],[ 4.62222222 21.37777778] ; [11.37777778 52.62222222],0
s3,1,0.811882,0.056644,[ 9 16] ; [21 42],[ 8.52272727 16.47727273] ; [21.47727273 41.52272727],0
a6,1,0.871775,0.026051,[14 13] ; [32 32],[13.64835165 13.35164835] ; [32.35164835 31.64835165],0
n3,1,0.921455,0.009722,[5 7] ; [13 17],[5.14285714 6.85714286] ; [12.85714286 17.14285714],0
p1,1,0.934468,0.006761,[ 3 23] ; [ 7 57],[ 2.88888889 23.11111111] ; [ 7.11111111 56.88888889],0
d3,1,0.96327,0.002121,[13 14] ; [30 33],[12.9 14.1] ; [30.1 32.9],0
