Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.21558,[21 71] ; [73 23],[46. 46.] ; [48. 48.],1
d3,1,0.351674,0.867407,[46 47] ; [41 55],[42.80952381 50.19047619] ; [44.19047619 51.80952381],0
r2,1,0.370825,0.800899,[82  9] ; [89  6],[83.66129032  7.33870968] ; [87.33870968  7.66129032],0
p5,1,0.40774,0.685381,[ 9 83] ; [13 82],[10.82352941 81.17647059] ; [11.17647059 83.82352941],0
b4,1,0.415464,0.66311,[52 41] ; [48 48],[49.20634921 43.79365079] ; [50.79365079 45.20634921],0
p2,1,0.468609,0.525255,[67 23] ; [75 20],[69.08108108 20.91891892] ; [72.91891892 22.08108108],0
a4,1,0.49305,0.469864,[51 40] ; [49 47],[48.6631016 42.3368984] ; [51.3368984 44.6631016],0
a2,1,0.55766,0.343772,[10 83] ; [13 83],[11.31746032 81.68253968] ; [11.68253968 84.31746032],0
p1,1,0.607067,0.264468,[ 6 87] ; [ 8 87],[ 6.92553191 86.07446809] ; [ 7.07446809 87.92553191],0
n2,1,0.618841,0.2475,[21  9] ; [19  6],[21.81818182  8.18181818] ; [18.18181818  6.81818182],0
u2,1,0.619304,0.246847,[ 9 11] ; [7 6],[ 9.6969697 10.3030303] ; [6.3030303 6.6969697],0
a1,1,0.621424,0.243871,[ 6 87] ; [ 8 88],[ 6.88888889 86.11111111] ; [ 7.11111111 88.88888889],0
b5,1,0.630194,0.231797,[41 52] ; [39 57],[39.36507937 53.63492063] ; [40.63492063 55.36507937],0
u1,1,0.819543,0.052044,[ 6 87] ; [ 7 89],[ 6.3968254 86.6031746] ; [ 6.6031746 89.3968254],0
s4,1,0.945354,0.004698,[17 76] ; [17 78],[16.81914894 76.18085106] ; [17.18085106 77.81914894],0
s1,1,0.950948,0.003784,[ 4 88] ; [ 4 92],[ 3.91489362 88.08510638] ; [ 4.08510638 91.91489362],0
n3,1,1.0,0.0,[21  7] ; [18  6],[21.  7.] ; [18.  6.],0
