Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,190.879205,[  7 113] ; [412 149],[73.83259912 46.16740088] ; [345.16740088 215.83259912],1
p11,1,0.095853,2.77323,[90 30] ; [458 103],[96.56387665 23.43612335] ; [451.43612335 109.56387665],0
s5,1,0.152453,2.047529,[32 80] ; [191 345],[38.54320988 73.45679012] ; [184.45679012 351.54320988],0
s7,1,0.162495,1.950849,[52 59] ; [289 245],[58.68372093 52.31627907] ; [282.31627907 251.68372093],0
a6,1,0.163542,1.94117,[76 43] ; [394 166],[82.37113402 36.62886598] ; [387.62886598 172.37113402],0
u4,1,0.198266,1.655103,[  1 119] ; [ 16 545],[  2.99559471 117.00440529] ; [ 14.00440529 546.99559471],0
v4,1,0.253024,1.30653,[113   7] ; [538  20],[115.22123894   4.77876106] ; [535.77876106  22.22123894],0
s1,1,0.259455,1.271665,[  6 110] ; [ 17 536],[  3.98804185 112.01195815] ; [ 19.01195815 533.98804185],0
n5,1,0.274786,1.192696,[100  20] ; [486  72],[103.71681416  16.28318584] ; [482.28318584  75.71681416],0
b1,1,0.315165,1.008906,[53 67] ; [220 341],[48.10572687 71.89427313] ; [224.89427313 336.10572687],0
b3,1,0.333229,0.93631,[35 44] ; [136 218],[31.19861432 47.80138568] ; [139.80138568 214.19861432],0
b2,1,0.333229,0.93631,[35 44] ; [136 218],[31.19861432 47.80138568] ; [139.80138568 214.19861432],0
u2,1,0.361795,0.831652,[29 30] ; [66 51],[31.84659091 27.15340909] ; [63.15340909 53.84659091],0
a8,1,0.369232,0.806246,[14 98] ; [ 80 424],[17.09090909 94.90909091] ; [ 76.90909091 427.09090909],0
n1,1,0.41277,0.670808,[13 11] ; [49 60],[11.18796992 12.81203008] ; [50.81203008 58.18796992],0
v3,1,0.43993,0.596464,[47 70] ; [238 302],[50.75342466 66.24657534] ; [234.24657534 305.75342466],0
u3,1,0.449281,0.572466,[31 29] ; [68 50],[33.37078652 26.62921348] ; [65.62921348 52.37078652],0
a1,1,0.457381,0.552297,[  5 115] ; [ 33 528],[  6.69603524 113.30396476] ; [ 31.30396476 529.69603524],0
p12,1,0.494525,0.466666,[ 12 105] ; [ 46 508],[ 10.11326379 106.88673621] ; [ 47.88673621 506.11326379],0
p5,1,0.574521,0.315177,[ 17 100] ; [ 70 485],[ 15.14732143 101.85267857] ; [ 71.85267857 483.14732143],0
p6,1,0.712709,0.135587,[45 73] ; [219 329],[46.77477477 71.22522523] ; [217.22522523 330.77477477],0
b5,1,0.724551,0.124174,[70 50] ; [337 224],[71.71806167 48.28193833] ; [335.28193833 225.71806167],0
p8,1,0.732522,0.116808,[60 56] ; [293 255],[61.6686747 54.3313253] ; [291.3313253 256.6686747],0
s3,1,0.791409,0.06995,[67 47] ; [317 235],[65.72972973 48.27027027] ; [318.27027027 233.72972973],0
b4,1,0.845395,0.038024,[69 51] ; [328 233],[69.95594714 50.04405286] ; [327.04405286 233.95594714],0
n2,1,0.898296,0.016336,[19  6] ; [83 28],[18.75  6.25] ; [83.25 27.75],0
s4,1,0.970674,0.001352,[ 17 102] ; [ 78 473],[ 16.87313433 102.12686567] ; [ 78.12686567 472.87313433],0
n3,1,0.978137,0.000751,[17  6] ; [81 29],[16.94736842  6.05263158] ; [81.05263158 28.94736842],0
