Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000271,13.260672,[13  9] ; [11 50],[ 6.36144578 15.63855422] ; [17.63855422 43.36144578],1
b2,1,0.3017,1.066667,[3 9] ; [15 21],[4.5 7.5] ; [13.5 22.5],0
a7,1,0.302104,1.064885,[14 10] ; [28 33],[11.85882353 12.14117647] ; [30.14117647 30.85882353],0
s7,1,0.312209,1.021307,[ 6 18] ; [ 9 49],[ 4.3902439 19.6097561] ; [10.6097561 47.3902439],0
r3,1,0.447294,0.5775,[13 11] ; [27 33],[11.42857143 12.57142857] ; [28.57142857 31.42857143],0
p12,1,0.452153,0.56525,[ 1 22] ; [ 1 62],[ 0.53488372 22.46511628] ; [ 1.46511628 61.53488372],0
a3,1,0.453262,0.562482,[11 13] ; [34 28],[12.55813953 11.44186047] ; [32.44186047 29.55813953],0
d2,1,0.458395,0.549812,[ 7 17] ; [23 38],[ 8.47058824 15.52941176] ; [21.52941176 39.47058824],0
r2,1,0.465173,0.53342,[13  9] ; [30 30],[11.53658537 10.46341463] ; [31.46341463 28.53658537],0
d1,1,0.51965,0.414589,[ 7 17] ; [23 40],[ 8.27586207 15.72413793] ; [21.72413793 41.27586207],0
r1,1,0.530086,0.394226,[ 5 19] ; [17 45],[ 6.13953488 17.86046512] ; [15.86046512 46.13953488],0
u1,1,0.535118,0.384663,[ 1 23] ; [ 5 58],[ 1.65517241 22.34482759] ; [ 4.34482759 58.65517241],0
d3,1,0.538448,0.378424,[13 11] ; [29 33],[11.72093023 12.27906977] ; [30.27906977 31.72093023],0
a2,1,0.568315,0.32551,[ 2 22] ; [ 8 55],[ 2.75862069 21.24137931] ; [ 7.24137931 55.75862069],0
s4,1,0.631406,0.230159,[ 4 20] ; [ 8 55],[ 3.31034483 20.68965517] ; [ 8.68965517 54.31034483],0
s6,1,0.656622,0.197653,[ 5 19] ; [16 47],[ 5.79310345 18.20689655] ; [15.20689655 47.79310345],0
v3,1,0.686005,0.163444,[ 6 18] ; [13 49],[ 5.30232558 18.69767442] ; [13.69767442 48.30232558],0
d5,1,0.700378,0.148079,[13 11] ; [37 26],[13.79310345 10.20689655] ; [36.20689655 26.79310345],0
b4,1,0.700378,0.148079,[13 11] ; [37 26],[13.79310345 10.20689655] ; [36.20689655 26.79310345],0
v2,1,0.716716,0.131661,[ 9 15] ; [20 40],[ 8.28571429 15.71428571] ; [20.71428571 39.28571429],0
n3,1,0.741078,0.109181,[6 7] ; [16 15],[6.5 6.5] ; [15.5 15.5],0
u2,1,0.756014,0.096546,[4 9] ; [10 18],[4.43902439 8.56097561] ; [ 9.56097561 18.43902439],0
a6,1,0.815391,0.054511,[10 14] ; [28 35],[10.48275862 13.51724138] ; [27.51724138 35.48275862],0
a5,1,0.842548,0.039456,[12 12] ; [33 30],[12.4137931 11.5862069] ; [32.5862069 30.4137931],0
p1,1,0.863634,0.029498,[ 2 22] ; [ 6 57],[ 2.20689655 21.79310345] ; [ 5.79310345 57.20689655],0
v1,1,0.872559,0.025731,[ 7 16] ; [20 42],[ 7.30588235 15.69411765] ; [19.69411765 42.30588235],0
b5,1,0.881448,0.022241,[13 11] ; [33 30],[12.68965517 11.31034483] ; [33.31034483 29.68965517],0
n1,1,0.908273,0.013275,[4 9] ; [ 9 22],[3.84090909 9.15909091] ; [ 9.15909091 21.84090909],0
d4,1,0.909393,0.012951,[14 10] ; [37 25],[14.23255814  9.76744186] ; [36.76744186 25.23255814],0
n5,1,0.952072,0.003613,[15  8] ; [40 22],[14.88235294  8.11764706] ; [40.11764706 21.88235294],0
