Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000239,13.49483,[ 88 152] ; [34 19],[ 99.93174061 140.06825939] ; [22.06825939 30.93174061],1
p4,1,0.370203,0.802984,[142 102] ; [35 19],[144.9261745  99.0738255] ; [32.0738255 21.9261745],0
a1,1,0.418347,0.654955,[  8 237] ; [ 3 51],[  9.01337793 235.98662207] ; [ 1.98662207 52.01337793],0
d1,1,0.425792,0.634273,[126 119] ; [31 23],[128.64548495 116.35451505] ; [28.35451505 25.64548495],0
r1,1,0.433275,0.61403,[173  72] ; [41 13],[175.35117057  69.64882943] ; [38.64882943 15.35117057],0
v4,1,0.483528,0.490896,[229  15] ; [52  2],[230.08053691  13.91946309] ; [50.91946309  3.08053691],0
p11,1,0.513885,0.426149,[200  45] ; [42 12],[198.29431438  46.70568562] ; [43.70568562 10.29431438],0
s4,1,0.539232,0.376964,[ 55 187] ; [10 43],[ 53.3220339 188.6779661] ; [11.6779661 41.3220339],0
a2,1,0.620346,0.245382,[ 48 197] ; [ 9 45],[ 46.70568562 198.29431438] ; [10.29431438 43.70568562],0
r4,1,0.63559,0.224556,[207  38] ; [47  7],[208.1270903  36.8729097] ; [45.8729097  8.1270903],0
p12,1,0.646552,0.210275,[ 14 229] ; [ 4 50],[ 14.72727273 228.27272727] ; [ 3.27272727 50.72727273],0
s5,1,0.670667,0.180823,[ 84 155] ; [17 36],[ 82.66780822 156.33219178] ; [18.33219178 34.66780822],0
d2,1,0.680988,0.169016,[101 143] ; [24 30],[102.34899329 141.65100671] ; [22.65100671 31.34899329],0
a6,1,0.681408,0.168545,[157  88] ; [33 21],[155.68561873  89.31438127] ; [34.31438127 19.68561873],0
a5,1,0.751831,0.099999,[167  78] ; [38 16],[167.97658863  77.02341137] ; [37.02341137 16.97658863],0
b5,1,0.751914,0.09993,[144 101] ; [33 21],[145.03344482  99.96655518] ; [31.96655518 22.03344482],0
d5,1,0.764142,0.090028,[184  60] ; [41 12],[184.84848485  59.15151515] ; [40.15151515 12.84848485],0
u3,1,0.850849,0.035357,[47 37] ; [8 7],[46.66666667 37.33333333] ; [8.33333333 6.66666667],0
p8,1,0.871141,0.026312,[134 110] ; [29 25],[133.46308725 110.53691275] ; [29.53691275 24.46308725],0
r3,1,0.884573,0.021076,[222  21] ; [49  5],[221.72727273  21.27272727] ; [49.27272727  4.72727273],0
d4,1,0.887774,0.019915,[192  53] ; [42 11],[192.38255034  52.61744966] ; [41.61744966 11.38255034],0
a4,1,0.904148,0.014502,[102 143] ; [22 32],[101.60535117 143.39464883] ; [22.39464883 31.60535117],0
s3,1,0.908366,0.013248,[136 108] ; [30 23],[136.37710438 107.62289562] ; [29.62289562 23.37710438],0
r2,1,0.918489,0.010473,[224  19] ; [50  4],[224.18181818  18.81818182] ; [49.81818182  4.18181818],0
p9,1,0.924673,0.008939,[225  19] ; [50  4],[225.16778523  18.83221477] ; [49.83221477  4.16778523],0
n1,1,0.930827,0.007535,[25 37] ; [5 7],[25.13513514 36.86486486] ; [4.86486486 7.13513514],0
n2,1,0.953322,0.003426,[46 16] ; [9 3],[46.08108108 15.91891892] ; [8.91891892 3.08108108],0
p2,1,0.985536,0.000329,[212  32] ; [46  7],[211.95959596  32.04040404] ; [46.04040404  6.95959596],0
