Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.5e-05,17.793495,[21 23] ; [44  6],[30.42553191 13.57446809] ; [34.57446809 15.42553191],1
v3,1,0.146198,2.11148,[ 9 31] ; [18 31],[12.13483146 27.86516854] ; [14.86516854 34.13483146],0
d5,1,0.16749,1.905267,[28 15] ; [39 11],[30.97849462 12.02150538] ; [36.02150538 13.97849462],0
p3,1,0.177701,1.816744,[ 7 36] ; [14 36],[ 9.70967742 33.29032258] ; [11.29032258 38.70967742],0
s4,1,0.202585,1.623636,[ 6 38] ; [12 38],[ 8.42553191 35.57446809] ; [ 9.57446809 40.42553191],0
d1,1,0.20488,1.607243,[18 26] ; [27 23],[21.06382979 22.93617021] ; [23.93617021 26.06382979],0
s2,1,0.249256,1.327469,[11 33] ; [18 32],[13.57446809 30.42553191] ; [15.42553191 34.57446809],0
r1,1,0.249532,1.32592,[23 21] ; [32 18],[25.74468085 18.25531915] ; [29.25531915 20.74468085],0
u2,1,0.264173,1.246753,[7 9] ; [ 4 12],[ 5.5 10.5] ; [ 5.5 10.5],0
u3,1,0.280226,1.165992,[ 5 11] ; [8 8],[6.5 9.5] ; [6.5 9.5],0
b1,1,0.330513,0.946886,[22 22] ; [30 20],[24.34042553 19.65957447] ; [27.65957447 22.34042553],0
n4,1,0.330513,0.946886,[22 22] ; [30 20],[24.34042553 19.65957447] ; [27.65957447 22.34042553],0
d4,1,0.359202,0.840682,[29 14] ; [38 12],[30.97849462 12.02150538] ; [36.02150538 13.97849462],0
p1,1,0.376496,0.782113,[ 6 38] ; [ 4 46],[ 4.68085106 39.31914894] ; [ 5.31914894 44.68085106],0
p7,1,0.391815,0.733302,[10 34] ; [15 34],[11.82795699 32.17204301] ; [13.17204301 35.82795699],0
d2,1,0.410847,0.676348,[20 23] ; [27 22],[21.9673913 21.0326087] ; [25.0326087 23.9673913],0
v1,1,0.425856,0.634097,[10 34] ; [15 35],[11.70212766 32.29787234] ; [13.29787234 36.70212766],0
p4,1,0.428357,0.627273,[ 8 36] ; [12 36],[ 9.56521739 34.43478261] ; [10.43478261 37.56521739],0
b2,1,0.429479,0.624233,[12 15] ; [11 21],[10.52542373 16.47457627] ; [12.47457627 19.52542373],0
b3,1,0.429479,0.624233,[12 15] ; [11 21],[10.52542373 16.47457627] ; [12.47457627 19.52542373],0
a2,1,0.491609,0.473002,[ 8 36] ; [12 38],[ 9.36170213 34.63829787] ; [10.63829787 39.36170213],0
n3,1,0.515121,0.42365,[12 11] ; [13  8],[13.06818182  9.93181818] ; [11.93181818  9.06818182],0
a4,1,0.559069,0.341318,[21 23] ; [20 28],[19.60869565 24.39130435] ; [21.39130435 26.60869565],0
s3,1,0.615231,0.252627,[18 25] ; [18 31],[16.82608696 26.17391304] ; [19.17391304 29.82608696],0
p8,1,0.643441,0.21427,[ 7 36] ; [10 40],[ 7.86021505 35.13978495] ; [ 9.13978495 40.86021505],0
b4,1,0.659794,0.193774,[20 24] ; [25 25],[21.06382979 22.93617021] ; [23.93617021 26.06382979],0
a3,1,0.662792,0.19015,[28 15] ; [34 15],[28.97826087 14.02173913] ; [33.02173913 15.97826087],0
p9,1,0.740923,0.109317,[15 27] ; [18 28],[15.75 26.25] ; [17.25 28.75],0
a7,1,0.773295,0.082983,[26 18] ; [31 19],[26.68085106 17.31914894] ; [30.31914894 19.68085106],0
d3,1,0.784677,0.074654,[22 21] ; [27 23],[22.65591398 20.34408602] ; [26.34408602 23.65591398],0
a5,1,0.810663,0.057394,[28 16] ; [33 17],[28.55319149 15.44680851] ; [32.44680851 17.55319149],0
a6,1,0.886027,0.020545,[23 20] ; [26 24],[22.65591398 20.34408602] ; [26.34408602 23.65591398],0
n1,1,0.93792,0.006066,[11 14] ; [ 9 12],[10.86956522 14.13043478] ; [ 9.13043478 11.86956522],0
a8,1,0.969915,0.001422,[ 5 39] ; [ 5 40],[ 4.94382022 39.05617978] ; [ 5.05617978 39.94382022],0
