Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,34.235451,[70 12] ; [ 8 21],[57.62162162 24.37837838] ; [20.37837838  8.62162162],1
r2,1,0.30467,1.05364,[75  6] ; [25  4],[73.63636364  7.36363636] ; [26.36363636  2.63636364],0
n4,1,0.321056,0.984639,[59 23] ; [18 11],[56.88288288 25.11711712] ; [20.11711712  8.88288288],0
s5,1,0.347472,0.882667,[25 51] ; [ 6 20],[23.09803922 52.90196078] ; [ 7.90196078 18.09803922],0
v2,1,0.35729,0.847397,[43 33] ; [12 14],[40.98039216 35.01960784] ; [14.01960784 11.98039216],0
p12,1,0.415489,0.663038,[ 7 75] ; [ 4 25],[ 8.12612613 73.87387387] ; [ 2.87387387 26.12612613],0
v4,1,0.415489,0.663038,[75  7] ; [25  4],[73.87387387  8.12612613] ; [26.12612613  2.87387387],0
a8,1,0.42921,0.624961,[ 7 71] ; [ 4 24],[ 8.09433962 69.90566038] ; [ 2.90566038 25.09433962],0
p3,1,0.48561,0.486239,[28 54] ; [12 17],[29.54954955 52.45045045] ; [10.45045045 18.54954955],0
a6,1,0.48561,0.486239,[54 28] ; [17 12],[52.45045045 29.54954955] ; [18.54954955 10.45045045],0
p11,1,0.516436,0.421006,[57 25] ; [22  7],[58.36036036 23.63963964] ; [20.63963964  8.36036036],0
p5,1,0.66037,0.193075,[ 6 72] ; [ 3 26],[ 6.56074766 71.43925234] ; [ 2.43925234 26.56074766],0
b2,1,0.679782,0.170372,[21 36] ; [ 5 11],[20.30136986 36.69863014] ; [ 5.69863014 10.30136986],0
b3,1,0.679782,0.170372,[21 36] ; [ 5 11],[20.30136986 36.69863014] ; [ 5.69863014 10.30136986],0
s4,1,0.681815,0.16809,[19 61] ; [ 8 21],[19.81651376 60.18348624] ; [ 7.18348624 21.81651376],0
n1,1,0.731989,0.117293,[16 16] ; [4 3],[16.41025641 15.58974359] ; [3.58974359 3.41025641],0
r4,1,0.737559,0.112284,[70 12] ; [24  5],[69.44144144 12.55855856] ; [24.55855856  4.44144144],0
a1,1,0.780937,0.077339,[ 7 75] ; [ 2 27],[ 6.64864865 75.35135135] ; [ 2.35135135 26.64864865],0
p7,1,0.845961,0.037743,[28 50] ; [11 18],[28.42990654 49.57009346] ; [10.57009346 18.42990654],0
p10,1,0.861663,0.030366,[69 13] ; [24  5],[68.7027027 13.2972973] ; [24.2972973  4.7027027],0
p6,1,0.861762,0.030322,[21 60] ; [ 8 21],[21.35454545 59.64545455] ; [ 7.64545455 21.35454545],0
n6,1,0.875357,0.024604,[61 21] ; [22  7],[61.31531532 20.68468468] ; [21.68468468  7.31531532],0
p4,1,0.931912,0.0073,[30 51] ; [11 18],[30.19090909 50.80909091] ; [10.80909091 18.19090909],0
s6,1,0.98048,0.000599,[50 32] ; [17 11],[49.94545455 32.05454545] ; [17.05454545 10.94545455],0
