Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,25.579536,[71 15] ; [10 20],[60.05172414 25.94827586] ; [20.94827586  9.05172414],1
b2,1,0.500378,0.454134,[20 32] ; [ 5 12],[18.84057971 33.15942029] ; [ 6.15942029 10.84057971],0
b3,1,0.500378,0.454134,[20 32] ; [ 5 12],[18.84057971 33.15942029] ; [ 6.15942029 10.84057971],0
u1,1,0.511539,0.430918,[ 9 77] ; [ 2 29],[ 8.08547009 77.91452991] ; [ 2.91452991 28.08547009],0
v2,1,0.566083,0.32928,[36 46] ; [15 15],[37.33928571 44.66071429] ; [13.66071429 16.33928571],0
b1,1,0.610381,0.259621,[35 51] ; [11 20],[33.81196581 52.18803419] ; [12.18803419 18.81196581],0
u3,1,0.622101,0.242926,[16 16] ; [7 5],[16.72727273 15.27272727] ; [6.27272727 5.72727273],0
d1,1,0.660786,0.19257,[40 46] ; [13 18],[38.95726496 47.04273504] ; [14.04273504 16.95726496],0
p1,1,0.762368,0.091429,[ 7 79] ; [ 2 29],[ 6.61538462 79.38461538] ; [ 2.38461538 28.61538462],0
v3,1,0.766865,0.087899,[28 57] ; [ 9 21],[27.34782609 57.65217391] ; [ 9.65217391 20.34782609],0
b4,1,0.775935,0.081009,[53 33] ; [20 11],[53.65811966 32.34188034] ; [19.34188034 11.65811966],0
p7,1,0.798331,0.065284,[55 30] ; [18 11],[54.42982456 30.57017544] ; [18.57017544 10.42982456],0
p4,1,0.814024,0.055337,[38 48] ; [14 16],[38.55172414 47.44827586] ; [13.44827586 16.55172414],0
d3,1,0.864355,0.029184,[54 32] ; [20 11],[54.39316239 31.60683761] ; [19.60683761 11.39316239],0
v1,1,0.926623,0.008481,[34 49] ; [12 18],[33.78761062 49.21238938] ; [12.21238938 17.78761062],0
a3,1,0.957744,0.002807,[54 32] ; [19 11],[54.12068966 31.87931034] ; [18.87931034 11.12068966],0
