Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,50.568084,[95  2] ; [25 25],[79.18367347 17.81632653] ; [40.81632653  9.18367347],1
n6,1,0.210332,1.56914,[71 25] ; [32 18],[67.7260274 28.2739726] ; [35.2739726 14.7260274],0
p10,1,0.233099,1.421849,[57 39] ; [24 25],[53.62758621 42.37241379] ; [27.37241379 21.62758621],0
p3,1,0.296946,1.087858,[31 65] ; [12 38],[28.2739726 67.7260274] ; [14.7260274 35.2739726],0
p6,1,0.299758,1.075272,[20 75] ; [ 7 43],[17.68965517 77.31034483] ; [ 9.31034483 40.68965517],0
b5,1,0.33121,0.944162,[56 41] ; [33 17],[58.72789116 38.27210884] ; [30.27210884 19.72789116],0
v2,1,0.372595,0.794992,[49 42] ; [23 27],[46.46808511 44.53191489] ; [25.53191489 24.46808511],0
s3,1,0.381859,0.764709,[47 50] ; [20 29],[44.51369863 52.48630137] ; [22.48630137 26.51369863],0
p1,1,0.405008,0.693406,[ 6 91] ; [ 5 45],[ 7.2585034 89.7414966] ; [ 3.7414966 46.2585034],0
u2,1,0.42872,0.626289,[11  9] ; [16  8],[12.27272727  7.72727273] ; [14.72727273  9.27272727],0
r1,1,0.452246,0.565017,[68 29] ; [32 18],[65.98639456 31.01360544] ; [34.01360544 15.98639456],0
v1,1,0.453809,0.561121,[36 58] ; [16 34],[33.94444444 60.05555556] ; [18.05555556 31.94444444],0
v4,1,0.512804,0.428341,[80 17] ; [39 11],[78.52380952 18.47619048] ; [40.47619048  9.52380952],0
s2,1,0.536746,0.381605,[42 55] ; [19 31],[40.25170068 56.74829932] ; [20.74829932 29.25170068],0
s6,1,0.554136,0.349959,[52 44] ; [24 25],[50.31724138 45.68275862] ; [25.68275862 23.31724138],0
p5,1,0.569811,0.322998,[ 6 88] ; [ 2 47],[ 5.25874126 88.74125874] ; [ 2.74125874 46.25874126],0
p8,1,0.602977,0.27053,[21 76] ; [ 9 41],[19.79591837 77.20408163] ; [10.20408163 39.79591837],0
b4,1,0.650457,0.205325,[60 37] ; [29 21],[58.72789116 38.27210884] ; [30.27210884 19.72789116],0
p11,1,0.672093,0.179164,[54 43] ; [26 24],[52.78911565 44.21088435] ; [27.21088435 22.78911565],0
a1,1,0.722924,0.125709,[ 8 89] ; [ 5 45],[ 8.57823129 88.42176871] ; [ 4.42176871 45.57823129],0
p12,1,0.745722,0.105161,[ 5 91] ; [ 2 48],[ 4.60273973 91.39726027] ; [ 2.39726027 47.60273973],0
n3,1,0.761997,0.091724,[25 19] ; [8 5],[25.47368421 18.52631579] ; [7.52631579 5.47368421],0
s4,1,0.771821,0.084096,[19 76] ; [ 9 41],[18.34482759 76.65517241] ; [ 9.65517241 40.34482759],0
b2,1,0.82454,0.049155,[27 45] ; [10 15],[27.46391753 44.53608247] ; [ 9.53608247 15.46391753],0
b3,1,0.82454,0.049155,[27 45] ; [10 15],[27.46391753 44.53608247] ; [ 9.53608247 15.46391753],0
s1,1,0.841903,0.039784,[ 5 91] ; [ 3 47],[ 5.26027397 90.73972603] ; [ 2.73972603 47.26027397],0
b1,1,0.869933,0.026812,[46 51] ; [23 27],[45.53061224 51.46938776] ; [23.46938776 26.53061224],0
r4,1,0.877337,0.023823,[71 26] ; [36 14],[70.60544218 26.39455782] ; [36.39455782 13.60544218],0
r3,1,0.938701,0.005914,[81 16] ; [42  8],[81.16326531 15.83673469] ; [41.83673469  8.16326531],0
p7,1,0.950382,0.003872,[28 65] ; [15 34],[28.16197183 64.83802817] ; [14.83802817 34.16197183],0
s5,1,0.951538,0.003694,[25 67] ; [13 34],[25.15107914 66.84892086] ; [12.84892086 34.15107914],0
v3,1,0.993418,6.8e-05,[29 60] ; [16 33],[29.02173913 59.97826087] ; [15.97826087 33.02173913],0
