Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,26.844776,[132  31] ; [87 74],[110.17592593  52.82407407] ; [108.82407407  52.17592593],1
s5,1,0.538352,0.378603,[80 82] ; [74 87],[77.23839009 84.76160991] ; [76.76160991 84.23839009],0
a3,1,0.538987,0.37742,[127  37] ; [123  42],[124.62006079  39.37993921] ; [125.37993921  39.62006079],0
p10,1,0.593195,0.285382,[144  20] ; [139  23],[142.36809816  21.63190184] ; [140.63190184  21.36809816],0
u3,1,0.594916,0.282732,[26 12] ; [27 16],[24.86419753 13.13580247] ; [28.13580247 14.86419753],0
b4,1,0.600229,0.274651,[105  60] ; [101  65],[102.68882175  62.31117825] ; [103.31117825  62.68882175],0
p9,1,0.682913,0.166865,[146  17] ; [150  15],[147.09756098  15.90243902] ; [148.90243902  16.09756098],0
a2,1,0.688255,0.160981,[ 48 117] ; [ 45 121],[ 46.35951662 118.64048338] ; [ 46.64048338 119.35951662],0
p7,1,0.7055,0.142813,[111  46] ; [110  50],[109.45425868  47.54574132] ; [111.54574132  48.45425868],0
a5,1,0.715746,0.132605,[129  36] ; [127  39],[127.61329305  37.38670695] ; [128.38670695  37.61329305],0
b2,1,0.734045,0.11543,[41 58] ; [45 70],[39.78504673 59.21495327] ; [46.21495327 68.78504673],0
b3,1,0.734045,0.11543,[41 58] ; [45 70],[39.78504673 59.21495327] ; [46.21495327 68.78504673],0
r1,1,0.762516,0.091312,[140  25] ; [138  27],[139.  26.] ; [139.  26.],0
r2,1,0.768539,0.086605,[158   6] ; [156   7],[157.48012232   6.51987768] ; [156.51987768   6.48012232],0
r3,1,0.777192,0.080078,[159   6] ; [158   7],[158.5   6.5] ; [158.5   6.5],0
b1,1,0.787423,0.072716,[ 63 102] ; [ 61 105],[ 61.81268882 103.18731118] ; [ 62.18731118 103.81268882],0
a6,1,0.816696,0.05373,[109  54] ; [109  57],[108.00607903  54.99392097] ; [109.99392097  56.00607903],0
p6,1,0.823036,0.050016,[73 88] ; [75 86],[74. 87.] ; [74. 87.],0
p2,1,0.892576,0.018237,[141  23] ; [141  24],[140.57142857  23.42857143] ; [141.42857143  23.57142857],0
a4,1,0.911987,0.012217,[79 85] ; [78 86],[78.5 85.5] ; [78.5 85.5],0
