Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,79.645323,[329  80] ; [61 87],[286.37342908 122.62657092] ; [103.62657092  44.37342908],1
s4,1,0.227415,1.456958,[ 57 345] ; [ 27 120],[ 61.50819672 340.49180328] ; [ 22.49180328 124.50819672],0
a8,1,0.23924,1.385069,[ 64 295] ; [ 19 122],[ 59.594 299.406] ; [ 23.406 117.594],0
p8,1,0.278846,1.172704,[235 166] ; [78 68],[229.45703839 171.54296161] ; [83.54296161 62.45703839],0
n6,1,0.282486,1.155091,[370  40] ; [137  10],[373.1956912  36.8043088] ; [133.8043088  13.1956912],0
s7,1,0.369785,0.804386,[211 177] ; [84 59],[215.55555556 172.44444444] ; [79.44444444 63.55555556],0
s1,1,0.377745,0.778028,[ 13 390] ; [  7 138],[ 14.7080292 388.2919708] ; [  5.2919708 139.7080292],0
s2,1,0.389484,0.740553,[227 177] ; [76 70],[222.56727273 181.43272727] ; [80.43272727 65.56727273],0
p9,1,0.400832,0.705828,[352  52] ; [124  23],[349.00907441  54.99092559] ; [126.99092559  20.00907441],0
b4,1,0.404474,0.694986,[239 173] ; [80 68],[234.69285714 177.30714286] ; [84.30714286 63.69285714],0
p5,1,0.547581,0.361668,[ 56 352] ; [ 23 123],[ 58.18050542 349.81949458] ; [ 20.81949458 125.18050542],0
u2,1,0.548094,0.360743,[60 42] ; [18 16],[58.5 43.5] ; [19.5 14.5],0
d2,1,0.637823,0.221601,[222 187] ; [77 71],[219.5529623 189.4470377] ; [79.4470377 68.5529623],0
p2,1,0.64494,0.212339,[350  61] ; [122  24],[348.28007181  62.71992819] ; [123.71992819  22.28007181],0
v1,1,0.649541,0.20648,[245 160] ; [84 60],[242.70491803 162.29508197] ; [86.29508197 57.70491803],0
p6,1,0.651153,0.20445,[164 241] ; [56 90],[161.70598911 243.29401089] ; [58.29401089 87.70598911],0
u4,1,0.657223,0.196915,[ 11 401] ; [  5 143],[ 11.77142857 400.22857143] ; [  4.22857143 143.77142857],0
p12,1,0.657903,0.196081,[ 42 368] ; [ 13 132],[ 40.63063063 369.36936937] ; [ 14.36936937 130.63063063],0
p10,1,0.659516,0.194113,[349  58] ; [123  23],[347.38517179  59.61482821] ; [124.61482821  21.38517179],0
v3,1,0.692746,0.156129,[176 218] ; [68 78],[178.02962963 215.97037037] ; [65.97037037 80.02962963],0
a1,1,0.699018,0.149496,[ 19 393] ; [  8 140],[ 19.86428571 392.13571429] ; [  7.13571429 140.86428571],0
n4,1,0.701474,0.146943,[372  40] ; [132  16],[370.8  41.2] ; [133.2  14.8],0
s6,1,0.774117,0.082366,[294 110] ; [103  41],[292.67883212 111.32116788] ; [104.32116788  39.67883212],0
s3,1,0.775971,0.080982,[240 161] ; [86 61],[238.55109489 162.44890511] ; [87.44890511 59.55109489],0
p7,1,0.784311,0.074915,[268 129] ; [99 45],[269.3142329 127.6857671] ; [97.6857671 46.3142329],0
p3,1,0.808276,0.05888,[219 190] ; [77 70],[217.74100719 191.25899281] ; [78.25899281 68.74100719],0
a3,1,0.927794,0.008212,[310  98] ; [113  35],[310.4028777  97.5971223] ; [112.5971223  35.4028777],0
p11,1,0.951055,0.003768,[335  77] ; [120  28],[334.75  77.25] ; [120.25  27.75],0
