Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.494352,[20  8] ; [15 70],[ 8.67256637 19.32743363] ; [26.32743363 58.67256637],1
p11,1,0.144491,2.129468,[23  6] ; [59 32],[19.81666667  9.18333333] ; [62.18333333 28.81666667],0
u1,1,0.219622,1.50684,[ 2 27] ; [ 2 89],[ 0.96666667 28.03333333] ; [ 3.03333333 87.96666667],0
d1,1,0.219622,1.50684,[ 2 27] ; [ 2 89],[ 0.96666667 28.03333333] ; [ 3.03333333 87.96666667],0
d3,1,0.228467,1.450382,[ 8 21] ; [36 54],[10.72268908 18.27731092] ; [33.27731092 56.72268908],0
a4,1,0.235572,1.406897,[ 3 26] ; [18 72],[ 5.11764706 23.88235294] ; [15.88235294 74.11764706],0
u2,1,0.249211,1.327721,[8 5] ; [25 32],[6.12857143 6.87142857] ; [26.87142857 30.12857143],0
b5,1,0.29173,1.111622,[13 16] ; [51 40],[15.46666667 13.53333333] ; [48.53333333 42.46666667],0
n2,1,0.291875,1.110951,[4 4] ; [23 10],[5.26829268 2.73170732] ; [21.73170732 11.26829268],0
d4,1,0.395989,0.720471,[15 14] ; [38 51],[13.02542373 15.97457627] ; [39.97457627 49.02542373],0
r3,1,0.398539,0.712731,[25  4] ; [72 19],[23.44166667  5.55833333] ; [73.55833333 17.44166667],0
n5,1,0.422613,0.643039,[20  9] ; [54 35],[18.18644068 10.81355932] ; [55.81355932 33.18644068],0
r4,1,0.428908,0.625778,[22  7] ; [62 29],[20.3  8.7] ; [63.7 27.3],0
p1,1,0.445614,0.581783,[ 4 25] ; [ 8 82],[ 2.92436975 26.07563025] ; [ 9.07563025 80.92436975],0
b3,1,0.502335,0.45,[5 9] ; [13 36],[ 4. 10.] ; [14. 35.],0
b2,1,0.502335,0.45,[5 9] ; [13 36],[ 4. 10.] ; [14. 35.],0
b4,1,0.537368,0.38044,[15 14] ; [53 38],[16.43333333 12.56666667] ; [51.56666667 39.43333333],0
n3,1,0.555126,0.348214,[4 3] ; [22 10],[4.66666667 2.33333333] ; [21.33333333 10.66666667],0
n4,1,0.570757,0.321418,[16 13] ; [55 35],[17.30252101 11.69747899] ; [53.69747899 36.30252101],0
a2,1,0.590488,0.289583,[ 2 27] ; [ 4 87],[ 1.45 27.55] ; [ 4.55 86.45],0
a8,1,0.594853,0.282829,[ 4 24] ; [ 9 76],[ 3.22123894 24.77876106] ; [ 9.77876106 75.22123894],0
s1,1,0.644151,0.213354,[ 1 28] ; [ 5 84],[ 1.47457627 27.52542373] ; [ 4.52542373 84.47457627],0
v2,1,0.647764,0.208731,[ 6 20] ; [24 63],[ 6.90265487 19.09734513] ; [23.09734513 63.90265487],0
v3,1,0.703537,0.144819,[ 6 21] ; [23 66],[ 6.75 20.25] ; [22.25 66.75],0
r1,1,0.770921,0.08478,[16 13] ; [53 38],[16.675 12.325] ; [52.325 38.675],0
b1,1,0.770921,0.08478,[13 16] ; [38 53],[12.325 16.675] ; [38.675 52.325],0
s4,1,0.83038,0.045888,[ 7 22] ; [20 70],[ 6.57983193 22.42016807] ; [20.42016807 69.57983193],0
p5,1,0.864485,0.029128,[ 2 27] ; [ 7 82],[ 2.21186441 26.78813559] ; [ 6.78813559 82.21186441],0
n1,1,0.868355,0.027473,[3 5] ; [11 21],[2.8 5.2] ; [11.2 20.8],0
a6,1,0.887803,0.019905,[16 13] ; [51 39],[16.32773109 12.67226891] ; [50.67226891 39.32773109],0
a7,1,0.962757,0.00218,[15 14] ; [47 43],[15.1092437 13.8907563] ; [46.8907563 43.1092437],0
d2,1,0.982545,0.000479,[ 6 23] ; [19 72],[ 6.04166667 22.95833333] ; [18.95833333 72.04166667],0
r2,1,0.982545,0.000479,[23  6] ; [72 19],[22.95833333  6.04166667] ; [72.04166667 18.95833333],0
u3,1,0.992803,8.1e-05,[5 8] ; [22 35],[5.01428571 7.98571429] ; [21.98571429 35.01428571],0
