Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,49.001726,[58  1] ; [11 23],[43.77419355 15.22580645] ; [25.22580645  8.77419355],1
b2,1,0.188678,1.727907,[ 9 25] ; [ 8 10],[11.11538462 22.88461538] ; [ 5.88461538 12.11538462],0
b3,1,0.188678,1.727907,[ 9 25] ; [ 8 10],[11.11538462 22.88461538] ; [ 5.88461538 12.11538462],0
v1,1,0.205178,1.60513,[27 32] ; [11 23],[24.10752688 34.89247312] ; [13.89247312 20.10752688],0
n2,1,0.220597,1.500487,[10  6] ; [ 7 10],[8.24242424 7.75757576] ; [8.75757576 8.24242424],0
p6,1,0.220699,1.499822,[13 43] ; [ 4 28],[10.81818182 45.18181818] ; [ 6.18181818 25.81818182],0
b1,1,0.253857,1.301955,[31 28] ; [22 12],[33.62365591 25.37634409] ; [19.37634409 14.62365591],0
a4,1,0.26631,1.235657,[26 33] ; [11 23],[23.47311828 35.52688172] ; [13.52688172 20.47311828],0
b4,1,0.324895,0.969137,[34 25] ; [16 18],[31.72043011 27.27956989] ; [18.27956989 15.72043011],0
v3,1,0.347257,0.883456,[16 38] ; [ 7 27],[14.11363636 39.88636364] ; [ 8.88636364 25.11363636],0
n1,1,0.392147,0.732274,[7 9] ; [ 5 12],[ 5.81818182 10.18181818] ; [ 6.18181818 10.81818182],0
s4,1,0.408975,0.681778,[ 4 55] ; [ 4 30],[ 5.07526882 53.92473118] ; [ 2.92473118 31.07526882],0
d2,1,0.58304,0.301346,[26 33] ; [13 21],[24.74193548 34.25806452] ; [14.25806452 19.74193548],0
a2,1,0.613334,0.255348,[13 46] ; [ 6 28],[12.05376344 46.94623656] ; [ 6.94623656 27.05376344],0
s1,1,0.623636,0.24079,[ 3 56] ; [ 1 33],[ 2.53763441 56.46236559] ; [ 1.46236559 32.53763441],0
p1,1,0.736505,0.113222,[ 4 54] ; [ 3 31],[ 4.41304348 53.58695652] ; [ 2.58695652 31.41304348],0
n4,1,0.813219,0.055826,[31 28] ; [17 17],[30.4516129 28.5483871] ; [17.5483871 16.4516129],0
p5,1,0.900208,0.015725,[ 3 54] ; [ 2 32],[ 3.13186813 53.86813187] ; [ 1.86813187 32.13186813],0
s5,1,0.917762,0.010661,[ 7 49] ; [ 4 30],[ 6.84444444 49.15555556] ; [ 4.15555556 29.84444444],0
