Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000651,11.623932,[8 4] ; [ 60 200],[3. 9.] ; [ 65. 195.],1
p12,1,0.689508,0.159619,[ 1 11] ; [ 15 253],[ 0.68571429 11.31428571] ; [ 15.31428571 252.68571429],0
b2,1,0.689711,0.159398,[4 5] ; [ 62 102],[3.43352601 5.56647399] ; [ 62.56647399 101.43352601],0
b3,1,0.689711,0.159398,[4 5] ; [ 62 102],[3.43352601 5.56647399] ; [ 62.56647399 101.43352601],0
a6,1,0.717314,0.131081,[9 4] ; [173  96],[8.39007092 4.60992908] ; [173.60992908  95.39007092],0
d3,1,0.779341,0.0785,[7 6] ; [156 114],[7.48763251 5.51236749] ; [155.51236749 114.48763251],0
n2,1,0.801702,0.063074,[4 1] ; [57 19],[3.7654321 1.2345679] ; [57.2345679 18.7654321],0
d5,1,0.818609,0.052594,[10  3] ; [200  70],[9.64664311 3.35335689] ; [200.35335689  69.64664311],0
r1,1,0.835349,0.0432,[10  3] ; [200  69],[9.68085106 3.31914894] ; [200.31914894  68.68085106],0
d1,1,0.857134,0.032408,[6 7] ; [132 139],[6.31690141 6.68309859] ; [131.68309859 139.31690141],0
a3,1,0.8974,0.016627,[9 4] ; [190  78],[9.20640569 3.79359431] ; [189.79359431  78.20640569],0
p2,1,0.898009,0.016429,[9 4] ; [183  88],[8.78873239 4.21126761] ; [183.21126761  87.78873239],0
d2,1,0.910644,0.012595,[6 7] ; [119 148],[5.80357143 7.19642857] ; [119.19642857 147.80357143],0
r2,1,0.916816,0.010909,[11  1] ; [246  20],[11.09352518  0.90647482] ; [245.90647482  20.09352518],0
d4,1,0.928721,0.008002,[10  3] ; [204  65],[9.86524823 3.13475177] ; [204.13475177  64.86524823],0
a8,1,0.955639,0.003094,[2 9] ; [ 44 207],[1.93129771 9.06870229] ; [ 44.06870229 206.93129771],0
p1,1,0.972461,0.001192,[ 1 12] ; [ 20 249],[ 0.96808511 12.03191489] ; [ 20.03191489 248.96808511],0
b5,1,0.983627,0.000421,[8 5] ; [166 105],[7.96478873 5.03521127] ; [166.03521127 104.96478873],0
