Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2.2e-05,18.0134,[39 16] ; [ 91 141],[24.91289199 30.08710801] ; [105.08710801 126.91289199],1
s1,1,0.244468,1.354643,[ 4 56] ; [  8 230],[ 2.41610738 57.58389262] ; [  9.58389262 228.41610738],0
a4,1,0.272646,1.203387,[34 26] ; [117 123],[30.2 29.8] ; [120.8 119.2],0
s8,1,0.308661,1.036395,[38 22] ; [134 105],[34.51505017 25.48494983] ; [137.48494983 101.51505017],0
u1,1,0.359035,0.841267,[16 44] ; [ 51 190],[13.35548173 46.64451827] ; [ 53.64451827 187.35548173],0
p11,1,0.372378,0.795712,[46 14] ; [197  44],[48.43853821 11.56146179] ; [194.56146179  46.43853821],0
r3,1,0.394897,0.723809,[57  2] ; [237   4],[57.82  1.18] ; [236.18   4.82],0
u4,1,0.423888,0.63951,[ 1 59] ; [  9 232],[ 1.99335548 58.00664452] ; [  8.00664452 232.99335548],0
v4,1,0.562707,0.335039,[58  2] ; [236   5],[58.60465116  1.39534884] ; [235.39534884   5.60465116],0
p5,1,0.567872,0.326257,[10 50] ; [ 48 193],[11.56146179 48.43853821] ; [ 46.43853821 194.56146179],0
r2,1,0.569687,0.323207,[58  2] ; [234   5],[58.59531773  1.40468227] ; [233.40468227   5.59531773],0
d5,1,0.570236,0.322288,[50  9] ; [195  44],[48.50671141 10.49328859] ; [196.49328859  42.50671141],0
p2,1,0.577355,0.31053,[52  8] ; [215  26],[53.22259136  6.77740864] ; [213.77740864  27.22259136],0
a3,1,0.609104,0.261481,[43 17] ; [179  60],[44.54849498 15.45150502] ; [177.45150502  61.54849498],0
u2,1,0.617848,0.248904,[9 8] ; [37 25],[9.89873418 7.10126582] ; [36.10126582 25.89873418],0
u3,1,0.640059,0.218665,[12  5] ; [40 22],[11.18987342  5.81012658] ; [40.81012658 21.18987342],0
a5,1,0.647449,0.209131,[47 13] ; [182  59],[45.64784053 14.35215947] ; [183.35215947  57.64784053],0
p7,1,0.660147,0.193345,[52  8] ; [200  37],[50.90909091  9.09090909] ; [201.09090909  35.90909091],0
a2,1,0.681275,0.168694,[17 43] ; [ 62 179],[15.74750831 44.25249169] ; [ 63.25249169 177.74750831],0
n3,1,0.787235,0.072848,[8 3] ; [36 11],[8.34482759 2.65517241] ; [35.65517241 11.34482759],0
b5,1,0.83339,0.04425,[36 24] ; [141 100],[35.28239203 24.71760797] ; [141.71760797  99.28239203],0
a6,1,0.838935,0.041313,[40 20] ; [156  83],[39.33110368 20.66889632] ; [156.66889632  82.33110368],0
b1,1,0.879099,0.023138,[24 36] ; [ 99 142],[24.51827243 35.48172757] ; [ 98.48172757 142.51827243],0
n2,1,0.900444,0.01565,[8 3] ; [34 14],[7.83050847 3.16949153] ; [34.16949153 13.83050847],0
p12,1,0.940559,0.00556,[ 8 52] ; [ 31 208],[ 7.82608696 52.17391304] ; [ 31.17391304 207.82608696],0
r1,1,0.945834,0.004616,[51  9] ; [204  37],[50.83056478  9.16943522] ; [204.16943522  36.83056478],0
n1,1,0.962953,0.002157,[5 6] ; [21 26],[4.93103448 6.06896552] ; [21.06896552 25.93103448],0
