Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000123,14.74359,[40 29] ; [10 36],[30. 39.] ; [20. 26.],1
r1,1,0.539444,0.37657,[53 16] ; [33 13],[51.6 17.4] ; [34.4 11.6],0
d5,1,0.552262,0.35328,[51 18] ; [37 10],[52.34482759 16.65517241] ; [35.65517241 11.34482759],0
n1,1,0.561496,0.33712,[ 5 14] ; [5 9],[ 5.75757576 13.24242424] ; [4.24242424 9.75757576],0
v2,1,0.567499,0.326886,[32 32] ; [20 25],[30.53211009 33.46788991] ; [21.46788991 23.53211009],0
d1,1,0.575695,0.313247,[33 36] ; [20 27],[31.52586207 37.47413793] ; [21.47413793 25.52586207],0
a3,1,0.577537,0.310233,[42 27] ; [31 16],[43.42241379 25.57758621] ; [29.57758621 17.42241379],0
s5,1,0.606438,0.265394,[17 52] ; [ 9 35],[15.87610619 53.12389381] ; [10.12389381 33.87610619],0
s3,1,0.614012,0.254373,[36 31] ; [23 24],[34.6754386 32.3245614] ; [24.3245614 22.6754386],0
v3,1,0.668669,0.183163,[16 50] ; [12 31],[16.95412844 49.04587156] ; [11.04587156 31.95412844],0
d3,1,0.670782,0.180689,[46 22] ; [30 17],[44.93913043 23.06086957] ; [31.06086957 15.93913043],0
v1,1,0.696448,0.152193,[31 36] ; [23 23],[32.01769912 34.98230088] ; [21.98230088 24.01769912],0
r3,1,0.725893,0.122916,[63  6] ; [42  5],[62.45689655  6.54310345] ; [42.54310345  4.45689655],0
a6,1,0.747174,0.103921,[48 21] ; [34 13],[48.77586207 20.22413793] ; [33.22413793 13.77586207],0
b5,1,0.752323,0.099589,[46 23] ; [30 17],[45.20689655 23.79310345] ; [30.79310345 16.20689655],0
p12,1,0.811231,0.057044,[ 2 67] ; [ 1 45],[ 1.8 67.2] ; [ 1.2 44.8],0
a8,1,0.81815,0.052866,[ 5 56] ; [ 3 40],[ 4.69230769 56.30769231] ; [ 3.30769231 39.69230769],0
u3,1,0.822229,0.050481,[17  9] ; [11  5],[17.33333333  8.66666667] ; [10.66666667  5.33333333],0
n4,1,0.841752,0.039862,[38 31] ; [25 22],[37.47413793 31.52586207] ; [25.52586207 21.47413793],0
a5,1,0.888673,0.019595,[42 27] ; [28 19],[41.63793103 27.36206897] ; [28.36206897 18.63793103],0
p9,1,0.925801,0.008673,[49 20] ; [33 14],[48.77586207 20.22413793] ; [33.22413793 13.77586207],0
a4,1,0.936731,0.006301,[23 46] ; [16 31],[23.19827586 45.80172414] ; [15.80172414 31.19827586],0
s4,1,0.966826,0.00173,[13 56] ; [ 9 38],[13.0862069 55.9137931] ; [ 8.9137931 38.0862069],0
n3,1,0.981629,0.00053,[14  5] ; [11  4],[13.97058824  5.02941176] ; [11.02941176  3.97058824],0
