Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.005943,7.567547,[3 1] ; [ 3 20],[0.88888889 3.11111111] ; [ 5.11111111 17.88888889],0
p8,1,0.473604,0.513554,[ 3 12] ; [11 26],[ 4.03846154 10.96153846] ; [ 9.96153846 27.03846154],0
u1,1,0.487413,0.482233,[ 1 14] ; [ 1 37],[ 0.56603774 14.43396226] ; [ 1.43396226 36.56603774],0
n5,1,0.510073,0.433918,[8 7] ; [24 14],[9.05660377 5.94339623] ; [22.94339623 15.05660377],0
a7,1,0.511219,0.431571,[9 6] ; [19 19],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
d5,1,0.572251,0.31893,[8 7] ; [17 21],[7.0754717 7.9245283] ; [17.9245283 20.0754717],0
n6,1,0.611151,0.258502,[7 7] ; [22 16],[7.80769231 6.19230769] ; [21.19230769 16.80769231],0
n2,1,0.68017,0.169935,[5 4] ; [8 9],[4.5 4.5] ; [8.5 8.5],0
r1,1,0.69217,0.156746,[6 9] ; [13 25],[5.37735849 9.62264151] ; [13.62264151 24.37735849],0
d2,1,0.754042,0.098166,[ 5 10] ; [11 27],[ 4.52830189 10.47169811] ; [11.47169811 26.52830189],0
s5,1,0.771408,0.08441,[ 2 13] ; [ 4 34],[ 1.69811321 13.30188679] ; [ 4.30188679 33.69811321],0
r4,1,0.772816,0.083344,[ 3 12] ; [ 9 29],[ 3.39622642 11.60377358] ; [ 8.60377358 29.39622642],0
p6,1,0.796449,0.066536,[ 2 13] ; [ 4 33],[ 1.73076923 13.26923077] ; [ 4.26923077 32.73076923],0
p12,1,0.842122,0.039673,[ 1 14] ; [ 2 36],[ 0.8490566 14.1509434] ; [ 2.1509434 35.8490566],0
p5,1,0.859726,0.031231,[ 1 14] ; [ 2 35],[ 0.86538462 14.13461538] ; [ 2.13461538 34.86538462],0
n3,1,0.872518,0.025748,[5 4] ; [10  7],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
s1,1,0.87882,0.023246,[ 1 14] ; [ 3 35],[ 1.13207547 13.86792453] ; [ 2.86792453 35.13207547],0
n4,1,0.96323,0.002125,[8 7] ; [20 18],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
v4,1,0.96323,0.002125,[8 7] ; [20 18],[7.9245283 7.0754717] ; [20.0754717 17.9245283],0
s3,1,0.988065,0.000224,[ 3 11] ; [ 8 29],[ 3.01960784 10.98039216] ; [ 7.98039216 29.01960784],0
