Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,2e-06,23.077353,[365  30] ; [33 14],[355.67873303  39.32126697] ; [42.32126697  4.67873303],1
s2,1,0.289045,1.124066,[220 173] ; [23 25],[216.55102041 176.44897959] ; [26.44897959 21.55102041],0
v4,1,0.340864,0.907178,[380  14] ; [44  3],[378.81179138  15.18820862] ; [45.18820862  1.81179138],0
s3,1,0.363387,0.826155,[239 153] ; [26 22],[236.09090909 155.90909091] ; [28.90909091 19.09090909],0
a6,1,0.377999,0.777199,[271 123] ; [30 18],[268.31221719 125.68778281] ; [32.68778281 15.31221719],0
p1,1,0.421092,0.647267,[ 39 357] ; [ 3 45],[ 37.45945946 358.54054054] ; [ 4.54054054 43.45945946],0
b3,1,0.434697,0.610242,[106 152] ; [ 9 18],[104.10526316 153.89473684] ; [10.89473684 16.10526316],0
b2,1,0.434697,0.610242,[106 152] ; [ 9 18],[104.10526316 153.89473684] ; [10.89473684 16.10526316],0
s8,1,0.446341,0.579927,[203 190] ; [22 26],[200.51020408 192.48979592] ; [24.48979592 23.51020408],0
d3,1,0.460775,0.544011,[273 122] ; [30 17],[270.78054299 124.21945701] ; [32.21945701 14.78054299],0
p11,1,0.479427,0.500166,[338  59] ; [39  9],[336.33483146  60.66516854] ; [40.66516854  7.33483146],0
n3,1,0.50119,0.452417,[45 18] ; [12  3],[46.03846154 16.96153846] ; [10.96153846  4.03846154],0
p8,1,0.50524,0.443912,[277 115] ; [31 16],[275.02505695 116.97494305] ; [32.97494305 14.02505695],0
n2,1,0.519019,0.415843,[50 13] ; [13  2],[50.88461538 12.11538462] ; [12.11538462  2.88461538],0
n1,1,0.591797,0.287547,[27 35] ; [5 9],[26.10526316 35.89473684] ; [5.89473684 8.10526316],0
v2,1,0.68084,0.169182,[238 147] ; [27 19],[236.71693735 148.28306265] ; [28.28306265 17.71693735],0
u3,1,0.738783,0.111199,[53 45] ; [10 10],[52.3220339 45.6779661] ; [10.6779661  9.3220339],0
p4,1,0.760281,0.093093,[288 107] ; [34 14],[287.11060948 107.88939052] ; [34.88939052 13.11060948],0
a7,1,0.778883,0.078835,[280 116] ; [33 15],[279.16216216 116.83783784] ; [33.83783784 14.16216216],0
s1,1,0.844693,0.038374,[ 10 382] ; [ 1 47],[  9.8 382.2] ; [ 1.2 46.8],0
u4,1,0.93344,0.006975,[  9 387] ; [ 1 47],[  8.91891892 387.08108108] ; [ 1.08108108 46.91891892],0
b4,1,0.972521,0.001187,[214 183] ; [26 22],[214.11235955 182.88764045] ; [25.88764045 22.11235955],0
