Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,81.042976,[364  98] ; [66 96],[318.36538462 143.63461538] ; [111.63461538  50.36538462],1
r3,1,0.036929,4.353675,[446  16] ; [150  12],[441.26923077  20.73076923] ; [154.73076923   7.26923077],0
d4,1,0.049805,3.848025,[397  65] ; [127  33],[389.20900322  72.79099678] ; [134.79099678  25.20900322],0
p4,1,0.050834,3.813744,[278 182] ; [82 77],[267.52827141 192.47172859] ; [92.47172859 66.52827141],0
s5,1,0.063254,3.449938,[131 321] ; [58 99],[140.27586207 311.72413793] ; [ 48.72413793 108.27586207],0
p1,1,0.069968,3.28376,[ 44 416] ; [  8 153],[ 38.51851852 421.48148148] ; [ 13.48148148 147.51851852],0
a5,1,0.167528,1.904924,[360 104] ; [117  45],[353.55910543 110.44089457] ; [123.44089457  38.55910543],0
r2,1,0.174943,1.840066,[446  15] ; [150   9],[443.15483871  17.84516129] ; [152.84516129   6.15483871],0
u4,1,0.206229,1.597703,[  9 455] ; [  6 156],[ 11.11821086 452.88178914] ; [  3.88178914 158.11821086],0
s8,1,0.243426,1.360641,[198 261] ; [78 83],[204.32903226 254.67096774] ; [71.67096774 89.32903226],0
u2,1,0.289481,1.122034,[82 49] ; [23 20],[79.05172414 51.94827586] ; [25.94827586 17.05172414],0
a4,1,0.364371,0.822772,[220 242] ; [70 91],[215.05617978 246.94382022] ; [74.94382022 86.05617978],0
s2,1,0.375864,0.784187,[221 238] ; [71 90],[216.17419355 242.82580645] ; [75.82580645 85.17419355],0
s6,1,0.385031,0.754578,[299 161] ; [96 61],[294.48946515 165.51053485] ; [100.51053485  56.48946515],0
s1,1,0.398713,0.712204,[ 16 441] ; [  8 152],[ 17.77633712 439.22366288] ; [  6.22366288 153.77633712],0
a8,1,0.418315,0.655045,[ 70 339] ; [ 22 132],[ 66.8348135 342.1651865] ; [ 25.1651865 128.8348135],0
d2,1,0.422589,0.643103,[236 225] ; [77 85],[231.60995185 229.39004815] ; [81.39004815 80.60995185],0
n3,1,0.436101,0.606521,[73 30] ; [25 14],[71.08450704 31.91549296] ; [26.91549296 12.08450704],0
p12,1,0.450019,0.570603,[ 41 420] ; [ 11 147],[ 38.726979 422.273021] ; [ 13.273021 144.726979],0
v1,1,0.493882,0.468057,[249 203] ; [92 66],[252.67540984 199.32459016] ; [88.32459016 69.67540984],0
p6,1,0.51249,0.428979,[159 299] ; [ 50 107],[155.64552846 302.35447154] ; [ 53.35447154 103.64552846],0
a1,1,0.516227,0.421425,[ 20 444] ; [  9 153],[ 21.49520767 442.50479233] ; [  7.50479233 154.49520767],0
n6,1,0.543281,0.369492,[381  80] ; [128  31],[378.46612903  82.53387097] ; [130.53387097  28.46612903],0
p3,1,0.639352,0.21959,[226 235] ; [75 85],[223.44766506 237.55233494] ; [77.55233494 82.44766506],0
p7,1,0.647523,0.209037,[289 161] ; [97 59],[286.63366337 163.36633663] ; [99.36633663 56.63366337],0
p5,1,0.702563,0.145819,[ 53 407] ; [ 20 138],[ 54.33656958 405.66343042] ; [ 18.66343042 139.33656958],0
a3,1,0.78845,0.071998,[330 130] ; [118  44],[331.31832797 128.68167203] ; [116.68167203  45.31832797],0
n1,1,0.802029,0.062862,[39 63] ; [17 25],[39.66666667 62.33333333] ; [16.33333333 25.66666667],0
s7,1,0.803156,0.062133,[212 225] ; [77 78],[213.33277027 223.66722973] ; [75.66722973 79.33277027],0
n5,1,0.873435,0.025376,[345 116] ; [120  39],[345.75 115.25] ; [119.25  39.75],0
v3,1,0.897453,0.01661,[188 253] ; [67 88],[188.68288591 252.31711409] ; [66.31711409 88.68288591],0
s3,1,0.903088,0.014826,[243 210] ; [86 76],[242.33658537 210.66341463] ; [86.66341463 75.33658537],0
b4,1,0.927276,0.008331,[274 190] ; [95 67],[273.50798722 190.49201278] ; [95.49201278 66.50798722],0
n2,1,0.959751,0.002547,[74 29] ; [30 12],[73.87586207 29.12413793] ; [30.12413793 11.87586207],0
p11,1,0.988688,0.000201,[364 100] ; [127  35],[363.93610224 100.06389776] ; [127.06389776  34.93610224],0
n4,1,0.999428,1e-06,[366  98] ; [127  34],[366.0032  97.9968] ; [126.9968  34.0032],0
