Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,6.8e-05,15.877633,[25 27] ; [ 56 204],[13.5 38.5] ; [ 67.5 192.5],1
d1,1,0.261021,1.263333,[29 27] ; [160 107],[32.76780186 23.23219814] ; [156.23219814 110.76780186],0
v1,1,0.262891,1.253467,[21 35] ; [117 139],[24.76923077 31.23076923] ; [113.23076923 142.76923077],0
s8,1,0.331132,0.944464,[24 32] ; [ 96 171],[20.80495356 35.19504644] ; [ 99.19504644 167.80495356],0
d5,1,0.341502,0.904783,[44 12] ; [223  43],[46.43478261  9.56521739] ; [220.56521739  45.43478261],0
a1,1,0.348409,0.879242,[ 1 55] ; [ 12 255],[ 2.25386997 53.74613003] ; [ 10.74613003 256.25386997],0
a2,1,0.366344,0.816029,[14 42] ; [ 83 184],[16.81733746 39.18266254] ; [ 80.18266254 186.81733746],0
d2,1,0.37085,0.800813,[24 32] ; [131 134],[27.04049844 28.95950156] ; [127.95950156 137.04049844],0
s1,1,0.389765,0.739676,[ 1 55] ; [ 11 251],[ 2.11320755 53.88679245] ; [  9.88679245 252.11320755],0
r4,1,0.406133,0.690092,[50  6] ; [227  40],[48.0247678  7.9752322] ; [228.9752322  38.0247678],0
d3,1,0.434556,0.610615,[45 11] ; [200  65],[42.74143302 13.25856698] ; [202.25856698  62.74143302],0
d4,1,0.479696,0.499553,[45 11] ; [224  42],[46.7826087  9.2173913] ; [222.2173913  43.7826087],0
p2,1,0.565007,0.331108,[39 17] ; [196  71],[40.74303406 15.25696594] ; [194.25696594  72.74303406],0
p1,1,0.577858,0.309711,[ 4 52] ; [ 14 252],[ 3.13043478 52.86956522] ; [ 14.86956522 251.13043478],0
b4,1,0.578207,0.309143,[36 20] ; [161 106],[34.15479876 21.84520124] ; [162.84520124 104.15479876],0
n3,1,0.586482,0.295872,[14  4] ; [55 22],[13.07368421  4.92631579] ; [55.92631579 21.07368421],0
a4,1,0.58893,0.292019,[24 32] ; [125 142],[25.83281734 30.16718266] ; [123.16718266 143.83281734],0
s7,1,0.590635,0.289354,[25 30] ; [105 148],[23.21428571 31.78571429] ; [106.78571429 146.21428571],0
p4,1,0.598342,0.277504,[27 29] ; [118 148],[25.2173913 30.7826087] ; [119.7826087 146.2173913],0
p3,1,0.610773,0.259051,[18 38] ; [ 95 171],[19.65217391 36.34782609] ; [ 93.34782609 172.65217391],0
p6,1,0.740275,0.109885,[12 44] ; [ 62 202],[12.95 43.05] ; [ 61.05 202.95],0
a5,1,0.751444,0.100322,[40 16] ; [185  82],[39.00928793 16.99071207] ; [185.99071207  81.00928793],0
r1,1,0.761208,0.092352,[42 14] ; [203  61],[42.875 13.125] ; [202.125  61.875],0
u3,1,0.9139,0.01169,[8 5] ; [53 31],[8.17525773 4.82474227] ; [52.82474227 31.17525773],0
r3,1,0.928592,0.008031,[53  3] ; [250  15],[52.85981308  3.14018692] ; [250.14018692  14.85981308],0
v2,1,0.934286,0.006799,[30 24] ; [139 114],[29.72638436 24.27361564] ; [139.27361564 113.72638436],0
p5,1,0.938274,0.005997,[ 2 54] ; [ 10 254],[ 2.1 53.9] ; [  9.9 254.1],0
p7,1,0.949817,0.003961,[22 33] ; [106 156],[22.20820189 32.79179811] ; [105.79179811 156.20820189],0
u1,1,0.952512,0.003546,[13 43] ; [ 61 206],[12.82972136 43.17027864] ; [ 61.17027864 205.82972136],0
p10,1,0.979187,0.000681,[41 15] ; [193  70],[41.07836991 14.92163009] ; [192.92163009  70.07836991],0
