Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-05,19.560458,[ 80 268] ; [33 34],[ 94.75662651 253.24337349] ; [18.24337349 48.75662651],1
a2,1,0.466008,0.531425,[ 90 272] ; [15 57],[ 87.58064516 274.41935484] ; [17.41935484 54.58064516],0
d5,1,0.48022,0.498364,[288  73] ; [54 17],[285.79166667  75.20833333] ; [56.20833333 14.79166667],0
a5,1,0.481797,0.494793,[241 121] ; [51 21],[243.55760369 118.44239631] ; [48.44239631 23.55760369],0
d1,1,0.492138,0.471847,[197 165] ; [36 36],[194.34562212 167.65437788] ; [38.65437788 33.34562212],0
b5,1,0.519902,0.414087,[232 130] ; [49 23],[234.38248848 127.61751152] ; [46.61751152 25.38248848],0
u3,1,0.533931,0.386905,[66 46] ; [12  6],[67.2 44.8] ; [10.8  7.2],0
d4,1,0.551607,0.354447,[291  69] ; [56 16],[289.16666667  70.83333333] ; [57.83333333 14.16666667],0
a1,1,0.585334,0.29769,[ 15 347] ; [ 2 70],[ 14.1797235 347.8202765] ; [ 2.8202765 69.1797235],0
p4,1,0.63367,0.227117,[161 199] ; [30 42],[159.16666667 200.83333333] ; [31.83333333 40.16666667],0
a4,1,0.648726,0.20751,[166 195] ; [31 41],[164.24249423 196.75750577] ; [32.75750577 39.24249423],0
p6,1,0.655999,0.19842,[ 83 274] ; [15 57],[ 81.55244755 275.44755245] ; [16.44755245 55.55244755],0
b4,1,0.685595,0.163896,[217 145] ; [45 27],[218.53456221 143.46543779] ; [43.46543779 28.53456221],0
p7,1,0.693623,0.155191,[154 201] ; [29 42],[152.5 202.5] ; [30.5 40.5],0
u1,1,0.764963,0.089383,[ 65 297] ; [14 58],[ 65.89400922 296.10599078] ; [13.10599078 58.89400922],0
n3,1,0.782846,0.075962,[81 28] ; [20  6],[81.54814815 27.45185185] ; [19.45185185  6.54814815],0
r1,1,0.810123,0.057729,[274  85] ; [54 18],[273.20649652  85.79350348] ; [54.79350348 17.20649652],0
v2,1,0.839345,0.0411,[183 159] ; [36 33],[182.23357664 159.76642336] ; [36.76642336 32.23357664],0
a6,1,0.878664,0.023306,[244 117] ; [48 24],[243.44572748 117.55427252] ; [48.55427252 23.44572748],0
n6,1,0.957572,0.00283,[286  74] ; [57 15],[285.83333333  74.16666667] ; [57.16666667 14.83333333],0
p3,1,0.987505,0.000245,[125 236] ; [25 47],[125.05773672 235.94226328] ; [24.94226328 47.05773672],0
