Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5.7e-05,16.201451,[119  39] ; [18 24],[108.23  49.77] ; [28.77 13.23],1
s1,1,0.2793,1.170491,[  8 150] ; [ 4 38],[  9.48 148.52] ; [ 2.52 39.48],0
a2,1,0.320434,0.987174,[ 44 114] ; [15 27],[ 46.61 111.39] ; [12.39 29.61],0
u4,1,0.3526,0.864079,[  6 152] ; [ 3 39],[  7.11 150.89] ; [ 1.89 40.11],0
v2,1,0.357016,0.848364,[90 63] ; [28 14],[92.58461538 60.41538462] ; [25.41538462 16.58461538],0
s8,1,0.3764,0.782427,[112  45] ; [27 15],[109.66331658  47.33668342] ; [29.33668342 12.66331658],0
n4,1,0.389993,0.738963,[133  25] ; [33  9],[131.14  26.86] ; [34.86  7.14],0
n2,1,0.398729,0.712155,[22  4] ; [8 3],[21.08108108  4.91891892] ; [8.91891892 2.08108108],0
b5,1,0.438812,0.599387,[95 63] ; [28 14],[97.17 60.83] ; [25.83 16.17],0
u2,1,0.45861,0.549285,[24 13] ; [7 2],[24.93478261 12.06521739] ; [6.06521739 2.93478261],0
v3,1,0.573432,0.316973,[63 89] ; [15 26],[61.43005181 90.56994819] ; [16.56994819 24.43005181],0
a5,1,0.615003,0.252954,[126  32] ; [32 10],[124.82  33.18] ; [33.18  8.82],0
d4,1,0.628234,0.234464,[138  18] ; [36  6],[137.09090909  18.90909091] ; [36.90909091  5.09090909],0
d1,1,0.645738,0.211316,[107  51] ; [30 12],[108.23  49.77] ; [28.77 13.23],0
r2,1,0.66946,0.182234,[151   6] ; [40  1],[151.44949495   5.55050505] ; [39.55050505  1.44949495],0
r4,1,0.682139,0.167728,[146  12] ; [38  4],[145.36  12.64] ; [38.64  3.36],0
a4,1,0.698776,0.149748,[85 73] ; [24 18],[86.11 71.89] ; [22.89 19.11],0
a1,1,0.722719,0.125902,[ 14 144] ; [ 3 39],[ 13.43 144.57] ; [ 3.57 38.43],0
d5,1,0.753534,0.098585,[130  26] ; [35  6],[130.65989848  25.34010152] ; [34.34010152  6.65989848],0
s5,1,0.76633,0.088315,[88 63] ; [20 16],[87.20855615 63.79144385] ; [20.79144385 15.20855615],0
n1,1,0.800391,0.063929,[13 13] ; [6 5],[13.35135135 12.64864865] ; [5.64864865 5.35135135],0
p1,1,0.822945,0.050068,[ 21 137] ; [ 6 35],[ 21.43718593 136.56281407] ; [ 5.56281407 35.43718593],0
u3,1,0.833108,0.044402,[26 11] ; [6 3],[25.73913043 11.26086957] ; [6.26086957 2.73913043],0
a3,1,0.836326,0.042682,[121  36] ; [33  9],[121.49748744  35.50251256] ; [32.50251256  9.49748744],0
r1,1,0.87295,0.025572,[130  28] ; [35  7],[130.35  27.65] ; [34.65  7.35],0
r3,1,0.902174,0.015108,[151   7] ; [39  2],[150.85427136   7.14572864] ; [39.14572864  1.85427136],0
b2,1,0.96697,0.001715,[51 55] ; [10 11],[50.91338583 55.08661417] ; [10.08661417 10.91338583],0
b3,1,0.96697,0.001715,[51 55] ; [10 11],[50.91338583 55.08661417] ; [10.08661417 10.91338583],0
b4,1,0.96941,0.001471,[86 72] ; [23 19],[86.11 71.89] ; [22.89 19.11],0
a8,1,0.987232,0.000256,[ 25 126] ; [ 6 30],[ 25.03208556 125.96791444] ; [ 5.96791444 30.03208556],0
s4,1,0.995134,3.7e-05,[ 40 113] ; [11 31],[ 40.01538462 112.98461538] ; [10.98461538 31.01538462],0
