Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.3e-05,19.019792,[ 5 25] ; [20  7],[13.15789474 16.84210526] ; [11.84210526 15.15789474],1
n3,1,0.3785,0.775567,[ 8 11] ; [7 5],[9.19354839 9.80645161] ; [5.80645161 6.19354839],0
a3,1,0.440219,0.595712,[16 13] ; [17  9],[17.4 11.6] ; [15.6 10.4],0
a6,1,0.520137,0.413621,[13 17] ; [14 13],[14.21052632 15.78947368] ; [12.78947368 14.21052632],0
r1,1,0.550087,0.357161,[11 19] ; [12 15],[12.10526316 17.89473684] ; [10.89473684 16.10526316],0
a2,1,0.553678,0.350769,[ 2 28] ; [ 3 24],[ 2.63157895 27.36842105] ; [ 2.36842105 24.63157895],0
u2,1,0.558185,0.342857,[ 4 10] ; [4 6],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
b2,1,0.56409,0.332671,[ 8 14] ; [ 5 13],[ 7.15 14.85] ; [ 5.85 12.15],0
b3,1,0.56409,0.332671,[ 8 14] ; [ 5 13],[ 7.15 14.85] ; [ 5.85 12.15],0
a4,1,0.577084,0.310973,[11 18] ; [ 8 18],[10.01818182 18.98181818] ; [ 8.98181818 17.01818182],0
p1,1,0.591927,0.287346,[ 4 26] ; [ 5 22],[ 4.73684211 25.26315789] ; [ 4.26315789 22.73684211],0
p7,1,0.593955,0.284211,[ 8 22] ; [ 8 16],[ 8.88888889 21.11111111] ; [ 7.11111111 16.88888889],0
b1,1,0.652577,0.202667,[16 14] ; [16 11],[16.84210526 13.15789474] ; [15.15789474 11.84210526],0
n1,1,0.783779,0.075294,[ 9 11] ; [6 6],[ 9.375 10.625] ; [5.625 6.375],0
s1,1,0.798545,0.065143,[ 4 26] ; [ 3 24],[ 3.68421053 26.31578947] ; [ 3.31578947 23.68421053],0
a1,1,0.848177,0.036651,[ 5 25] ; [ 4 23],[ 4.73684211 25.26315789] ; [ 4.26315789 22.73684211],0
a8,1,0.871994,0.025962,[ 1 29] ; [ 1 23],[ 1.11111111 28.88888889] ; [ 0.88888889 23.11111111],0
d1,1,0.975654,0.000931,[ 9 21] ; [ 8 19],[ 8.94736842 21.05263158] ; [ 8.05263158 18.94736842],0
n4,1,0.976909,0.000838,[19 11] ; [17 10],[18.94736842 11.05263158] ; [17.05263158  9.94736842],0
n5,1,1.0,0.0,[20 10] ; [18  9],[20. 10.] ; [18.  9.],0
