Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000792,11.259144,[ 8 18] ; [31 12],[14.69565217 11.30434783] ; [24.30434783 18.69565217],1
d5,1,0.331986,0.941136,[17  9] ; [23 20],[15.07246377 10.92753623] ; [24.92753623 18.07246377],0
v1,1,0.363274,0.826543,[ 9 16] ; [11 32],[ 7.35294118 17.64705882] ; [12.64705882 30.35294118],0
p8,1,0.407143,0.687129,[ 5 21] ; [ 5 37],[ 3.82352941 22.17647059] ; [ 6.17647059 35.82352941],0
a3,1,0.426616,0.632018,[13 12] ; [26 16],[14.55223881 10.44776119] ; [24.44776119 17.55223881],0
p4,1,0.44658,0.579317,[ 7 19] ; [ 8 34],[ 5.73529412 20.26470588] ; [ 9.26470588 32.73529412],0
p10,1,0.524748,0.404551,[10 16] ; [13 29],[ 8.79411765 17.20588235] ; [14.20588235 27.79411765],0
u3,1,0.580498,0.30543,[ 2 11] ; [ 4 13],[ 2.6 10.4] ; [ 3.4 13.6],0
s4,1,0.587772,0.293837,[ 3 23] ; [ 7 36],[ 3.76811594 22.23188406] ; [ 6.23188406 36.76811594],0
n2,1,0.618228,0.248366,[7 7] ; [10 14],[6.26315789 7.73684211] ; [10.73684211 13.26315789],0
s7,1,0.679944,0.170189,[ 5 18] ; [ 7 33],[ 4.38095238 18.61904762] ; [ 7.61904762 32.38095238],0
v3,1,0.694466,0.154293,[ 5 21] ; [10 33],[ 5.65217391 20.34782609] ; [ 9.34782609 33.65217391],0
n3,1,0.717269,0.131125,[5 9] ; [10 14],[5.52631579 8.47368421] ; [ 9.47368421 14.52631579],0
r2,1,0.744383,0.106312,[16 10] ; [23 17],[15.36363636 10.63636364] ; [23.63636364 16.36363636],0
b1,1,0.764469,0.089771,[16 10] ; [28 15],[16.57971014  9.42028986] ; [27.42028986 15.57971014],0
u2,1,0.793475,0.06854,[3 9] ; [ 5 12],[3.31034483 8.68965517] ; [ 4.68965517 12.31034483],0
s8,1,0.818091,0.052901,[ 2 24] ; [ 4 39],[ 2.26086957 23.73913043] ; [ 3.73913043 39.26086957],0
a6,1,0.828808,0.046756,[12 14] ; [21 22],[12.43478261 13.56521739] ; [20.56521739 22.43478261],0
a5,1,0.828808,0.046756,[12 14] ; [21 22],[12.43478261 13.56521739] ; [20.56521739 22.43478261],0
r1,1,0.860556,0.030859,[ 9 17] ; [14 29],[ 8.66666667 17.33333333] ; [14.33333333 28.66666667],0
a8,1,0.868063,0.027596,[ 1 24] ; [ 2 39],[ 1.13636364 23.86363636] ; [ 1.86363636 39.13636364],0
u1,1,0.873751,0.025248,[ 1 25] ; [ 2 41],[ 1.13043478 24.86956522] ; [ 1.86956522 41.13043478],0
d2,1,0.881451,0.02224,[11 15] ; [17 25],[10.70588235 15.29411765] ; [17.29411765 24.70588235],0
b4,1,0.92541,0.008765,[13 13] ; [21 22],[12.8115942 13.1884058] ; [21.1884058 21.8115942],0
s1,1,0.991027,0.000126,[ 3 23] ; [ 5 38],[ 3.01449275 22.98550725] ; [ 4.98550725 38.01449275],0
a2,1,0.991027,0.000126,[ 3 23] ; [ 5 38],[ 3.01449275 22.98550725] ; [ 4.98550725 38.01449275],0
