Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.273417,[298 126] ; [80  6],[314.25882353 109.74117647] ; [63.74117647 22.25882353],1
s1,1,0.243261,1.361594,[ 13 411] ; [ 5 85],[ 14.84824903 409.15175097] ; [ 3.15175097 86.84824903],0
u1,1,0.246388,1.343669,[ 82 348] ; [22 68],[ 86. 344.] ; [18. 72.],0
u4,1,0.268971,1.221985,[ 14 416] ; [ 1 89],[ 12.40384615 417.59615385] ; [ 2.59615385 87.40384615],0
d1,1,0.291673,1.111881,[271 159] ; [62 28],[275.36538462 154.63461538] ; [57.63461538 32.36538462],0
p9,1,0.314028,1.013657,[377  50] ; [76 14],[374.14119923  52.85880077] ; [78.85880077 11.14119923],0
p2,1,0.324194,0.97195,[385  42] ; [78 12],[382.40038685  44.59961315] ; [80.59961315  9.40038685],0
p1,1,0.324194,0.97195,[ 42 385] ; [12 78],[ 44.59961315 382.40038685] ; [ 9.40038685 80.59961315],0
d3,1,0.330298,0.947729,[308 122] ; [69 21],[311.75 118.25] ; [65.25 24.75],0
a1,1,0.382065,0.764047,[ 24 406] ; [ 3 87],[ 22.32692308 407.67307692] ; [ 4.67307692 85.32692308],0
a7,1,0.46418,0.535797,[321 108] ; [64 26],[318.23699422 110.76300578] ; [66.76300578 23.23699422],0
p8,1,0.477444,0.504697,[266 161] ; [59 30],[268.94379845 158.05620155] ; [56.05620155 32.94379845],0
n5,1,0.49684,0.461681,[341  86] ; [69 21],[338.62669246  88.37330754] ; [71.37330754 18.62669246],0
d2,1,0.510838,0.432351,[222 207] ; [50 40],[224.83236994 204.16763006] ; [47.16763006 42.83236994],0
p10,1,0.533428,0.387857,[365  60] ; [75 15],[363.10679612  61.89320388] ; [76.89320388 13.10679612],0
d5,1,0.547611,0.361614,[361  68] ; [78 12],[362.87283237  66.12716763] ; [76.12716763 13.87283237],0
p12,1,0.552767,0.352384,[ 42 387] ; [ 7 83],[ 40.50289017 388.49710983] ; [ 8.49710983 81.50289017],0
r2,1,0.571125,0.320803,[403  22] ; [84  6],[401.89320388  23.10679612] ; [85.10679612  4.89320388],0
r4,1,0.600962,0.273548,[403  27] ; [83  7],[401.88461538  28.11538462] ; [84.11538462  5.88461538],0
r1,1,0.610042,0.260114,[351  76] ; [76 14],[352.66731141  74.33268859] ; [74.33268859 15.66731141],0
a2,1,0.631866,0.229539,[109 321] ; [25 65],[110.80769231 319.19230769] ; [23.19230769 66.80769231],0
p5,1,0.640997,0.217441,[ 70 356] ; [13 77],[ 68.52325581 357.47674419] ; [14.47674419 75.52325581],0
a4,1,0.657289,0.196833,[203 225] ; [45 45],[204.91119691 223.08880309] ; [43.08880309 46.91119691],0
a5,1,0.662531,0.190464,[334  96] ; [68 22],[332.42307692  97.57692308] ; [69.57692308 20.42307692],0
v4,1,0.666377,0.185869,[413  15] ; [86  4],[412.3011583  15.6988417] ; [86.6988417  3.3011583],0
n3,1,0.68411,0.165536,[57 16] ; [14  5],[56.33695652 16.66304348] ; [14.66304348  4.33695652],0
b1,1,0.718575,0.129862,[168 262] ; [37 53],[169.51923077 260.48076923] ; [35.48076923 54.51923077],0
b5,1,0.800519,0.063845,[247 183] ; [53 37],[248.07692308 181.92307692] ; [51.92307692 38.07692308],0
u3,1,0.803809,0.061713,[73 46] ; [16  9],[73.54861111 45.45138889] ; [15.45138889  9.54861111],0
n1,1,0.818526,0.052643,[29 44] ; [ 7 12],[28.56521739 44.43478261] ; [ 7.43478261 11.56521739],0
a6,1,0.819022,0.052351,[292 138] ; [60 30],[291.07692308 138.92307692] ; [60.92307692 29.07692308],0
a3,1,0.934666,0.00672,[308 121] ; [65 25],[308.31791908 120.68208092] ; [64.68208092 25.31791908],0
d4,1,0.935051,0.006641,[359  70] ; [75 15],[358.73988439  70.26011561] ; [75.26011561 14.73988439],0
n2,1,0.979655,0.00065,[54 19] ; [14  5],[53.95652174 19.04347826] ; [14.04347826  4.95652174],0
n6,1,0.986338,0.000293,[370  58] ; [77 12],[370.05029014  57.94970986] ; [76.94970986 12.05029014],0
