Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.173788,[ 9 23] ; [50  9],[20.74725275 11.25274725] ; [38.25274725 20.74725275],1
p11,1,0.456264,0.555045,[11 21] ; [25 34],[12.65934066 19.34065934] ; [23.34065934 35.65934066],0
s8,1,0.463658,0.53705,[ 5 27] ; [13 46],[ 6.32967033 25.67032967] ; [11.67032967 47.32967033],0
n4,1,0.502184,0.450317,[15 17] ; [32 27],[16.52747253 15.47252747] ; [30.47252747 28.52747253],0
p6,1,0.505743,0.442865,[ 4 27] ; [ 5 54],[ 3.1 27.9] ; [ 5.9 53.1],0
u1,1,0.525094,0.403876,[ 2 30] ; [ 2 57],[ 1.40659341 30.59340659] ; [ 2.59340659 56.40659341],0
d1,1,0.544108,0.367979,[12 20] ; [26 33],[13.36263736 18.63736264] ; [24.63736264 34.36263736],0
p9,1,0.567504,0.326877,[18 13] ; [30 28],[16.71910112 14.28089888] ; [31.28089888 26.71910112],0
a2,1,0.612674,0.2563,[ 5 27] ; [ 7 52],[ 4.21978022 27.78021978] ; [ 7.78021978 51.21978022],0
v1,1,0.624811,0.239163,[12 19] ; [26 33],[13.08888889 17.91111111] ; [24.91111111 34.08888889],0
n1,1,0.640905,0.21756,[7 7] ; [11 15],[6.3 7.7] ; [11.7 14.3],0
a4,1,0.658458,0.195402,[14 18] ; [23 36],[13.01098901 18.98901099] ; [23.98901099 35.01098901],0
a3,1,0.679005,0.171248,[19 13] ; [37 21],[19.91111111 12.08888889] ; [36.08888889 21.91111111],0
a8,1,0.68417,0.16547,[ 2 29] ; [ 5 51],[ 2.49425287 28.50574713] ; [ 4.50574713 51.49425287],0
n2,1,0.70213,0.146265,[9 6] ; [14 12],[8.41463415 6.58536585] ; [14.58536585 11.41463415],0
p10,1,0.7311,0.118104,[14 17] ; [24 34],[13.23595506 17.76404494] ; [24.76404494 33.23595506],0
s1,1,0.787926,0.072364,[ 2 29] ; [ 3 56],[ 1.72222222 29.27777778] ; [ 3.27777778 55.72222222],0
s7,1,0.83973,0.040901,[ 7 24] ; [13 40],[ 7.38095238 23.61904762] ; [12.61904762 40.38095238],0
s5,1,0.899318,0.016008,[ 5 26] ; [ 8 45],[ 4.79761905 26.20238095] ; [ 8.20238095 44.79761905],0
a6,1,0.996081,2.4e-05,[19 13] ; [35 24],[18.98901099 13.01098901] ; [35.01098901 23.98901099],0
